,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
RWA,0,6,3,2,2,0,0,8,9,1,0,35,10,1,11,48,25,0,13,11,2,1,0,1,0,2,0,0,1,24,0,1,1,17,3,67,46,3,94,16,38,23,16,0,13,0,0,2,0,0,0,1,11,51,1,0,21,1,7,2,22,0,15,7,53,18,1,0,40,0,2,7,159,3,40,0,1,4,0,1,7,0,0,3,0,1,0,4,6,5,7,51,10,4,3,3,7,33,5,6,15,2,109,3,4,0,0,12,3,0,8,6,3,0,0,4,3,3,3,1,0,16,0,0,11,0,10,0,2,7,0,1,0,1,20,1,0,6,28,13,13,0,4,70,0,44,20,13,14,1,44,3,9,7,0,1,6,0,14,0,4,0,5,6,7,0,17,11,10,9,0,0,0,6,0,0,1,7,1,0,0,2,2,52,5,0,1,1,0,2,6,9,0,0,0,0,1,15,26,0,15,53,79,4,1,335,4,0,0,0,2,0,4,0,0,0,2,108,23,24
SAU,0,21,4,5,34,0,0,1172,118,41,0,1776,300,54,1,411,18,0,4,782,91,167,5,46,0,82,4,1,5,510,4,40,5,22,1,1533,421,218,4983,12,63,6,4,0,182,0,2,12,11,1,0,88,360,1233,5,0,275,9,649,69,9286,3,1013,89,158,295,7,3,1164,0,7,6,3250,44,66,0,4,11,1,1,362,8,2,10,0,9,1,89,2,149,263,6248,297,818,606,28,159,1309,13,888,775,186,56,25,15,0,0,1816,305,4,170,2,116,0,0,68,3,57,23,33,0,336,9,4,5,9,278,0,21,15,23,7,7,5,13,4,0,22,23,2199,7,2,9,432,1,459,255,66,173,343,5894,27,63,96,0,7,559,1,328,9,213,0,358,296,943,17,0,454,16,253,1,0,3,1,2,0,1,180,1,0,0,118,63,465,3,0,5,29,0,0,3,570,7,1,0,1,9,1744,1420,0,1111,38,43,74,18,4615,42,0,0,0,10,0,607,1,3,7,654,697,20,23
SDN,0,11,3,1,7,0,0,44,15,5,0,65,28,4,6,21,8,0,7,18,11,9,0,5,0,5,0,0,2,36,2,1,0,9,1,63,43,12,258,2,23,6,1,0,13,0,0,1,0,0,0,2,16,95,2,1,28,4,25,5,191,3,42,4,39,12,1,0,74,0,1,4,265,2,29,0,0,4,1,0,15,0,0,4,0,1,1,12,1,11,6,65,23,68,35,3,11,71,2,38,59,16,52,4,1,0,1,31,11,0,14,1,17,0,0,9,0,8,1,2,0,41,0,0,7,0,16,0,6,5,0,3,0,0,10,2,0,2,12,104,6,0,5,72,0,57,19,11,16,21,70,7,13,18,0,1,19,0,14,4,12,0,20,12,30,11,454,0,8,12,0,0,0,3,0,0,4,13,2,0,0,4,6,46,4,1,0,3,0,2,3,10,0,0,0,0,3,46,47,0,15,22,28,6,5,135,2,0,0,0,1,0,38,1,1,0,33,100,9,9
SEN,0,0,2,0,4,0,0,6,9,1,0,29,15,0,4,40,39,0,52,5,5,0,0,3,0,3,0,1,1,31,1,1,0,6,3,45,60,8,33,54,52,27,18,0,9,0,3,4,2,0,0,2,10,57,0,0,21,1,18,2,19,0,34,3,28,9,3,0,311,0,0,18,124,4,50,0,18,18,5,1,14,3,0,2,2,0,0,5,1,8,3,25,8,5,1,1,8,32,1,2,23,1,68,1,7,0,0,10,3,1,7,7,2,0,0,1,2,3,2,2,0,32,0,2,26,0,9,0,3,44,2,1,1,1,22,14,0,4,4,9,4,0,42,59,0,24,10,5,14,1,5,2,7,8,0,0,4,0,12,4,1,0,1,12,10,10,16,8,0,10,0,0,2,13,0,0,0,5,1,0,0,4,5,21,4,0,1,0,0,5,27,12,2,1,1,1,0,18,10,0,4,25,37,3,2,190,0,0,0,0,5,0,16,0,0,0,2,72,8,12
SGP,0,1,3,3,10,0,0,160,138,15,0,2118,337,10,2,348,4,0,1,110,42,12,2,10,0,12,1,0,4,329,4,36,4,10,1,1086,714,108,8005,9,18,14,8,0,105,0,2,18,8,0,0,37,172,1278,0,0,388,9,15,27,119,0,661,48,38,296,15,0,969,0,6,8,3146,19,40,0,4,9,1,0,208,2,1,14,2,7,1,54,2,89,264,1265,210,298,30,38,218,855,4,44,1012,42,51,11,38,0,2,896,31,12,31,3,12,0,0,79,0,33,32,11,0,35,3,3,10,6,163,0,21,0,9,35,1,17,14,0,0,5,11,591,2,2,5,79,3,877,253,65,348,33,239,30,49,177,0,8,263,3,166,9,25,0,79,93,230,9,253,12,10,0,1,0,2,3,2,0,0,60,0,0,0,35,50,508,1,0,3,6,0,0,0,329,1,1,2,1,4,26,255,0,754,22,26,40,23,4406,7,0,0,1,13,0,295,0,2,6,16,206,5,10
SHN,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,1,0,1,0,0,2,2,0,0,51,2,0,0,6,2,0,0,2,2,0,0,2,0,0,0,0,0,4,2,2,0,0,0,4,8,3,3,3,2,0,1,0,2,0,2,2,2,0,0,2,3,3,0,0,3,2,2,2,2,0,4,2,4,2,16,0,7,0,1,0,24,1,2,0,0,0,0,0,2,0,0,2,0,0,0,2,2,2,2,2,2,2,0,2,2,3,2,2,6,2,2,2,2,3,0,2,3,0,2,1,0,0,0,0,0,2,2,2,0,2,0,1,0,0,3,2,1,0,2,2,1,0,4,0,0,2,2,3,0,4,1,2,0,5,3,2,8,0,2,2,3,5,4,9,2,1,2,1,2,0,2,2,2,0,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,7,0,0,2,0,0,0,0,5,1,1,0,7,1,2,2,1,3,3,2,1,3,15,0,0,0,0,2,0,2,7,5,0,2,4,0,0
SLE,0,3,3,0,0,0,0,1,3,3,0,8,4,0,6,15,9,0,11,12,0,0,0,1,0,1,1,0,2,7,0,2,1,0,4,12,21,2,29,9,15,10,8,0,6,0,2,0,0,0,0,0,3,36,0,0,3,1,1,2,2,0,18,0,18,1,0,0,23,0,0,16,122,0,25,0,11,9,2,0,0,0,0,0,1,1,0,0,1,1,3,11,1,1,1,0,2,19,0,1,7,0,26,0,1,0,0,1,3,0,1,14,2,0,0,1,1,1,1,0,0,1,0,0,4,0,2,0,1,15,0,2,0,0,14,0,0,1,14,5,2,0,3,28,1,36,14,3,2,0,5,0,3,3,0,1,1,0,6,0,1,0,1,1,2,6,1,3,13,3,0,0,0,0,0,0,2,1,0,0,0,0,0,16,2,0,0,1,0,1,3,5,1,0,0,0,0,1,1,0,2,12,16,0,1,113,1,0,0,0,1,0,5,0,0,0,0,35,5,7
SLV,1,0,0,0,2,0,0,2,27,1,0,5,1,0,0,3,1,0,1,1,2,1,0,1,0,0,0,0,12,24,0,0,0,0,0,9,7,22,1,0,1,1,0,0,24,0,0,15,10,0,0,2,1,10,0,0,1,19,0,18,2,0,16,1,1,1,0,0,6,0,0,0,10,2,0,0,0,0,0,0,2,0,0,25,0,0,18,1,4,0,1,4,1,3,0,0,2,9,0,2,7,1,2,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,15,6,0,0,2,1,3,16,24,2,0,0,1,0,2,14,0,0,1,2,3,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,1,14,69,0,0,0,0,11,0,1,0,0,0,0,1,0,0
SMR,0,0,0,0,7,0,0,0,0,3,0,0,7,1,0,2,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,7,0,0,0,0,0,6,6,0,5,0,0,4,0,0,0,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,4,0,1,7,0,0,0,1,36,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,1,0,0,0,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,5,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,3,0,5,1,3,3,0,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,22,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,3,1,0,0,3,0,2,0,0,8,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,1,9,0,2,6,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,2,2,4,0,0,17,0,0,0,0,0,0,0,0,0,0,1,2,3,2
SRB,0,1,3,5,72,0,0,106,163,119,0,387,497,99,2,388,9,0,1,37,346,10,1,363,0,196,0,0,2,339,5,5,0,8,1,277,510,195,506,7,16,3,2,0,207,0,2,12,9,0,0,151,461,941,0,0,309,10,32,90,188,0,765,155,34,210,3,0,671,0,6,4,1157,200,25,0,1,6,0,0,551,1,0,9,0,9,0,550,2,425,45,326,242,207,48,18,229,1035,3,28,243,39,29,22,2,0,0,185,79,0,34,0,26,0,1,84,0,196,27,150,0,112,1,18,3,0,166,0,145,2,35,3,232,5,9,1,0,9,4,152,4,0,3,66,0,448,264,24,116,23,163,24,39,61,0,2,592,2,495,6,63,0,121,395,568,7,180,13,5,60,0,0,2,1,1,7,0,0,0,0,0,248,463,353,2,0,2,5,0,1,2,116,11,8,0,2,2,51,458,0,224,10,22,181,16,975,39,0,0,0,6,0,47,0,1,24,15,212,6,4
SSD,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,8,1,8,0,3,5,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,1,0,5,2,0,0,1,0,0,0,23,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,4,0,0,1,1,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,2,0,2,0,0,4,0,8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,8,16,0,0,20,0,0,0,0,0,0,1,0,0,0,0,6,1,6
STP,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,1,4,0,0,1,0,0,1,0,0,2,1,0,1,1,0,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,25,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,2,2,0,32,0,0,58,137,80,0,211,459,122,1,231,3,0,2,41,188,3,0,39,0,122,1,0,2,210,4,4,0,3,1,228,370,118,408,6,3,1,1,0,108,0,2,8,44,0,0,38,1555,762,0,0,255,5,29,11,113,0,463,75,10,184,3,0,482,0,0,2,730,104,9,0,2,2,0,0,291,2,0,3,0,0,0,178,4,429,52,218,95,146,13,11,156,574,4,9,233,22,13,10,1,0,0,86,18,0,16,0,5,0,1,7,0,106,27,79,0,94,1,12,4,0,96,0,50,1,31,2,24,5,6,2,0,3,5,48,4,0,4,19,1,332,262,5,30,8,149,7,49,39,0,2,792,1,244,4,50,0,40,300,440,2,118,4,4,35,0,0,2,0,0,3,1,248,0,0,1,0,249,313,2,0,2,1,0,1,1,63,11,4,0,1,1,24,275,0,123,4,6,308,10,559,6,0,0,0,8,0,31,0,1,10,3,168,1,1
SVN,1,0,2,0,53,0,0,79,157,51,0,359,714,83,1,411,3,0,1,19,189,4,0,106,0,96,1,0,3,209,3,4,0,5,1,293,523,134,421,4,10,1,1,0,117,0,3,12,6,0,0,63,447,1069,0,0,387,4,22,11,55,0,819,107,11,228,3,0,735,0,1,1,1151,101,14,0,3,4,0,0,394,2,0,5,0,1,0,506,2,350,18,214,161,79,11,37,269,1116,2,15,300,18,12,9,1,0,0,104,18,0,18,0,5,0,2,8,0,117,49,82,0,110,0,9,2,0,63,0,91,2,42,4,45,5,5,1,0,3,6,38,4,1,2,30,0,592,316,10,52,7,27,8,19,45,0,1,534,1,424,5,46,0,19,307,337,2,63,6,5,50,0,0,2,0,0,4,0,463,0,0,1,249,0,476,2,0,2,2,0,1,4,37,5,5,0,1,0,34,285,0,203,5,10,98,16,869,7,0,0,0,6,0,22,1,1,24,4,151,2,3
SWE,0,4,6,5,47,1,0,236,440,107,0,3107,1724,129,5,2180,23,0,25,198,239,13,3,40,0,143,1,2,44,1485,8,8,4,30,6,2618,2786,486,4487,14,40,20,10,0,374,0,4,57,59,0,0,165,1113,7041,1,1,3527,10,61,67,321,0,3567,461,168,2769,11,1,3980,7,6,9,9375,142,109,0,7,18,9,2,1044,3,18,19,3,11,6,338,5,775,142,1219,841,695,98,399,725,4285,11,73,1835,52,204,27,19,0,4,701,57,11,60,6,28,0,14,66,0,322,127,189,0,178,12,17,16,3,452,0,65,9,66,7,22,82,42,1,0,9,36,291,42,4,8,153,8,4017,3056,82,497,52,456,48,157,146,0,5,1602,1,1055,20,78,0,109,517,1420,52,465,46,21,508,1,3,7,16,2,5,1,353,4,0,2,313,476,0,4,0,8,8,0,2,3,297,8,6,0,1,7,69,861,0,456,145,168,257,63,9389,16,0,4,0,22,0,233,0,1,28,23,963,32,37
SWZ,0,0,4,0,3,0,0,1,2,1,0,8,5,0,2,4,3,0,3,2,3,0,0,2,0,2,0,0,0,4,0,0,1,12,1,3,14,1,7,4,9,5,3,0,0,0,0,0,0,0,0,1,4,11,0,0,5,0,2,0,4,0,5,2,11,2,1,0,10,0,0,2,31,1,9,0,2,3,0,1,2,0,0,0,0,0,0,1,1,2,1,5,1,0,4,0,3,7,0,0,3,1,16,0,0,0,0,1,0,0,1,0,2,0,0,0,8,3,0,2,0,3,0,0,3,0,1,0,2,3,0,0,1,1,9,1,0,2,13,3,11,0,3,15,0,4,2,2,0,0,3,0,1,1,0,0,3,0,4,1,0,0,0,4,3,5,3,4,4,1,0,0,0,2,0,0,0,2,1,0,0,2,2,4,0,0,0,0,0,1,3,0,0,0,1,0,1,2,1,0,10,17,16,1,1,55,0,0,0,1,0,0,2,0,0,1,0,58,16,20
SXM,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,1,4,12,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0,2,0,0,7,0,0,0,0,0,0,0
SYC,0,0,2,0,1,0,0,2,4,0,0,29,2,0,1,6,7,0,2,2,2,0,2,2,0,0,0,0,0,6,2,2,3,0,0,12,16,6,8,5,3,0,0,0,4,3,3,7,2,0,0,2,3,18,0,0,5,2,2,5,2,0,12,2,4,5,4,2,35,0,0,0,63,2,7,0,0,0,0,0,2,0,0,3,0,0,0,2,2,2,5,4,4,5,0,4,3,10,6,2,7,2,10,2,0,0,0,4,2,0,2,1,0,0,0,1,0,2,2,2,0,4,0,1,5,3,6,0,1,1,3,2,1,3,7,0,0,9,3,2,3,1,1,3,0,12,3,3,10,0,2,5,2,6,0,0,2,1,13,1,2,0,2,3,3,1,5,0,1,3,0,0,2,0,0,0,0,2,0,0,0,2,2,8,0,0,0,0,0,0,2,2,1,1,3,1,3,3,3,0,3,8,6,1,3,40,0,0,0,0,2,0,2,0,1,0,2,27,0,3
SYR,0,1,1,0,2,0,0,13,4,2,0,23,7,1,1,6,0,0,0,8,4,0,0,1,0,1,0,0,1,10,1,1,0,1,0,14,9,7,38,0,2,0,1,0,5,0,0,0,0,0,0,1,5,37,1,0,8,2,5,5,55,0,15,1,18,5,0,0,31,0,0,1,55,1,6,0,0,1,0,0,8,0,0,2,0,0,0,5,0,14,7,68,25,49,10,0,5,38,0,15,18,2,4,0,0,0,0,5,3,0,23,0,5,0,0,3,0,3,0,1,0,8,0,1,1,1,7,0,3,0,2,1,0,0,0,0,0,0,0,19,0,0,1,10,0,9,2,3,3,6,27,1,3,3,0,1,13,0,11,0,3,0,12,6,29,1,29,3,0,6,0,0,0,1,0,0,0,5,0,0,0,1,2,8,0,1,0,0,0,0,0,5,1,0,0,0,0,5,24,0,2,1,3,3,2,59,1,0,0,0,1,0,3,0,1,0,5,11,1,1
TCA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCD,0,0,1,0,1,0,0,1,0,1,0,1,1,0,3,4,4,0,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,18,6,4,3,11,3,3,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,3,0,3,0,5,1,5,2,0,0,19,0,0,3,20,1,5,0,4,3,2,0,0,0,0,2,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,1,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,10,0,0,0,0,2,1,0,0,3,0,1,0,6,8,0,1,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,1,2,0,2,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,4,1,0,0,0,0,0,2,3,0,0,3,6,1,0,19,0,0,0,0,0,0,0,0,0,0,0,7,2,2
TGO,0,0,2,0,1,0,0,1,1,1,0,6,3,0,2,8,31,0,32,1,2,0,0,0,0,1,0,0,0,4,0,0,3,1,3,8,20,1,14,34,16,12,6,0,2,0,0,3,0,0,0,1,3,14,0,0,5,0,5,0,6,0,9,1,7,3,0,0,57,0,0,5,36,2,19,0,4,5,3,0,0,0,0,2,0,0,0,1,2,2,9,7,1,4,1,0,2,32,0,0,4,1,6,0,0,0,0,5,2,2,3,4,2,0,0,0,0,1,0,1,0,7,0,0,5,0,3,0,1,27,0,0,0,3,5,3,0,1,3,1,1,0,9,45,0,3,3,2,3,0,5,0,0,1,0,0,2,0,3,0,0,0,1,5,2,6,3,3,27,0,0,0,0,3,0,0,0,2,2,0,0,1,4,3,3,0,2,0,0,4,0,1,0,0,3,0,3,3,2,0,0,5,9,2,0,40,0,0,0,0,0,0,4,0,0,0,0,17,3,4
THA,0,11,2,2,6,0,0,96,61,133,0,1005,277,40,11,250,9,0,7,176,145,9,0,17,0,95,2,0,5,409,2,27,24,18,2,468,389,118,1820,9,16,13,7,0,148,0,2,16,40,0,1,87,215,764,1,0,189,9,37,93,267,0,382,97,36,187,8,0,630,0,2,6,1674,94,38,0,1,14,0,0,270,2,0,4,1,3,2,146,5,187,430,1114,169,385,79,15,93,587,2,46,1479,47,81,10,93,0,0,646,77,88,32,1,8,0,0,134,0,85,15,89,0,37,0,4,1,6,231,0,14,7,6,117,54,67,19,0,0,24,26,636,6,2,2,176,2,487,171,92,223,38,589,18,79,232,0,10,268,1,187,8,22,0,94,100,421,9,570,10,12,329,0,0,5,5,4,0,0,116,0,0,0,63,37,297,0,0,2,5,0,1,1,0,2,1,0,1,1,43,398,0,781,35,41,148,23,2406,38,0,0,0,12,0,474,0,1,7,30,291,8,22
TJK,0,5,0,0,8,0,0,1,3,12,0,11,10,6,0,9,1,0,0,2,10,0,0,5,0,5,0,0,0,4,1,1,0,0,0,7,7,5,32,2,1,0,0,0,2,0,1,1,2,0,0,3,10,24,0,0,14,1,4,4,3,0,16,9,1,8,1,0,15,0,0,0,25,10,1,0,0,0,0,0,5,0,0,1,0,0,0,8,1,6,4,10,8,19,2,2,3,17,1,2,10,19,5,21,0,0,0,4,2,1,3,0,0,0,0,1,0,7,1,9,0,4,0,6,0,0,7,0,7,0,7,2,7,4,1,0,0,2,2,8,0,0,1,5,0,6,8,3,1,0,19,1,2,2,0,0,20,0,15,1,2,0,2,12,52,0,7,0,2,1,0,0,1,1,0,6,0,11,0,0,0,11,5,8,0,0,1,1,0,0,0,2,0,9,0,1,0,4,18,0,1,1,1,15,2,30,11,0,0,0,1,0,2,0,0,0,1,4,0,0
TKM,0,0,0,0,8,0,0,1,1,4,0,1,8,2,0,3,1,0,0,1,8,0,0,5,0,1,0,0,0,1,1,1,0,0,0,2,3,1,1,1,1,0,0,0,1,0,1,1,1,0,0,3,8,7,0,0,8,1,1,1,1,0,7,7,1,6,1,0,5,0,0,0,12,9,1,0,0,0,0,0,3,0,0,1,0,0,0,8,1,5,1,1,8,2,0,1,2,8,1,1,1,9,1,8,0,0,0,1,1,0,1,0,0,0,0,0,0,8,1,7,0,1,0,3,0,0,1,0,7,0,8,1,8,0,1,0,0,1,1,2,0,0,1,1,0,2,8,1,2,0,1,1,1,1,0,0,8,0,8,1,1,0,1,7,10,0,1,0,1,1,0,0,1,0,0,7,0,8,0,0,0,4,5,6,0,0,1,0,0,0,0,1,9,0,0,1,0,1,14,0,1,1,1,1,1,3,4,0,0,0,1,0,1,0,0,0,1,1,0,0
