,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ROU,0,0,6,0,0,5,159,217,0,245,356,129,0,251,2,3,6,162,0,0,9,187,0,0,0,328,0,0,0,0,0,245,405,141,363,5,7,2,0,0,186,0,0,2,28,0,75,319,913,0,0,245,0,17,0,88,0,568,78,0,150,0,995,0,0,849,187,2,0,0,0,0,0,357,8,0,0,0,0,0,138,0,427,2,171,106,115,4,10,184,815,0,5,246,3,2,2,1,0,108,2,0,5,0,0,0,0,0,0,81,6,18,139,0,44,3,1,160,0,17,1,6,0,12,11,1,0,0,0,0,39,0,2,0,6,0,409,200,0,62,0,95,1,25,1,0,0,483,1,286,0,2,2,0,0,418,1,26,0,2,9,0,0,0,0,0,286,0,0,215,179,289,0,0,0,3,0,0,16,0,0,0,0,9,375,0,205,1,1,171,1,795,1,0,0,8,45,0,0,0,1,178,1,0
RUS,0,0,2,0,1,9,210,338,0,549,541,165,0,447,0,2,5,208,0,0,8,467,0,1,5,575,0,0,0,0,1,702,885,201,1019,4,5,3,0,0,279,0,0,7,34,0,113,680,3093,0,0,355,1,15,43,124,0,1104,177,4,638,0,1859,0,4,1974,271,11,0,1,2,0,0,442,0,2,1,0,0,0,187,0,423,8,443,206,146,4,35,384,1296,0,8,874,96,4,21,1,0,557,4,0,12,0,0,0,0,4,0,154,6,61,139,1,37,2,0,345,0,11,0,0,0,10,32,4,0,0,1,0,29,0,0,0,6,0,760,417,5,138,4,127,5,45,13,0,0,988,1,384,4,0,2,0,418,0,0,39,2,2,74,0,0,0,0,0,309,0,0,335,200,681,0,0,0,3,0,0,47,8,3,0,0,11,384,0,478,3,5,794,9,3181,43,0,0,10,96,0,0,0,1,270,0,0
RWA,0,0,0,0,0,0,0,0,0,3,0,0,2,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,2,4,9,2,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,2,0,0,7,0,1,16,0,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,18,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,6,15,0,0,59,0,0,0,0,0,0,0,0,0,16,11,4
SAU,0,0,0,0,0,80,11,10,0,205,51,2,0,66,1,1,30,30,37,0,1,16,0,0,3,54,0,1,0,6,0,489,95,12,453,0,2,0,0,0,14,0,0,5,2,0,27,44,434,0,0,54,1,124,2,1467,0,171,15,2,50,0,275,0,0,680,9,5,0,0,0,0,0,97,0,0,0,0,0,0,13,0,20,18,498,33,68,14,2,27,220,0,109,150,2,7,6,0,0,198,31,1,51,0,19,0,0,7,0,10,1,0,101,0,1,1,0,42,0,2,0,1,0,0,2,3,0,0,1,0,320,0,0,2,20,1,153,24,7,44,57,375,4,4,5,0,0,63,0,40,1,0,64,0,26,39,1,0,35,0,103,0,0,2,0,0,25,0,0,8,6,61,0,0,0,16,1,0,47,1,0,0,0,134,229,0,68,1,4,15,5,1325,0,0,0,5,5,0,0,0,47,69,2,2
SDN,0,0,0,0,0,3,4,1,0,8,2,0,0,3,0,0,2,2,6,0,1,1,0,0,2,5,0,0,0,0,0,7,11,1,23,0,3,0,0,0,3,0,0,2,2,0,0,2,28,0,0,4,1,1,1,23,0,8,1,4,2,0,11,0,0,42,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,4,11,7,7,0,0,4,14,0,2,9,0,13,0,0,0,2,1,0,1,0,4,0,0,5,0,2,0,0,1,0,1,0,0,6,0,2,1,1,1,1,0,4,0,0,0,2,44,1,0,0,9,0,20,6,3,3,5,14,3,4,1,0,0,2,0,0,1,0,4,0,0,2,0,35,0,1,4,0,0,1,0,0,2,0,0,3,0,10,0,0,0,2,0,0,5,0,0,0,0,2,5,0,4,5,10,0,3,43,0,0,0,1,1,0,0,0,3,24,1,0
SEN,0,0,0,0,0,0,3,0,0,10,3,0,0,32,15,26,3,1,0,0,0,0,0,0,0,12,0,0,0,0,1,24,25,0,1,14,22,4,2,0,3,0,1,1,1,0,0,2,8,1,0,6,0,3,0,1,0,13,1,4,1,0,182,0,1,38,0,13,0,6,6,0,0,1,0,0,0,1,0,0,1,2,0,2,6,1,0,0,0,0,10,0,0,3,0,13,0,2,0,0,0,1,3,2,0,0,0,0,0,0,1,0,11,0,0,10,0,1,0,0,24,0,0,0,0,1,11,0,0,4,2,0,3,16,11,0,11,1,1,1,0,0,0,6,2,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4,7,0,0,0,0,7,0,0,4,10,8,0,0,93,0,0,0,0,3,0,0,0,0,18,1,1
SGP,0,0,0,0,0,34,18,1,0,885,81,0,0,95,0,2,11,7,0,0,1,10,0,1,4,81,1,9,0,0,1,341,223,22,2416,3,1,3,0,0,11,0,0,7,4,0,19,53,478,0,0,106,1,6,3,17,0,161,11,1,70,3,386,0,0,946,3,4,1,0,1,0,0,60,1,0,1,0,0,0,12,0,17,85,409,57,44,2,22,97,221,0,5,453,3,7,2,7,0,375,5,3,7,0,0,0,0,20,0,8,3,1,7,0,1,2,0,29,0,3,0,1,4,1,0,4,0,0,0,6,257,0,0,0,7,1,240,53,8,124,6,35,6,9,53,0,1,86,0,28,2,0,21,0,9,74,0,103,4,1,0,0,2,2,0,0,6,0,1,11,14,183,0,0,0,8,0,0,144,0,0,0,0,6,70,0,256,2,5,10,9,2442,0,0,0,8,37,0,0,0,0,27,1,0
SLB,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,0,2,2,3,2,1,0,2,0,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,10,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,19,0,0,0,1,0,0,0,0,0,2,0,0
SLV,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,6,1,3,2,0,0,0,0,0,6,0,0,11,3,0,0,0,1,0,0,0,3,0,5,2,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,17,0,0,13,0,0,0,1,6,0,0,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,2,0,1,0,1,4,6,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,5,0,0,0,0,0,2,33,0,0,0,3,2,0,0,0,0,1,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,13,0,0,4,138,253,0,239,335,128,0,185,0,0,1,172,0,0,161,225,0,0,0,275,0,0,0,0,0,218,336,141,319,0,0,0,0,0,225,0,0,3,22,0,98,353,570,0,0,209,2,4,1,108,0,379,109,0,148,0,409,0,0,654,225,1,0,0,0,0,0,351,0,0,0,0,0,0,258,0,309,2,163,30,129,0,5,164,511,0,4,206,2,0,0,0,0,143,4,0,3,0,2,0,0,3,0,115,4,12,134,0,4,0,1,177,0,56,0,10,1,83,10,1,0,0,0,0,18,0,0,0,1,0,227,182,0,107,1,112,1,24,2,0,0,336,0,273,1,0,30,0,286,309,0,25,2,0,6,0,0,1,0,0,0,0,0,207,286,226,0,0,0,6,0,0,20,0,0,0,0,8,297,0,231,2,1,135,2,574,1,0,0,3,3,0,0,6,0,163,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,1,6,3,0,2,1,1,1,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0
SVK,0,0,1,0,0,2,146,163,0,161,315,128,0,70,0,0,0,49,0,0,6,135,0,0,0,179,0,0,0,0,0,265,309,140,223,2,0,0,1,0,133,0,0,4,29,0,6,773,568,0,0,200,0,2,5,9,0,349,17,0,152,0,361,0,0,593,135,0,0,1,0,0,0,255,0,0,0,0,0,0,72,0,270,1,77,32,11,0,5,153,403,0,6,281,5,1,0,1,0,92,1,0,3,0,0,0,2,1,0,22,13,8,129,1,2,0,0,86,0,3,0,4,1,10,9,0,0,0,1,0,2,0,0,0,1,0,259,211,0,18,1,5,1,25,1,0,0,391,0,165,1,0,1,0,215,335,0,8,3,0,11,0,0,0,0,0,207,0,0,0,182,239,0,0,0,1,0,0,10,1,0,0,0,3,209,0,195,1,1,86,0,484,0,0,0,3,3,0,0,0,0,163,0,0
SVN,0,0,6,0,0,3,162,138,0,227,319,128,0,106,1,3,2,32,0,0,33,135,0,0,0,177,0,0,0,0,0,194,274,141,238,2,0,2,0,0,130,0,0,3,1,0,10,274,467,0,0,190,0,3,1,12,0,328,24,1,71,0,374,0,0,575,132,0,0,0,0,0,0,199,1,0,0,0,0,0,242,0,222,0,60,23,25,0,6,178,493,0,1,230,1,1,2,1,0,56,1,0,5,0,0,0,2,0,0,19,9,11,132,0,2,2,0,62,0,28,0,3,0,11,0,1,0,0,0,0,9,0,0,0,0,0,296,180,0,9,0,5,1,2,2,0,0,276,0,207,0,0,1,0,179,200,0,6,0,0,14,0,0,0,0,0,286,0,0,182,0,249,0,0,0,2,0,0,5,1,0,0,0,4,172,0,157,0,0,36,2,533,0,0,0,4,16,0,0,0,0,144,0,0
SWE,0,2,5,0,0,43,281,179,0,1191,849,128,0,928,2,17,46,73,2,0,9,161,0,1,17,519,12,1,0,2,0,1291,1306,241,1279,2,7,7,2,0,207,0,2,13,31,0,42,559,3506,0,0,1931,0,6,51,74,0,1710,184,22,1423,0,2288,0,2,4325,144,20,0,1,8,8,0,618,0,15,2,1,1,3,108,0,502,23,383,378,196,11,236,403,2018,0,11,854,10,45,4,6,1,324,6,16,9,0,3,0,0,23,0,116,49,50,144,1,6,6,1,217,0,12,10,12,1,11,13,17,0,0,3,1,57,16,0,0,19,26,1956,1662,10,176,8,87,7,34,18,0,3,753,1,473,1,1,7,0,289,681,1,61,10,6,183,0,1,2,0,0,226,0,0,239,249,0,1,0,1,7,1,0,90,1,0,0,0,15,317,0,249,43,75,146,29,5088,0,1,0,7,66,1,0,0,1,419,10,10
SWZ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,10,0,0,0,0,0,0,0,0,0,19,1,1
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
SYR,0,0,0,0,0,11,4,1,0,17,8,0,0,8,0,2,4,5,0,0,2,1,0,0,0,4,1,0,0,0,0,11,7,2,11,2,0,2,0,0,1,0,0,1,0,0,3,5,43,0,0,4,0,7,0,24,0,7,1,7,3,0,43,0,0,39,2,1,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,1,6,2,16,4,0,4,20,0,12,9,0,1,2,1,0,3,4,1,18,0,1,0,0,4,0,6,0,0,9,0,1,2,1,6,0,3,0,3,1,1,0,1,0,0,0,0,10,0,0,0,2,0,6,2,0,1,2,11,0,2,4,0,0,5,0,7,2,0,3,0,3,3,0,16,2,0,8,0,0,0,0,0,6,0,0,1,2,7,0,0,0,0,0,0,2,0,0,0,0,11,18,0,0,2,1,0,0,34,3,0,0,2,3,0,0,0,1,3,0,0
TCD,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,1,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1
THA,0,2,0,0,0,10,19,14,1,428,99,2,0,77,1,10,31,16,1,0,3,17,0,0,2,75,0,1,10,4,1,216,131,12,336,5,5,6,0,0,29,0,2,5,2,0,17,32,262,0,0,57,3,4,2,35,0,89,19,0,50,1,270,0,3,559,13,11,0,0,8,0,0,39,0,0,2,0,0,0,17,2,29,105,151,23,37,1,4,21,141,1,4,788,2,33,1,53,0,194,4,41,8,0,0,0,1,30,1,19,6,4,2,0,1,2,0,46,0,4,4,1,22,1,6,6,1,0,0,10,154,2,0,2,18,1,154,29,20,66,14,47,8,15,88,0,5,65,0,31,1,0,8,0,16,47,2,47,5,7,144,0,1,2,0,0,20,0,1,10,5,90,0,0,0,2,0,0,0,0,0,0,0,4,51,0,196,14,20,17,6,1304,2,0,0,7,75,0,0,0,0,54,3,6
TJK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TTO,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,11,1,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,6,0,1,1,1,0,1,1,0,1,0,0,0,2,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,10,3,0,0,0,1,0,11,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,45,0,0,1,2,0,0,0,0,0,1,0,0
TUN,0,0,0,0,0,19,11,0,0,17,18,1,0,68,2,5,2,7,9,0,1,2,0,0,0,19,1,0,0,0,0,82,41,3,29,4,7,3,1,0,9,0,0,1,1,0,1,9,69,1,0,7,1,40,2,44,0,189,2,0,5,0,1182,0,0,71,2,3,0,1,0,0,0,14,0,0,0,0,0,0,4,0,2,2,28,11,18,1,0,16,137,0,23,42,0,3,2,1,0,11,8,0,26,0,9,0,0,3,0,8,2,0,68,0,0,5,0,14,0,2,2,4,0,1,0,1,3,0,0,0,4,0,0,4,4,0,17,6,0,3,8,14,1,7,4,0,0,21,0,47,3,0,18,0,9,11,1,134,2,7,6,0,0,3,0,0,8,0,0,3,4,15,0,0,0,11,3,1,4,0,0,0,0,0,54,0,8,0,0,2,2,117,0,0,0,6,5,0,0,0,2,9,0,0
