,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MEX,0,2,37,0,9,0,1,83,577,101,0,652,268,44,5,336,10,0,4,77,128,15,4,10,63,6,0,45,1062,9,6,1,22,1,941,456,669,901,10,24,11,9,1,768,0,1,120,145,0,1,71,248,1104,0,1,240,43,41,272,264,0,1908,122,58,254,6,0,1048,1,3,7,1569,84,1,57,0,3,14,1,0,268,2,0,82,5,0,5,0,44,155,13,202,129,0,844,0,182,282,38,20,146,1022,12,0,44,475,35,78,11,9,0,3,383,81,3,78,3,17,0,0,87,1,85,16,87,0,63,3,5,17,0,6,0,17,4,14,5,60,17,11,3,0,4,7,204,6,4,4,123,14,546,171,51,0,185,25,325,92,334,93,0,4,376,3,0,346,61,6,0,102,0,172,429,15,281,19,11,147,2,0,0,3,33,0,1,125,2,1,2,78,57,362,2,0,2,14,0,2,1,205,1,0,1,0,2,51,307,0,232,17,33,147,131,3771,61,0,3,0,87,0,0,93,2,1,5,12,310,14,11
MHL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
MKD,0,0,1,0,47,1,0,15,14,8,0,48,47,4,2,53,2,0,1,10,55,1,0,40,6,0,0,1,27,0,0,2,4,1,39,57,13,54,1,3,2,0,0,12,0,0,3,3,0,0,22,54,117,0,0,35,2,9,4,21,0,92,23,4,32,0,0,77,0,0,1,148,10,0,7,2,0,0,0,0,63,0,0,2,0,0,0,0,1,84,1,47,13,0,37,0,23,16,7,5,33,149,2,0,8,25,9,4,3,1,0,1,11,2,1,9,0,2,0,0,1,0,19,7,12,0,7,0,6,1,0,17,0,0,1,4,0,30,4,2,1,0,0,1,13,0,2,1,16,1,66,40,8,0,13,8,22,1,6,9,0,2,73,0,0,60,2,2,0,7,0,59,37,1,18,2,5,15,0,0,0,0,1,1,0,123,0,0,0,30,58,40,0,0,0,1,0,1,2,9,1,0,1,0,0,5,56,0,10,2,2,15,4,89,7,0,0,0,3,0,0,4,0,0,47,1,20,1,0
MLI,0,2,3,0,3,0,0,2,6,3,0,30,5,4,5,15,23,0,46,18,2,0,0,1,1,0,0,3,11,1,0,0,5,4,15,25,2,16,25,10,29,7,0,8,0,1,2,1,0,0,3,3,26,0,0,9,1,9,4,16,1,18,1,24,4,0,0,69,0,0,7,97,2,0,42,0,6,14,4,1,3,0,0,2,0,0,2,0,1,3,5,1,11,0,12,0,3,9,1,1,4,12,2,0,1,10,2,43,2,3,1,0,3,0,3,1,8,4,0,0,3,2,2,0,1,0,10,1,0,5,0,4,0,1,0,0,3,1,5,14,4,0,6,16,9,4,0,13,37,2,22,7,7,0,2,0,8,3,7,3,0,2,4,0,0,6,3,1,0,0,0,3,6,7,3,7,31,3,0,0,1,16,1,0,0,2,3,0,0,3,2,17,1,0,1,1,0,4,11,16,0,0,1,0,0,10,5,0,7,23,28,4,2,115,4,0,0,0,1,0,0,5,1,0,0,4,48,11,9
MLT,0,0,0,0,6,0,0,9,7,2,0,39,27,0,0,72,0,0,1,5,16,2,1,11,1,0,0,0,26,1,2,0,1,0,55,64,8,37,0,1,0,0,0,5,0,0,1,0,0,2,22,28,133,0,0,63,0,9,0,19,0,99,14,1,17,1,0,96,0,0,0,275,3,0,2,0,0,0,0,0,76,1,0,1,0,0,0,0,0,36,0,19,2,0,39,0,43,11,3,7,49,220,2,0,5,16,2,2,1,0,0,0,6,2,0,6,0,8,0,0,0,0,13,8,15,0,8,2,1,0,0,14,0,4,0,0,0,6,0,0,0,0,3,0,9,0,0,0,3,0,77,33,0,0,8,2,5,0,3,2,0,0,45,0,0,61,0,1,0,3,0,33,12,0,20,2,1,5,0,0,0,3,0,1,0,25,0,0,0,12,23,50,0,0,1,6,0,0,0,3,1,0,0,1,1,5,41,0,8,1,0,10,2,94,1,0,0,0,0,0,0,2,0,0,1,0,20,4,0
MMR,0,6,1,0,1,0,0,5,4,4,0,57,12,1,0,9,3,0,3,23,0,0,0,2,3,0,0,1,8,1,3,0,0,1,18,27,0,161,4,3,3,2,0,6,0,0,1,0,0,0,2,3,37,0,0,11,1,2,3,9,0,7,0,9,5,0,0,22,0,0,2,68,4,0,7,0,1,2,2,0,2,0,0,2,0,0,1,0,2,2,3,1,36,0,53,0,1,7,4,0,2,15,0,0,1,75,3,14,1,18,0,0,32,1,21,1,2,0,0,0,17,2,1,0,2,0,5,0,0,1,0,5,0,0,3,0,0,1,3,4,2,0,1,4,33,1,0,0,9,1,18,4,16,0,3,1,25,3,7,28,0,1,3,0,0,4,0,0,0,1,0,3,14,1,3,3,3,30,0,0,0,3,1,0,0,3,0,0,0,3,0,10,0,0,0,1,0,1,0,79,0,0,1,0,0,0,5,0,20,6,3,2,1,104,1,0,0,0,1,0,0,42,0,0,0,1,14,3,3
MNE,0,0,0,0,21,0,0,5,5,62,0,59,73,3,0,67,0,0,0,1,76,0,0,42,54,0,0,0,60,1,0,2,1,0,8,71,2,71,0,2,1,0,0,55,0,0,0,0,0,0,67,76,85,0,0,9,0,6,57,70,0,78,61,1,65,1,0,82,0,0,0,98,57,1,0,0,0,0,0,0,81,0,0,0,1,0,1,0,0,116,0,68,3,0,61,0,62,60,3,3,5,99,0,0,2,5,3,0,1,0,0,0,59,55,0,3,0,3,0,0,55,0,65,2,59,0,2,2,5,0,0,60,0,30,1,6,1,0,3,0,1,0,0,0,59,0,0,0,1,0,22,8,2,0,56,1,56,1,1,2,0,0,84,0,0,77,0,1,0,49,0,32,79,0,10,0,1,3,0,0,0,1,0,1,0,207,0,0,0,14,49,14,0,0,0,1,0,1,0,56,1,0,0,0,0,6,81,0,55,1,0,62,1,75,53,0,0,0,0,0,0,2,0,0,12,1,9,1,2
MNG,0,0,1,0,2,0,0,7,11,7,0,34,17,3,2,10,6,0,3,11,6,4,0,3,2,0,0,3,18,2,3,3,4,2,23,28,5,169,2,6,6,0,0,6,0,0,3,2,0,0,3,18,96,0,0,13,4,6,4,12,0,11,7,12,8,0,0,23,0,1,3,96,5,0,8,0,3,3,0,0,7,0,0,5,0,0,1,0,1,7,4,13,20,0,76,0,3,13,4,2,6,71,2,0,9,106,11,7,4,4,0,1,63,3,2,6,1,4,0,0,6,0,4,1,4,0,5,1,0,3,0,17,0,4,5,0,3,3,0,3,2,0,1,3,15,1,0,2,8,1,64,13,15,0,13,6,61,7,6,10,0,3,42,0,0,13,3,1,0,5,0,14,108,3,10,2,5,17,0,0,1,2,2,0,0,7,0,0,0,7,8,60,1,0,1,1,0,2,4,56,0,0,3,0,3,4,61,0,30,5,6,6,2,142,6,0,0,0,2,0,0,17,0,0,0,5,18,3,2
MOZ,0,2,10,0,1,0,0,6,16,2,0,37,6,2,7,30,16,0,14,16,3,3,0,2,3,0,0,2,105,0,0,2,14,3,35,53,10,24,20,25,18,16,0,15,0,2,2,1,0,0,0,6,54,0,0,20,4,1,3,10,1,104,4,25,7,0,0,48,1,1,10,150,6,0,20,0,5,9,6,0,11,0,0,6,0,0,1,0,2,9,2,5,9,0,34,0,8,9,4,2,7,43,2,0,4,18,3,58,3,7,1,0,7,1,6,4,5,5,0,0,4,7,2,1,3,0,8,0,0,5,0,11,0,2,14,0,4,0,3,0,5,0,2,21,9,12,1,4,43,1,40,9,10,0,11,4,14,3,8,10,0,11,7,0,0,94,2,0,0,7,0,6,12,15,8,11,10,12,1,0,1,7,1,0,1,4,6,2,0,3,5,27,7,0,6,0,0,2,5,13,0,1,3,0,1,2,8,0,7,38,39,3,2,177,2,0,0,0,3,0,0,7,1,0,2,3,113,31,25
MRT,0,1,2,0,2,0,0,2,2,2,0,2,2,2,2,3,4,0,5,3,1,0,0,1,1,0,0,1,2,1,0,0,1,3,5,3,1,7,8,6,6,2,0,1,0,2,0,1,0,0,1,1,5,0,0,3,1,4,2,3,3,7,1,3,2,0,0,21,2,0,3,12,1,0,4,0,5,2,5,0,2,0,0,1,0,0,1,0,1,2,1,2,2,0,3,0,2,2,1,0,2,5,1,0,1,2,1,2,1,0,1,0,2,0,1,2,1,3,0,0,3,0,2,0,1,0,11,0,0,2,0,3,0,1,4,0,2,1,2,5,0,0,0,2,2,2,0,3,4,1,5,4,3,0,2,0,3,2,2,1,0,1,2,0,0,4,1,0,0,0,0,2,2,1,3,2,10,2,0,0,1,1,1,0,0,2,1,1,0,2,1,2,0,0,0,1,0,3,4,2,0,0,1,0,0,6,1,0,1,2,2,2,1,7,2,0,0,0,1,0,0,4,1,0,0,3,2,2,2
MSR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
MUS,0,0,0,0,0,0,0,5,4,0,0,16,4,1,2,7,2,0,3,2,6,1,0,0,0,0,0,4,12,1,1,0,4,1,15,8,4,26,6,4,3,1,0,6,1,1,0,0,0,0,2,2,20,0,0,11,1,8,4,10,0,15,2,8,3,0,0,30,1,0,1,57,1,0,12,0,1,3,0,0,3,1,0,1,1,0,1,0,0,2,0,4,2,0,43,0,5,8,2,1,2,26,2,0,3,15,1,16,0,0,0,0,4,1,0,1,1,5,0,0,1,0,0,0,0,0,11,0,0,2,0,4,0,0,6,3,1,0,1,2,0,0,0,5,13,4,0,2,15,0,9,5,2,0,3,1,10,1,4,2,0,0,5,0,0,6,0,0,0,4,0,2,1,4,17,3,5,3,0,0,0,1,0,0,1,3,0,0,0,0,1,8,0,0,5,2,0,0,1,6,0,0,0,1,1,5,27,0,2,9,8,1,0,35,1,0,0,0,2,0,0,4,0,0,0,1,60,3,3
MWI,0,1,2,0,1,0,0,8,4,2,0,53,7,1,5,27,20,0,17,20,3,0,0,0,2,0,0,3,28,0,0,0,37,2,41,68,4,43,14,25,19,7,0,10,0,0,0,1,0,0,1,2,39,0,0,12,2,1,3,23,1,19,1,43,11,1,0,42,0,0,6,357,2,0,58,0,2,7,3,0,1,0,0,5,0,0,0,0,4,2,8,1,10,0,61,0,15,6,6,2,4,22,1,0,2,21,2,111,1,5,1,0,7,0,5,3,4,3,0,0,5,15,1,2,1,0,10,0,0,4,0,7,0,1,16,0,4,0,3,21,2,0,5,0,11,16,0,5,51,1,49,35,11,0,9,1,18,1,7,8,0,5,3,0,0,9,3,1,0,1,0,4,11,22,14,10,11,7,0,0,1,8,1,0,0,1,9,0,0,1,2,21,17,0,0,1,0,2,3,25,0,0,1,0,3,3,9,0,19,63,100,2,1,375,1,0,0,0,1,0,0,10,1,0,0,3,184,61,67
MYS,0,26,3,0,6,0,0,583,72,74,0,1612,171,20,3,206,11,0,3,694,93,56,1,7,76,0,0,5,277,5,181,3,21,1,518,235,129,2717,9,25,14,3,0,133,0,0,10,9,0,2,90,238,491,0,0,163,7,113,80,789,0,400,83,123,203,7,0,422,1,3,6,1885,82,1,65,0,3,16,1,0,168,1,0,8,2,0,5,0,3,116,1,147,1124,0,2249,0,205,715,750,14,60,433,8,0,342,839,37,55,19,56,0,0,742,142,21,48,3,87,0,0,160,2,85,12,65,0,73,1,2,5,3,204,0,13,9,9,33,59,15,9,2,0,13,11,0,8,4,1,673,1,235,146,78,0,226,237,1635,22,40,224,0,13,296,0,1,202,5,86,0,252,0,223,374,12,2565,114,12,563,0,0,4,5,2,0,11,131,1,1,0,50,31,233,3,0,1,23,0,1,1,708,1,0,3,1,6,118,546,0,762,20,35,88,15,1415,74,0,0,1,7,0,0,341,0,1,4,242,333,23,16
NAM,0,0,2,0,0,0,0,5,3,5,0,28,18,1,3,5,4,0,3,4,2,0,0,0,0,0,0,0,9,1,0,0,12,0,18,23,4,25,7,10,5,2,0,4,0,0,1,0,0,0,0,10,61,0,0,12,0,3,2,12,0,12,3,14,15,2,1,26,0,0,1,89,0,0,20,0,0,2,0,0,3,0,0,2,0,0,1,0,0,4,1,3,3,0,9,0,10,5,3,0,7,29,1,0,0,17,1,23,0,1,0,0,8,0,0,0,1,4,0,0,3,9,0,0,2,0,3,0,0,2,0,6,0,0,4,0,1,0,1,12,2,0,4,16,8,0,0,1,35,0,22,9,1,0,8,1,4,1,3,6,0,0,10,0,0,8,0,0,0,1,0,3,5,9,10,5,5,5,0,0,0,1,0,0,0,3,3,0,0,0,3,12,10,0,1,0,0,0,2,9,0,0,0,0,1,1,5,0,8,17,26,1,4,92,0,0,0,0,0,0,0,2,1,0,0,1,161,30,16
NCL,0,0,0,0,2,0,0,2,3,0,0,40,3,0,0,5,0,0,0,2,0,0,1,0,0,0,0,1,8,0,1,0,2,0,11,8,5,7,2,2,0,0,0,4,1,0,1,1,0,0,0,1,20,0,0,1,0,2,1,2,0,11,2,0,2,7,0,95,0,0,1,20,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,0,0,2,1,0,7,0,3,0,8,2,0,0,1,11,0,0,2,12,0,2,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,5,4,2,0,19,2,1,0,3,2,0,4,7,0,0,6,0,0,0,3,0,3,1,0,6,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,2,6,0,0,1,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,1,0,1,34,0,0,0,0,1,0,0,4,1,0,2,0,7,0,0
NER,0,0,0,0,2,0,0,2,1,0,0,4,2,1,2,11,13,0,26,2,4,0,0,1,2,0,0,0,8,0,1,0,2,4,6,12,1,11,15,10,7,3,0,3,0,0,0,0,0,0,0,2,11,1,0,5,0,5,0,5,1,4,1,9,2,1,0,51,0,0,4,19,2,0,14,0,7,1,2,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,10,0,1,2,0,0,1,10,1,0,2,4,0,12,0,1,1,0,2,0,2,3,1,2,0,0,0,0,1,1,1,0,11,0,0,0,0,4,0,1,13,0,0,0,2,4,3,0,2,5,1,1,0,0,22,0,8,2,4,0,0,1,6,1,1,2,0,1,2,0,0,1,1,0,0,0,0,2,6,2,6,2,20,1,0,0,1,0,0,0,1,1,2,0,0,2,2,3,0,0,1,1,0,4,8,1,0,0,1,0,0,8,4,0,1,8,9,1,0,49,1,0,0,0,0,0,0,4,1,0,0,1,11,7,1
NGA,0,13,4,1,11,0,0,137,74,6,0,382,66,16,11,141,61,0,52,119,36,15,0,8,7,0,0,10,233,9,15,2,54,5,352,181,58,779,37,105,64,33,0,90,0,0,7,3,0,0,23,56,356,0,2,63,5,49,15,326,5,183,17,161,82,9,0,208,1,3,9,1184,14,0,285,0,13,53,5,0,75,4,0,15,0,0,6,0,6,54,2,50,110,0,668,0,55,165,98,9,56,246,13,0,63,168,29,291,15,15,1,2,169,21,8,60,15,24,1,0,34,8,16,5,10,0,64,1,2,7,0,123,0,16,37,3,9,1,8,43,4,0,15,51,673,35,3,22,8,1,177,81,49,0,86,55,333,14,42,60,0,4,107,0,0,98,5,19,0,52,0,76,117,77,584,64,51,74,0,0,1,32,3,0,12,58,11,1,2,20,25,123,16,0,5,27,0,6,36,164,0,0,1,0,13,58,277,0,115,110,173,34,17,1176,9,0,0,0,8,0,0,76,2,1,8,34,1187,76,56
NIC,0,0,1,0,1,0,0,0,13,1,0,2,1,1,1,3,1,0,1,1,2,0,0,0,1,0,0,6,11,0,0,0,1,1,8,2,10,2,1,1,1,0,0,15,0,0,14,5,0,0,0,2,5,0,0,4,7,0,11,2,0,16,1,1,2,0,0,9,0,0,1,14,1,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0,11,1,4,1,1,0,4,0,3,1,1,0,1,7,1,0,1,5,1,4,1,0,0,0,3,0,1,2,0,1,0,0,2,0,1,0,1,0,3,0,0,1,0,14,0,1,2,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,4,1,1,0,1,0,2,9,15,3,0,1,1,0,0,5,6,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,12,0,0,1,0,0,0,1,1,9,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1,0,2,3,1,2,7,54,1,0,0,0,6,0,0,4,0,0,0,1,1,2,0
NLD,6,9,4,1,26,4,4,264,489,69,1,3661,1935,87,7,4771,35,3,48,120,208,18,3,42,77,2,2,22,1448,7,19,10,25,4,3500,4005,646,4239,33,47,35,18,0,380,0,1,51,63,24,0,176,988,9379,0,1,2497,13,35,90,260,5,4556,228,149,1374,6,1,5206,2,3,45,11554,99,0,144,4,6,33,12,1,1197,2,15,18,13,0,9,0,4,382,7,695,435,0,1116,0,1090,617,49,171,916,6052,14,0,92,1743,55,278,21,19,1,3,712,56,13,123,5,22,0,6,59,5,202,181,97,1,118,16,12,22,4,546,0,66,22,77,18,22,64,40,5,1,9,49,235,22,5,8,177,4,10,1743,65,0,499,62,261,58,174,157,0,5,1610,0,0,1382,20,52,0,130,0,588,982,37,427,43,30,722,1,1,0,31,3,1,0,329,5,2,18,245,431,3105,11,1,10,10,0,3,4,366,1,1,1,0,12,47,902,0,452,107,116,218,62,11090,13,0,1,0,34,0,0,161,2,0,15,18,1027,45,35
NOR,0,11,2,0,13,2,1,141,186,60,0,1202,733,80,5,818,13,1,6,63,102,13,1,36,59,3,3,9,565,2,28,2,38,1,1296,1184,207,1653,5,26,24,7,0,149,0,1,14,41,0,1,89,464,2612,0,0,1777,6,25,43,121,0,1554,200,114,1089,9,2,1744,24,3,6,3909,73,1,56,0,1,15,1,0,514,0,31,9,3,1,6,0,5,225,2,275,113,0,724,0,338,337,46,261,315,1783,4,0,36,609,38,79,17,14,0,1,324,34,3,53,3,18,0,2,54,0,160,65,76,0,66,15,7,4,0,171,0,40,7,33,4,8,13,9,4,0,5,35,146,9,4,2,81,1,1743,0,60,0,199,28,279,18,75,75,1,6,721,0,0,582,4,42,1,82,1,314,478,14,288,8,14,222,0,3,1,5,2,1,4,181,1,1,2,163,225,2344,0,0,3,0,0,1,2,129,2,0,1,0,5,26,393,0,243,56,54,105,25,3508,13,0,0,0,12,0,0,74,3,1,8,17,492,20,13
NPL,0,10,2,0,6,0,0,43,25,8,0,210,34,9,3,35,12,0,6,83,9,9,0,3,3,0,0,9,86,1,6,12,12,2,102,76,19,273,6,13,14,3,0,36,0,0,3,1,0,0,7,27,124,0,0,32,2,12,12,88,1,69,12,41,30,1,0,71,1,3,2,305,9,1,34,0,3,11,2,0,26,0,0,8,1,0,4,0,1,26,5,17,53,0,418,0,17,50,28,11,16,84,5,0,23,138,15,40,9,13,1,1,109,13,6,16,0,11,1,0,40,0,5,5,3,0,11,0,0,4,2,51,0,8,7,0,16,2,15,10,3,0,2,11,78,1,2,4,49,1,65,60,0,0,44,19,122,9,30,41,0,3,40,0,0,39,6,4,0,25,0,32,34,8,104,15,9,56,0,0,1,4,2,0,0,27,1,1,0,10,13,45,1,2,2,4,0,3,3,80,1,0,4,0,3,10,42,0,52,20,32,13,4,479,8,0,0,0,4,0,0,53,1,0,2,8,64,13,12
NRU,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,0,1,1,0,4,1,0,69,150,64,0,2599,259,5,3,342,9,0,4,50,90,10,3,5,62,0,1,11,394,1,6,3,12,1,913,462,170,1595,6,16,8,1,3,140,0,0,21,6,1,0,75,200,880,0,0,314,8,17,86,114,0,568,99,34,240,15,7,703,1,1,7,2234,72,2,43,0,1,12,1,0,161,4,6,10,5,0,6,0,5,111,2,130,90,0,361,0,273,193,25,34,152,595,5,0,26,412,22,55,3,11,1,4,271,63,3,31,1,6,0,2,128,0,74,15,72,0,21,3,8,6,0,185,1,13,2,8,3,56,13,11,2,4,3,9,226,8,19,0,86,1,499,199,44,0,0,20,212,18,47,64,2,17,238,0,0,214,4,3,0,89,0,66,197,5,141,9,13,272,3,0,2,1,2,0,0,102,0,0,1,33,38,329,1,1,2,1,0,2,5,176,0,2,2,3,9,21,179,0,214,19,30,81,29,2406,58,0,0,0,11,0,0,83,6,11,3,8,258,9,7
OMN,0,3,0,0,4,0,1,157,22,3,0,125,19,4,1,29,2,0,0,46,9,35,0,5,3,0,0,2,54,0,17,2,7,0,131,40,15,213,1,6,5,3,0,15,0,0,0,0,0,0,10,30,114,0,0,25,1,19,4,238,0,65,7,47,23,1,0,102,1,2,0,256,9,0,22,0,1,9,0,0,40,0,0,4,0,0,1,0,0,21,0,30,33,0,474,0,24,193,79,2,18,97,2,0,84,48,15,15,7,6,0,0,154,72,1,31,0,22,0,0,8,0,4,4,2,0,24,0,1,0,0,25,0,8,0,2,1,1,6,4,0,0,1,1,237,1,2,1,55,0,62,28,19,0,20,2,283,5,19,19,1,2,35,0,0,32,1,30,0,84,0,63,46,2,428,18,2,35,0,0,0,3,0,0,3,27,0,1,0,10,12,45,1,0,0,9,0,0,0,43,0,0,0,0,2,47,131,0,46,5,8,7,1,231,5,0,0,0,5,0,0,36,0,0,6,14,71,8,2
PAK,0,119,17,0,27,0,0,895,69,113,0,1039,215,75,5,214,17,0,8,514,101,145,0,28,73,0,0,9,400,5,87,9,15,2,690,249,132,7283,9,48,25,10,0,154,0,0,5,34,0,0,107,332,829,1,0,175,6,153,137,2018,2,667,129,184,229,4,0,501,10,3,27,2009,98,0,153,0,6,30,3,0,226,2,0,20,1,0,7,0,3,147,7,223,249,0,1670,0,268,551,359,11,48,819,5,0,277,407,83,112,36,36,1,4,1804,189,4,113,3,26,0,0,124,4,91,20,76,0,132,2,2,9,2,325,0,22,8,5,25,56,61,14,3,0,10,18,1635,4,1,6,333,2,261,279,122,0,212,283,2,13,104,103,0,4,598,0,0,219,7,41,0,341,0,385,489,31,7893,140,23,180,0,0,1,8,3,0,7,151,4,1,1,155,23,393,1,1,0,59,0,3,10,793,5,0,2,0,1,320,1435,0,937,40,49,135,9,2421,122,0,0,2,7,0,0,171,2,1,9,200,396,30,19
PAN,0,0,1,0,4,1,0,9,62,4,0,71,23,6,1,38,4,0,3,12,8,3,1,3,3,1,1,13,95,5,5,1,4,1,74,59,55,46,4,10,10,5,0,92,0,0,58,9,0,0,7,31,94,0,0,29,17,3,47,11,0,95,8,11,15,0,1,53,0,1,7,165,3,0,10,0,0,6,0,0,15,0,2,23,6,0,2,0,16,11,7,13,15,0,29,0,12,19,6,1,11,47,3,0,7,34,5,12,2,1,0,0,16,4,1,6,1,8,0,0,14,1,3,0,2,0,7,3,0,5,0,92,0,1,3,0,3,1,7,3,2,0,1,1,22,1,0,1,14,9,58,18,9,0,18,5,13,0,42,18,1,2,20,0,0,23,19,2,0,7,0,13,21,5,15,4,2,25,3,0,0,2,13,0,0,12,1,0,1,5,9,37,0,0,5,2,0,2,1,18,0,0,1,0,3,5,14,0,16,8,9,8,19,346,3,0,0,0,15,0,0,11,0,0,0,6,27,3,2
PER,0,4,4,0,3,0,0,31,278,42,0,146,82,38,1,93,6,0,6,45,18,6,1,2,6,0,0,70,629,1,9,0,8,1,202,152,351,168,8,12,8,3,0,338,0,1,84,52,0,1,12,75,265,0,0,74,24,12,173,55,0,360,13,40,66,2,1,250,0,1,6,504,15,0,28,0,1,9,0,0,76,0,0,40,4,0,9,0,23,54,19,58,76,0,206,0,33,64,34,6,32,205,4,0,12,117,15,50,8,7,0,1,73,10,6,16,1,8,0,0,14,5,9,3,5,0,24,1,2,9,0,334,0,6,7,3,7,1,6,8,2,0,4,7,40,3,3,1,42,15,174,75,30,0,47,19,104,42,0,34,0,7,92,1,0,94,40,4,0,16,0,76,91,9,71,7,10,44,1,0,0,8,23,0,0,22,1,1,5,42,15,108,2,0,1,3,0,2,1,86,0,0,1,0,3,11,87,0,29,18,26,54,64,929,8,0,0,0,59,0,0,45,0,0,5,5,103,11,6
