,AGO,ALB,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIS,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,0,2,0,4,0,0,0,6,0,2,2,0,140,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,4,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0
TUR,0,2,0,0,4,0,6,2,28,0,18,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,38,34,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,92,0,0,12,0,0,0,4,0,18,0,0,4,0,40,0,0,104,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,2,0,0,4,2,0,0,18,44,0,0,28,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,30,2,0,0,0,10,0,2,0,0,0,8,0,0,0,0,2,18,0,2,0,0,0,0,0,0,0,0,2,2,10,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,10,0,224,2,0,0,0,0,0,0,0,4,2,0,0
TWN,0,0,0,0,0,2,16,8,0,0,4,0,0,2,16,0,0,0,0,0,0,10,0,0,0,0,0,84,24,0,84,0,0,0,0,0,0,0,0,0,0,0,14,4,54,0,0,4,0,0,0,0,0,32,0,0,26,0,58,0,0,58,0,0,0,0,0,0,6,0,0,0,0,30,0,0,0,22,4,32,0,2,0,2,10,82,0,0,150,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,26,0,0,0,0,0,0,0,6,0,0,6,0,2,0,0,14,34,0,4,0,0,18,0,0,0,0,0,2,0,26,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,1054,0,0,0,0,2,0,0,0,0,10,0,0
TZA,0,0,0,0,2,0,4,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,8,18,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,16,0,0,18,0,2,0,0,0,4,0,2,4,0,8,0,0,56,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,2,6,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,24,14,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,52,0,0,0,0,2,0,0,0,0,8,2,2
UGA,0,0,0,0,2,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,8,4,0,0,0,0,2,2,0,2,0,0,0,2,0,0,16,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,0,0,0,0,2,2,2
UKR,0,0,0,0,0,0,6,16,10,0,6,0,0,0,14,0,0,16,0,0,0,12,0,0,0,0,0,26,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,168,0,0,12,0,0,0,2,0,38,2,0,10,0,106,0,0,70,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,8,0,0,2,0,0,0,10,76,0,0,30,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,2,0,0,0,132,0,0,0,0,4,260,0,0,0,0,0,0,0,0,0,0,14,6,40,0,0,2,0,0,2,0,0,0,0,0,10,4,0,0,0,0,160,6,0,0,0,0,0,0,0,0,4,0,0
URY,0,0,0,0,36,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,4,12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,2,0,22,0,0,26,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,2,0,0
USA,2,2,6,10,368,48,2314,836,6,4,1336,2,2,62,124,4,2,40,10,10,24,1268,14,2,0,6,4,7868,2758,360,1386,0,36,16,28,6,2,158,0,0,68,28,70,412,7480,4,2,1210,14,16,40,286,4,1728,32,18,1116,8,5620,2,4,8192,16,26,2,22,2,0,534,0,66,0,4,334,16,126,6,646,116,862,254,68,6,58,2436,4494,70,28,6490,20,146,4,0,1256,32,0,34,2,0,2,0,26,2,26,0,24,64,6,4,8,726,2,6,6,4,2,12,0,0,4,36,42,6,16,8,76,6,2920,664,32,452,4,90,54,112,76,2,22,1092,0,222,6,0,156,1846,20,86,16,24,160,0,4,4,0,0,194,156,2388,0,22,2,2,0,210,2,0,2,12,30,224,1054,52,36,160,44,0,34,2,0,168,32,2,2,8,86,396,24,38
UZB,0,0,0,0,0,14,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4,2,2,14,0,0,0,0,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,2,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,36,0,0,0,0,2,0,0,0,0,0,12,2,14,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,24,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,12,8,6,0,0,0,0,0,0,0,6,0,0,2,0,0,0,16,0,0,0,0,0,2,0,0,38,0,0,2,0,50,0,0,34,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,4,0,4,0,2,0,2,0,0,0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,168,0,0,0,0,0,0,0,0,0,2,0,0
VNM,0,0,0,0,0,0,6,4,0,0,4,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,4,0,0,2,0,22,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,6,2,0,0,0,0,0,4,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,6,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0
YUG,0,0,0,2,0,0,12,8,0,0,6,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,14,16,4,6,0,0,0,0,0,0,4,0,0,0,0,0,6,40,0,0,6,0,0,0,0,0,14,0,0,10,0,26,0,0,38,0,0,0,0,0,0,16,0,0,0,0,4,0,10,0,18,4,0,2,0,0,0,6,18,4,0,24,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,4,4,4
ZAF,0,0,0,0,10,2,96,24,0,0,46,0,0,2,2,0,0,0,0,0,0,22,0,0,0,2,0,70,38,16,4,2,0,0,0,0,0,2,0,0,0,0,0,6,140,0,0,24,0,2,0,6,0,54,0,2,18,0,72,0,0,232,0,0,0,2,0,0,12,0,0,0,0,14,0,2,0,8,0,10,4,0,0,0,42,56,0,0,30,0,2,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,44,12,0,20,0,0,2,2,2,0,4,18,0,4,0,0,0,16,2,6,0,2,6,0,0,0,0,0,0,2,22,2,0,0,0,0,6,0,0,0,0,4,2,10,8,2,4,2,396,0,0,0,2,0,0,0,2,4,0,2,12
ZMB,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,4,2,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,24,0,0,0,0,0,0,0,0,4,2,0,12
ZWE,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,2,0,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,2,0,0,0,0,0,2,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,38,0,0,0,0,0,0,0,0,4,12,12,0
