,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MCO,0,0,0,0,0,0,0,4,0,0,22,8,0,0,24,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,16,28,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,2,24,0,0,20,0,0,0,2,0,26,0,0,6,0,0,178,0,0,0,60,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,8,36,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,24,22,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,16,0,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,2,42,0,0,0,0,0,0,0,0,0,6,0,0
MDA,0,0,0,12,0,0,2,2,12,0,12,24,12,0,12,0,0,0,20,0,0,6,16,0,0,0,4,0,0,0,0,0,22,16,0,12,0,0,0,0,0,0,0,0,2,0,0,0,4,18,140,0,0,24,0,2,0,0,0,44,22,0,18,0,0,46,0,0,0,34,14,0,0,0,0,0,0,14,2,2,0,0,0,0,14,0,24,2,12,8,6,0,2,28,36,0,0,10,4,0,6,0,0,0,10,2,0,6,0,0,0,0,2,0,16,2,12,0,0,0,2,0,4,0,10,0,4,2,6,2,0,0,0,0,0,4,4,0,0,0,0,18,6,0,0,4,0,2,0,2,8,0,0,16,0,12,0,0,2,156,78,0,2,2,0,2,0,0,0,0,0,22,0,0,0,12,10,24,0,0,2,0,0,0,2,4,0,0,0,0,0,10,0,2,2,0,36,0,76,4,0,0,0,0,0,0,4,0,12,0,0
MDG,0,0,0,0,0,0,0,6,0,0,30,2,0,2,34,12,20,6,0,0,0,0,0,0,0,2,28,0,2,2,0,12,16,64,6,34,16,18,6,10,0,8,0,0,2,0,0,0,0,8,112,0,0,24,0,2,2,8,0,26,0,12,6,0,0,226,0,0,8,138,0,14,0,0,12,6,0,0,0,0,2,6,0,0,0,0,0,16,24,4,6,0,0,2,38,0,0,16,0,30,0,16,0,0,8,0,6,2,2,0,0,0,6,0,0,8,0,8,0,2,0,0,10,0,0,14,0,4,0,0,14,2,0,4,4,6,0,2,8,10,0,30,6,0,0,14,0,4,4,8,8,0,4,6,0,20,0,0,0,8,10,12,6,8,40,6,0,4,0,0,0,0,0,0,0,2,2,24,2,0,0,0,0,0,20,0,0,0,0,0,4,2,0,8,28,18,2,0,228,0,0,0,0,10,0,0,0,0,48,14,2
MDV,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
MEX,8,0,0,2,0,0,82,802,228,0,620,424,8,2,556,10,6,38,288,12,0,10,174,14,0,88,1536,6,4,4,10,0,1288,690,724,896,14,18,10,4,0,974,0,2,144,390,0,2,182,456,1588,0,2,342,32,40,206,300,0,3432,198,34,424,12,0,1866,0,0,2,2016,204,22,0,0,10,0,0,366,2,2,112,8,0,56,270,12,314,46,784,294,288,24,54,166,1400,18,22,604,24,76,4,6,0,0,564,8,2,42,2,6,2,0,182,0,184,20,22,38,4,4,10,0,0,0,10,4,2,4,10,22,2,0,0,0,2,252,8,10,4,62,26,704,200,14,0,356,56,302,88,294,56,0,14,548,0,494,72,6,198,194,696,12,260,10,2,108,2,4,42,0,0,268,0,0,0,170,82,390,2,2,10,0,0,0,322,0,0,0,0,10,50,362,0,298,28,22,392,210,6314,8,6,2,224,34,0,0,2,2,284,8,12
MHL,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,30,0,0,4,4,4,0,24,40,2,0,84,0,2,2,78,0,0,28,4,0,0,0,8,0,0,0,0,0,38,68,4,34,0,0,2,0,0,4,0,0,2,2,0,0,4,42,116,0,0,38,0,8,2,6,0,82,10,0,24,0,0,88,0,0,0,104,4,0,0,0,0,0,0,64,0,0,0,0,0,0,80,0,34,4,18,10,10,2,4,22,94,0,0,30,2,0,2,0,0,0,6,8,0,2,0,2,0,0,2,0,14,6,14,2,0,10,0,0,10,0,0,0,8,2,22,0,2,0,0,0,0,4,0,0,0,2,0,66,36,0,0,2,2,4,0,6,2,0,0,40,0,30,2,0,2,46,48,0,4,2,2,6,0,0,0,0,0,164,0,0,0,22,102,38,0,0,6,0,0,0,6,0,0,0,0,0,2,48,0,8,2,0,20,0,140,0,0,0,2,2,0,0,16,0,14,0,0
MLI,2,0,0,0,0,0,4,4,0,0,26,4,0,2,40,18,96,14,2,2,0,0,0,2,0,0,8,0,0,0,4,2,22,88,2,18,50,28,14,10,0,10,0,0,0,0,0,0,2,2,62,0,0,34,0,0,2,6,0,36,2,18,6,4,0,150,0,0,14,154,2,56,0,4,46,4,0,2,0,0,0,0,0,0,0,0,0,16,34,0,2,2,2,10,22,0,2,6,0,76,0,8,0,0,2,0,6,2,2,2,0,0,4,0,0,8,0,12,0,0,14,0,4,0,0,0,0,8,0,0,16,6,0,0,8,2,0,2,34,26,0,46,14,4,0,2,2,6,2,6,2,0,6,0,0,8,0,0,2,4,2,10,4,8,64,4,4,4,0,0,0,2,0,0,0,2,0,32,0,0,2,0,6,12,22,0,0,0,0,0,4,2,0,6,34,20,2,2,274,2,0,0,0,10,0,0,0,0,42,18,10
MLT,0,0,0,16,0,0,2,8,4,0,34,34,2,0,68,0,0,0,18,0,0,0,2,0,0,0,20,0,0,0,0,0,62,74,0,10,0,0,0,0,0,2,0,0,2,4,0,0,28,20,98,0,0,72,0,6,0,8,0,102,16,0,26,0,0,96,0,0,0,336,2,2,0,0,0,0,0,70,0,0,2,0,0,0,44,0,24,2,10,68,2,0,12,42,218,0,2,30,0,0,0,0,0,0,8,4,0,10,0,2,0,0,4,0,14,10,6,4,0,4,0,0,2,0,8,0,0,2,8,0,0,0,0,0,0,8,0,0,0,2,0,108,50,0,0,4,2,8,0,0,4,0,0,50,0,38,0,0,2,20,8,0,2,2,0,2,0,0,0,0,0,16,0,0,0,8,24,42,0,0,2,0,0,0,4,0,0,0,0,0,16,30,0,2,2,2,14,0,62,0,0,0,0,0,0,0,0,0,12,0,0
MMR,6,0,0,0,0,0,2,0,2,0,42,8,0,0,18,4,8,30,2,0,0,0,0,0,0,0,8,0,4,2,0,0,8,20,0,36,4,6,6,2,0,4,0,2,2,0,0,0,2,4,22,0,0,4,0,2,0,0,0,8,2,2,2,0,0,20,0,0,6,60,2,16,0,2,6,2,0,2,0,0,0,0,0,0,2,0,0,34,28,0,4,0,0,2,4,0,0,92,0,8,0,24,0,0,34,2,16,2,0,0,0,0,6,0,2,2,2,0,0,2,4,0,4,0,2,8,2,0,0,6,4,0,0,0,2,22,0,0,4,10,0,10,0,6,0,8,2,8,0,0,28,0,2,2,0,4,0,0,2,0,4,4,0,4,4,12,0,0,0,0,0,2,0,0,0,2,2,6,0,0,2,0,0,0,82,0,0,0,0,0,0,0,0,12,8,4,2,0,110,0,0,0,0,36,2,0,0,0,10,6,0
MNE,0,0,0,22,0,0,0,0,14,0,8,20,4,0,24,0,0,0,22,0,0,40,6,0,0,0,6,0,0,0,0,0,24,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,16,32,0,0,14,0,4,0,2,0,30,4,0,4,0,0,36,0,0,0,46,4,0,0,0,0,0,0,14,0,0,0,0,0,0,66,0,12,0,4,4,4,0,6,12,56,0,0,6,6,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,2,0,0,6,0,0,10,0,22,0,8,0,0,8,0,0,0,0,0,4,0,0,0,0,0,14,10,0,0,6,0,0,0,0,0,0,0,38,0,4,0,0,0,28,34,0,0,0,0,0,0,0,0,0,0,200,0,0,0,16,26,6,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,14,0,36,0,0,0,0,0,0,0,4,0,0,0,0
MNG,4,0,0,2,0,0,0,12,14,0,58,10,0,0,24,0,0,12,12,0,0,4,2,0,0,2,18,2,4,0,6,0,40,30,8,92,0,0,2,0,0,4,0,0,2,2,0,2,2,16,56,0,2,12,0,2,10,6,0,18,6,0,24,0,0,30,0,0,0,92,2,0,0,0,2,4,0,6,2,0,0,0,0,0,10,6,8,8,34,12,6,0,0,16,40,2,0,132,10,6,4,4,0,0,84,0,0,4,0,0,0,0,6,2,2,6,0,4,0,2,0,0,22,0,0,0,0,6,8,0,0,0,0,0,6,14,2,0,0,8,0,18,14,8,0,20,0,6,2,4,12,0,2,22,0,6,0,0,0,10,98,0,8,0,0,16,2,6,0,0,4,0,0,0,0,16,2,20,0,0,0,0,0,0,8,0,0,0,0,4,2,10,0,44,2,0,12,2,136,4,0,2,4,14,0,0,0,0,12,2,0
MOZ,0,4,0,0,0,0,4,4,0,0,40,8,0,0,30,16,32,8,2,0,0,0,0,0,0,0,64,0,0,0,4,0,12,66,4,8,12,20,8,12,0,4,0,0,0,2,0,0,2,4,50,0,0,24,0,2,2,4,2,146,0,18,14,0,0,36,0,0,22,96,2,32,0,6,26,4,0,4,0,0,0,0,2,0,2,2,2,10,22,8,2,0,2,2,26,0,0,6,2,66,2,4,0,2,4,0,2,0,2,0,0,0,0,2,2,4,2,0,0,0,14,0,2,0,2,16,0,4,0,0,0,0,0,0,30,0,10,0,10,26,0,68,12,0,0,0,0,6,0,4,2,0,2,2,0,76,2,0,0,2,4,12,4,10,16,2,0,4,0,0,0,2,0,2,0,2,2,62,4,0,2,0,0,2,12,0,0,0,0,0,2,2,0,2,48,34,2,2,212,0,0,0,2,4,2,0,0,4,98,36,12
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2
MSR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,2,0,0,30,10,0,0,2,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,16,4,2,18,0,2,0,0,0,6,0,0,0,0,0,0,2,10,22,0,0,4,0,0,2,6,0,14,0,2,16,0,0,32,0,0,0,84,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,2,8,36,0,8,0,4,4,10,2,0,8,0,2,0,0,0,0,4,0,2,0,0,0,0,0,2,0,2,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,0,0,2,0,16,6,0,0,14,0,2,0,2,0,0,0,0,0,2,0,0,0,0,6,0,36,0,2,4,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,2,10,0,0,0,0,2,0,18,0,6,0,0,0,0,48,0,0,0,2,0,0,0,0,0,44,0,0
MWI,0,0,0,0,0,0,2,6,0,0,66,4,2,2,30,0,22,12,0,0,0,0,0,4,0,2,40,0,0,0,16,0,60,56,0,26,8,16,8,6,0,16,0,0,0,2,0,0,2,4,54,0,0,16,0,0,8,8,2,14,0,30,44,2,0,44,0,0,6,430,0,56,0,2,14,0,0,0,0,0,2,0,2,0,0,16,0,12,62,26,2,0,0,6,38,0,6,22,0,104,0,6,0,0,12,0,2,0,2,0,0,0,0,6,0,2,0,2,0,0,4,2,2,0,0,8,0,2,0,6,30,0,0,4,0,2,18,0,8,42,0,52,34,6,0,18,0,2,0,18,12,0,2,0,0,8,0,0,0,0,4,18,4,10,10,26,0,12,4,0,4,0,0,0,0,2,0,14,2,0,0,0,0,4,28,0,0,0,0,0,0,2,0,2,72,64,0,4,594,0,0,0,0,10,0,0,0,4,188,50,38
MYS,14,0,0,2,0,0,206,276,380,0,2138,504,226,0,364,10,4,510,194,42,0,8,398,6,0,4,588,4,110,0,8,4,844,502,276,1488,14,24,6,4,0,438,0,0,14,6,0,0,178,602,878,0,0,460,0,102,16,510,0,708,180,30,320,18,0,866,0,4,6,2902,394,40,0,0,6,0,0,528,0,2,2,2,4,2,186,0,432,700,1540,302,1664,652,22,382,792,6,84,1652,22,36,2,22,0,4,782,68,6,22,0,72,2,0,232,0,190,6,12,284,2,4,6,2,252,4,4,2,8,22,4,14,0,0,0,18,2,0,8,12,12,344,2,640,404,26,0,490,152,1140,18,26,216,4,12,508,0,488,0,6,288,340,508,10,1428,102,4,674,4,0,0,0,2,494,0,0,2,250,246,534,2,2,12,0,0,0,628,2,0,0,0,8,40,632,0,796,30,26,192,18,2212,34,0,0,8,138,0,0,2,140,382,8,6
NAM,0,14,0,2,0,0,2,2,20,0,36,28,0,0,10,0,2,0,4,2,0,2,6,0,0,2,8,2,0,2,20,0,16,16,2,18,6,2,2,4,0,4,0,0,0,0,0,0,0,24,106,0,0,16,2,0,2,10,0,16,6,10,6,0,0,32,0,0,0,84,2,10,0,0,0,0,0,2,0,0,0,0,2,0,4,2,2,0,18,24,0,0,0,4,28,4,2,8,0,12,0,0,0,0,6,0,0,2,2,0,0,0,0,2,2,0,4,2,2,4,0,0,8,0,0,0,0,0,0,2,10,0,0,6,18,8,0,0,4,22,0,44,16,6,0,2,0,2,0,2,0,0,2,24,0,12,0,0,2,6,4,10,8,4,2,4,2,4,0,0,0,2,0,0,0,8,6,58,2,0,0,0,0,0,6,0,0,0,0,0,2,4,0,2,16,10,4,0,132,0,0,0,0,4,0,0,2,2,192,20,12
NCL,6,0,0,0,0,0,4,8,0,0,130,6,0,0,4,8,0,6,6,6,0,0,0,4,0,0,12,0,0,0,2,0,34,14,6,8,8,8,2,0,4,6,0,0,0,2,0,0,6,0,28,0,0,6,0,0,0,6,0,24,6,6,12,20,0,250,0,2,0,60,6,4,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,16,8,2,6,6,6,6,22,0,6,24,0,8,0,0,6,0,6,0,0,8,0,4,0,0,6,0,0,0,0,6,8,0,2,0,10,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,2,6,0,10,12,0,0,40,6,6,2,4,14,0,10,4,0,10,0,2,8,8,6,6,10,2,0,8,12,0,0,0,0,6,0,0,0,6,0,10,0,2,4,0,0,0,4,0,0,0,6,0,14,6,0,12,8,6,6,8,96,0,0,0,0,8,16,0,0,0,12,4,0
NER,4,0,0,0,0,0,4,2,0,0,18,2,0,2,38,10,44,2,2,2,0,0,0,2,0,2,10,0,0,0,2,0,22,38,2,10,20,20,6,8,0,10,0,0,0,0,0,0,2,0,30,0,0,10,0,2,4,2,2,14,2,22,2,2,0,94,0,0,8,46,2,22,0,2,10,4,0,2,0,0,2,0,0,0,0,0,0,8,40,0,2,2,2,8,14,4,6,4,0,34,0,4,0,0,2,0,2,4,4,2,0,0,2,0,0,8,0,10,0,0,8,0,4,0,0,34,0,4,0,0,10,0,0,0,8,12,4,2,0,44,2,20,4,2,0,4,2,4,2,4,6,0,2,0,0,6,0,0,2,2,2,12,8,6,44,2,0,4,0,0,0,4,0,0,0,2,0,10,0,4,2,0,4,4,8,0,0,0,0,0,16,2,0,2,12,20,2,2,94,0,0,0,0,2,0,0,0,0,34,12,6
NGA,8,2,4,6,0,0,20,32,0,0,198,68,4,0,66,40,44,34,28,14,0,4,4,6,0,8,152,6,2,2,36,0,142,132,50,276,34,96,24,18,0,40,0,0,4,8,0,2,8,10,234,0,2,52,0,6,18,60,0,82,22,74,38,14,0,144,0,0,14,730,14,136,0,10,34,4,0,32,4,2,2,0,0,0,14,10,10,42,288,24,82,30,16,46,186,6,20,162,0,136,0,16,0,0,56,6,12,22,8,10,2,0,22,0,2,16,2,20,0,0,10,0,62,0,2,26,2,10,0,8,26,0,0,2,42,344,22,6,44,0,6,126,60,12,0,52,16,44,4,42,28,0,12,22,0,56,2,4,16,18,40,28,96,22,42,28,0,26,0,0,4,70,0,0,0,12,8,108,2,2,6,0,6,14,90,4,0,0,0,12,24,54,0,34,86,106,10,14,954,2,0,2,6,50,0,0,2,22,602,46,24
NIC,0,0,0,0,0,0,0,10,0,0,6,2,0,0,4,0,0,2,0,0,0,0,0,4,0,4,16,0,0,0,0,0,10,6,8,6,0,0,0,0,0,16,0,0,26,2,0,0,0,0,8,0,0,2,4,0,12,0,0,26,0,4,0,0,0,10,0,0,0,16,0,2,0,0,0,0,0,0,0,0,24,0,0,18,0,0,2,0,4,2,0,0,0,0,8,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,12,2,0,0,2,0,0,12,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,106,0,0,0,6,2,0,0,0,0,4,0,4
NLD,14,6,0,38,0,6,184,686,314,2,5552,2934,234,10,7974,64,64,106,358,36,2,70,270,16,8,46,2340,6,8,2,14,4,5292,5918,854,4292,36,72,40,10,0,702,0,6,68,104,2,2,146,1698,15920,0,2,4082,12,30,134,246,4,7152,424,208,2296,16,0,9594,0,0,62,19852,264,146,0,6,54,18,2,2110,4,24,20,10,10,2,426,2,1136,538,1264,1476,532,32,284,1476,9350,18,48,2352,18,318,10,34,0,4,992,48,20,92,4,12,2,2,54,2,264,224,184,290,24,18,30,4,704,0,66,46,108,10,14,18,68,4,0,16,52,640,44,10,20,126,12,0,2878,58,2,796,72,314,78,160,128,0,16,2554,0,1928,22,6,184,1066,1916,54,696,58,30,844,0,16,12,0,0,608,0,0,26,650,782,4956,2,8,10,0,0,4,406,0,0,0,0,8,58,1396,0,712,150,148,374,66,20208,2,2,2,62,318,4,0,4,10,1616,50,42
NOR,8,12,0,26,0,0,56,384,284,0,1720,1084,230,0,1164,8,12,56,114,12,0,30,266,12,0,6,714,4,8,0,14,0,1848,1734,438,1610,12,20,14,12,0,322,0,2,10,70,0,2,64,816,3972,0,2,3108,6,32,12,92,0,2314,252,108,1738,8,0,2822,2,0,0,6242,254,30,0,10,12,4,0,926,4,32,6,0,2,0,264,0,586,60,546,478,144,14,382,586,2572,12,18,972,34,48,6,2,0,0,318,12,2,44,0,6,2,6,38,0,116,132,60,256,22,6,6,4,200,0,36,14,50,0,10,14,12,0,0,6,34,404,16,12,4,60,2,2878,0,48,0,294,28,136,16,78,38,0,10,1104,0,800,2,6,60,468,984,18,152,18,10,188,0,10,0,0,0,408,0,0,2,422,428,4424,4,4,8,0,6,4,138,0,0,0,0,2,54,522,0,368,118,90,170,32,5962,4,0,2,10,42,4,0,4,2,788,28,12
NPL,8,0,0,2,0,0,2,10,0,0,138,14,2,0,32,0,0,62,4,0,0,0,2,0,0,6,20,0,0,10,0,0,60,80,4,128,4,2,4,0,0,4,0,0,0,0,0,0,0,0,90,0,0,38,4,4,4,4,0,14,2,16,12,4,0,46,0,0,2,196,2,6,0,0,0,0,0,8,0,0,2,0,0,0,0,0,4,30,248,6,12,2,2,2,64,0,2,146,2,16,2,22,0,0,96,0,12,0,0,0,0,0,14,0,8,2,0,0,0,0,0,0,14,0,0,4,0,6,0,8,0,0,0,0,6,26,6,0,2,12,0,58,48,0,0,48,0,44,0,12,36,0,2,4,0,8,0,0,2,0,10,4,10,4,2,14,2,2,0,0,0,0,0,0,0,6,0,30,0,0,0,0,0,0,64,0,0,0,0,2,2,2,0,14,2,14,0,2,382,0,0,0,2,24,0,0,0,0,48,0,2
NRU,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,14,0,0,6,0,0,44,146,166,0,4256,490,10,0,664,8,2,38,206,12,0,4,172,8,4,8,486,4,12,6,6,0,1422,762,216,1376,16,14,6,2,4,232,0,0,16,4,0,2,180,348,1650,0,2,466,4,2,28,260,0,770,224,20,464,52,0,1204,0,0,2,3826,184,20,0,2,26,2,0,304,2,2,6,0,0,0,214,0,274,96,498,412,342,18,66,230,956,6,38,620,10,64,4,12,2,4,484,12,12,30,0,8,2,0,226,4,190,26,12,22,2,4,14,6,356,2,2,2,4,8,6,20,0,0,0,14,18,490,2,40,4,52,2,796,294,48,2,0,54,278,20,40,50,0,12,340,0,328,0,2,238,66,382,10,254,12,4,408,4,0,0,0,0,212,0,0,0,66,44,636,0,6,8,0,0,0,328,0,0,6,4,6,36,292,0,326,34,22,200,46,4452,6,0,2,12,78,2,6,0,2,410,6,4
OMN,8,0,0,0,0,0,146,12,38,0,72,84,2,0,64,8,0,18,52,38,0,0,38,8,0,0,86,2,4,0,6,0,106,60,16,120,8,6,4,0,0,52,0,0,2,2,0,0,48,54,184,0,0,16,0,18,0,148,2,70,46,8,62,8,0,114,0,0,2,258,50,10,0,0,6,0,0,72,0,0,0,0,0,0,40,0,46,12,236,52,130,24,8,20,120,0,42,54,4,18,0,0,0,0,124,46,0,22,0,14,2,0,46,0,38,0,2,16,0,0,0,0,56,0,2,2,2,2,0,0,0,0,0,0,0,152,0,6,2,16,0,72,28,0,0,54,0,184,4,10,14,0,8,66,0,62,0,2,98,22,66,8,182,28,2,30,0,0,2,0,0,50,0,0,0,16,6,44,0,0,6,0,0,0,60,0,0,0,0,0,42,68,0,46,10,18,46,10,254,0,0,0,0,10,0,0,0,26,38,6,2
PAK,28,0,0,4,0,0,180,78,220,0,502,358,8,2,260,18,4,136,188,14,2,2,162,6,0,4,428,4,10,2,6,0,632,388,40,2092,10,18,16,2,0,194,0,0,2,56,0,0,190,304,872,2,0,158,4,108,12,358,0,388,202,46,328,12,0,562,0,0,2,1590,184,22,0,2,10,0,0,280,0,2,30,0,2,0,274,4,274,44,650,250,382,46,24,74,682,6,44,340,30,80,10,8,0,0,958,28,6,36,0,6,2,0,198,0,178,18,10,58,0,2,4,0,302,0,4,6,8,8,0,6,6,0,0,2,2,1140,2,6,4,44,0,314,136,44,0,278,184,0,2,80,52,0,10,276,0,214,2,8,272,204,364,10,2008,28,0,138,2,2,0,0,0,250,0,0,0,76,28,394,0,4,16,0,0,0,330,42,0,0,0,2,30,606,0,248,22,32,238,16,2072,16,0,0,6,44,0,0,0,10,228,40,6
