,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MLI,0,2,0,0,0,0,0,0,0,0,16,8,0,0,30,18,64,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,12,42,2,10,14,26,2,4,0,2,0,0,0,0,0,0,4,22,0,0,12,0,2,0,0,0,12,0,8,4,0,100,0,2,72,0,22,0,8,8,0,0,0,0,0,0,0,0,0,0,2,2,2,10,0,0,0,0,4,26,0,2,2,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,2,0,0,0,0,0,0,0,12,0,0,0,6,2,0,0,26,24,0,20,10,0,0,0,0,2,0,8,2,0,2,0,0,0,0,0,0,0,0,8,0,8,48,0,0,2,0,0,0,0,0,0,0,0,18,0,0,2,4,12,2,2,0,0,0,0,0,0,4,18,8,0,0,146,0,0,0,0,0,2,0,0,0,0,16,2,4
MLT,0,0,0,2,0,0,2,2,0,0,12,14,0,0,40,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,14,16,0,6,0,0,0,0,0,0,0,0,0,0,0,2,8,44,0,0,6,0,0,0,2,0,26,4,0,14,0,28,0,0,138,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6,0,10,0,0,26,0,0,2,14,62,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,0,4,0,0,0,0,0,0,0,14,0,16,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,10,20,0,0,0,0,0,0,0,0,0,0,6,2,12,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0
MMR,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,0,0,0,0,4,46,0,2,0,10,0,0,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,2,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,12,0,0,0,0,2,0,0
MNE,0,0,0,8,0,0,0,0,20,0,2,18,0,0,22,0,0,0,20,0,0,12,0,0,0,0,2,0,2,0,0,0,6,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,2,0,2,0,0,0,2,0,0,4,0,26,0,0,26,0,0,0,0,0,0,0,24,0,0,0,0,0,0,26,0,4,0,4,0,2,0,2,0,40,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,2,0,0,0,2,0,0,0,26,0,0,0,0,0,22,28,0,0,0,0,2,0,0,0,0,0,164,0,0,22,14,20,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0
MNG,0,0,0,0,0,0,0,0,14,0,16,14,2,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,2,0,0,0,2,0,2,0,2,8,0,28,0,0,40,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,4,10,2,0,0,0,4,24,0,2,96,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,2,4,0,0,0,0,0,6,4,2,0,2,0,0,0,0,2,0,2,28,0,0,0,0,0,14,64,0,0,0,0,2,0,0,0,0,0,16,0,0,14,0,16,0,0,0,0,0,8,0,0,0,0,0,2,2,8,0,0,6,0,80,0,0,0,0,0,0,0,0,0,0,2,0,0
MOZ,0,2,0,0,0,0,0,4,0,0,38,2,0,0,44,8,6,6,0,0,0,0,0,0,0,2,32,0,0,0,2,0,4,34,2,6,2,4,0,6,0,4,0,0,0,0,0,0,2,16,0,0,14,0,2,2,0,0,134,0,16,0,0,26,0,10,54,0,14,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,12,26,4,2,0,0,0,20,0,0,2,0,20,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,8,0,0,12,0,0,0,0,0,0,0,0,14,8,0,0,0,18,0,34,10,0,0,2,2,0,0,2,4,0,0,0,0,46,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,2,2,0,4,0,12,2,0,0,0,0,0,0,2,40,16,0,2,96,0,0,0,0,0,2,0,0,0,0,68,4,10
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0,10,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,22,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,12,0,0
MWI,0,0,0,0,0,0,0,2,0,0,48,2,0,0,34,4,10,6,0,0,0,0,0,0,0,2,12,0,0,0,24,2,36,36,0,10,4,12,4,0,0,0,0,0,2,0,0,0,0,26,0,0,8,0,0,0,2,0,14,0,22,14,0,52,0,6,282,0,28,0,0,0,0,2,2,0,0,2,0,0,0,0,4,0,4,14,12,2,0,0,0,12,0,0,0,0,62,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,2,14,0,0,0,0,6,6,0,0,16,0,66,18,2,0,2,2,4,0,2,4,0,2,0,0,2,0,0,0,0,0,2,0,4,4,6,0,2,0,0,0,0,0,0,0,0,12,2,0,0,0,0,14,2,0,0,0,0,0,0,6,30,24,0,0,264,0,0,0,0,0,6,0,0,0,2,76,22,34
MYS,0,0,0,6,0,0,50,26,0,0,932,58,30,0,76,0,0,206,0,0,0,2,0,0,0,6,180,0,6,2,0,0,272,134,18,550,0,14,0,2,0,32,0,0,2,8,0,2,60,248,0,0,66,2,26,8,76,0,106,0,4,26,0,244,0,6,1334,0,8,0,0,0,0,0,18,0,0,0,0,0,0,6,0,30,468,992,62,872,100,16,74,158,0,66,764,10,12,0,28,0,0,246,22,8,16,0,28,0,0,24,0,4,2,2,50,0,0,14,2,50,0,2,2,0,10,0,4,8,0,0,8,6,0,4,6,2,72,6,174,26,20,0,162,82,274,14,4,108,0,6,82,4,52,2,0,22,96,22,0,590,76,4,382,2,0,4,0,0,4,0,0,6,46,90,0,2,6,0,0,396,2,0,0,0,2,4,62,178,4,10,22,8,802,14,0,0,6,0,66,0,0,0,84,74,0,4
NAM,0,0,0,0,0,0,0,4,28,0,30,24,0,0,6,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,10,0,10,8,0,12,0,0,0,2,0,0,0,0,0,0,0,0,28,48,0,0,12,0,0,0,0,0,6,0,4,2,0,38,0,0,64,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,34,0,0,2,2,12,0,0,10,0,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,16,6,0,0,2,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,28,8,0,0,0,0,4,0,0,0,0,0,0,0,0,8,2,0,0,80,0,0,0,0,0,0,0,0,0,2,100,2,2
NCL,0,0,0,0,0,0,0,0,0,0,48,0,0,0,8,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,2,0,6,0,0,0,0,4,2,0,0,2,0,0,0,6,2,0,0,0,0,0,2,0,0,4,0,0,0,4,154,0,0,24,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,2,8,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,16,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,46,0,0,0,2,0,0,6,0,0,0,2,0,0
NER,0,2,0,0,0,0,0,0,0,0,18,0,0,0,24,10,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,10,2,2,2,6,0,0,0,2,0,0,0,0,0,0,0,14,0,0,10,0,0,0,4,0,6,0,2,0,0,82,0,0,28,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,14,0,0,4,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,6,2,0,0,58,0,0,0,0,0,0,0,0,0,0,6,0,0
NGA,0,0,0,0,0,0,2,10,0,0,72,10,4,4,58,34,26,26,12,6,0,0,0,0,0,0,60,2,0,0,10,2,60,86,6,144,6,56,20,6,0,16,0,0,2,6,0,0,4,188,0,0,16,2,2,0,20,2,60,2,14,8,0,96,0,4,348,6,36,0,2,16,0,0,10,4,0,2,0,0,0,6,0,6,6,136,22,14,0,2,18,100,12,0,60,0,66,0,2,0,2,14,2,2,16,0,0,0,0,4,0,2,4,2,4,0,0,4,0,32,0,0,24,0,2,0,0,18,0,0,0,16,72,0,0,18,0,0,84,20,6,0,16,4,42,0,8,18,0,0,8,0,8,0,0,2,8,8,8,20,12,18,8,0,6,0,0,0,0,0,0,2,0,50,2,0,2,4,10,22,0,0,0,0,8,8,8,14,44,74,2,0,488,2,0,0,4,0,8,0,0,0,4,342,18,12
NIC,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,8,6,2,0,0,0,0,0,0,12,0,0,36,6,0,0,2,4,0,0,4,18,0,6,0,0,28,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,30,0,0,2,4,6,0,0,0,0,0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,14,6,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,26,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,70,0,0,0,8,0,4,0,0,0,0,0,0,0
NLD,0,8,0,14,0,8,80,472,142,2,2896,2054,116,2,5684,42,16,38,184,8,2,22,152,0,2,38,1234,8,2,0,6,0,3918,3812,448,2286,6,28,18,8,0,330,0,0,54,52,0,36,982,11678,0,0,2402,0,20,94,150,8,4646,164,100,1432,4,6754,0,34,12920,126,54,0,0,14,4,0,1194,0,10,8,0,2,8,246,0,758,322,838,988,386,8,222,1084,5992,4,20,1766,18,186,0,4,0,0,610,8,6,68,0,6,0,0,28,0,124,136,66,142,12,6,18,0,454,0,30,20,36,0,10,6,34,4,0,2,66,174,16,2,0,84,2,0,1778,38,0,552,16,132,36,44,76,0,0,1554,2,1196,2,4,12,522,1178,44,198,30,28,372,0,2,4,0,0,268,0,6,328,418,3318,2,4,10,4,2,212,0,0,0,0,2,22,654,400,154,88,180,30,14520,8,2,0,66,4,138,0,0,0,10,864,20,64
NOR,0,0,0,6,0,2,6,188,130,0,928,668,112,0,748,2,6,16,82,0,0,14,138,0,0,0,380,0,0,0,18,0,1374,1002,250,834,2,2,4,0,0,138,0,0,18,32,0,14,484,2688,0,0,2060,0,6,6,18,2,1492,140,66,1034,4,2004,0,0,4020,118,12,0,2,0,0,2,486,4,18,0,0,0,2,114,0,350,8,314,334,66,0,232,412,1578,2,12,610,8,30,2,0,0,0,170,6,2,4,0,0,0,0,4,0,98,60,42,128,4,0,0,0,108,0,10,10,8,0,6,4,10,0,0,0,18,26,6,0,0,20,2,1778,0,26,0,176,4,24,6,32,16,0,0,714,0,456,0,0,10,274,642,0,30,10,0,110,0,0,2,0,0,176,0,0,252,230,2924,0,0,2,2,0,66,0,0,0,0,0,26,244,230,102,82,64,6,4188,10,0,0,14,0,24,0,0,0,0,432,38,18
NPL,2,0,0,0,0,0,12,0,0,0,38,12,0,0,44,0,0,26,0,2,0,0,0,0,0,0,4,0,2,2,0,0,22,38,0,42,0,4,2,0,0,0,0,0,0,2,0,0,8,44,0,0,14,0,0,0,4,0,2,0,8,4,2,26,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,178,2,4,0,0,4,12,0,0,72,0,6,0,6,0,0,68,0,2,0,0,0,0,0,10,0,0,4,0,2,0,0,2,4,4,0,0,0,0,2,0,2,0,0,0,0,2,20,0,0,0,6,0,38,26,0,0,12,0,14,2,2,8,0,0,0,0,0,0,0,0,0,10,0,12,2,0,8,0,2,0,0,0,0,0,0,2,0,10,0,0,4,0,0,60,0,0,0,0,0,0,2,12,2,2,0,0,160,0,0,0,0,0,12,0,0,0,4,2,4,2
NRU,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,0,0,0,0,0,0,24,110,140,2,2954,332,0,0,484,0,2,6,164,0,0,0,142,0,0,0,332,26,2,2,2,2,956,562,122,848,0,6,0,0,6,174,0,0,10,4,0,142,218,1060,0,0,294,0,0,8,194,0,498,168,10,304,46,846,0,0,2756,142,2,0,0,2,2,0,206,0,2,0,0,0,0,160,0,222,56,298,182,232,0,18,128,728,10,4,448,0,50,0,2,2,0,322,4,2,16,0,2,0,0,20,0,154,10,6,6,2,0,4,0,222,0,0,0,4,4,2,2,2,0,0,2,2,162,2,16,0,16,0,552,176,12,0,0,0,180,18,10,30,0,10,300,0,194,0,0,10,62,218,0,48,0,0,250,0,0,0,0,0,154,0,0,30,8,328,0,2,2,2,0,118,0,0,0,6,4,10,208,260,8,6,162,14,3328,2,0,0,10,0,18,6,0,0,0,268,6,0
OMN,0,0,0,2,0,0,66,8,0,0,30,4,0,0,6,0,2,0,2,14,0,0,0,0,0,0,18,0,0,0,0,0,54,18,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,8,0,10,0,62,0,14,0,0,6,0,48,0,0,106,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,102,0,36,6,0,0,14,0,20,20,0,2,0,0,0,0,18,24,0,8,0,4,0,0,0,0,0,2,0,4,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,82,0,0,0,4,0,16,4,0,0,0,0,44,0,2,4,0,0,4,0,2,0,0,26,0,12,0,60,14,0,4,0,0,0,0,0,0,0,0,2,0,22,0,0,4,0,0,6,0,0,0,0,2,18,6,0,2,2,2,0,118,0,0,0,0,0,0,0,0,0,10,14,0,2
PAK,8,0,0,0,0,0,18,30,144,0,188,262,6,0,178,0,2,40,158,6,0,4,142,0,0,0,182,2,4,0,8,2,196,224,6,734,0,22,12,0,0,150,0,0,0,2,0,142,116,532,0,2,34,0,16,0,196,0,190,148,8,172,0,288,0,0,934,168,2,0,0,0,0,0,156,0,0,12,0,0,0,188,0,164,28,310,36,302,10,6,16,306,2,10,160,2,14,0,2,0,0,378,30,0,10,0,4,0,0,20,0,144,2,4,24,0,0,0,0,178,0,0,2,0,0,0,0,0,0,0,2,4,274,0,0,0,42,0,132,24,14,0,180,44,0,2,10,22,0,0,176,0,160,0,0,16,102,196,0,640,6,0,44,0,0,0,0,0,166,0,0,14,2,120,2,0,14,0,0,38,20,0,0,0,0,8,288,172,0,0,150,10,1130,12,0,0,4,0,12,0,0,0,0,68,14,0
PAN,0,0,0,0,0,0,0,40,0,0,72,18,0,0,18,0,0,0,0,0,0,2,0,0,0,10,62,0,0,0,0,0,88,50,18,20,0,6,0,0,0,56,0,0,48,8,0,0,10,128,0,0,16,10,0,12,0,0,70,6,2,8,2,34,0,0,90,0,6,0,0,0,0,0,0,0,0,18,0,0,18,0,0,8,2,18,4,6,0,0,4,14,4,0,20,0,4,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,14,36,6,2,0,18,0,2,0,10,2,0,4,6,0,16,2,0,0,0,8,0,0,0,0,8,0,0,10,0,0,0,0,0,2,0,20,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,2,2,8,410,0,0,0,18,0,0,0,0,0,0,8,0,0
PER,0,0,0,0,0,0,0,128,16,0,46,20,8,0,88,0,0,4,2,0,4,2,0,0,0,30,220,0,0,0,4,0,114,68,114,72,0,8,2,0,0,98,0,0,26,46,0,2,20,120,0,0,40,24,0,56,20,0,270,4,4,30,0,192,0,0,224,0,4,0,0,0,0,0,28,0,0,8,4,0,10,20,6,22,24,80,6,4,0,4,12,86,4,4,50,0,22,0,2,0,0,38,0,0,4,0,0,2,0,2,0,0,4,4,8,0,0,2,0,146,0,0,8,0,0,2,0,2,0,0,0,2,4,2,0,2,8,6,44,32,2,0,10,2,10,10,0,22,0,0,28,0,8,6,0,0,18,44,0,2,2,0,4,0,0,14,0,0,10,0,0,16,0,36,0,0,0,0,0,26,0,0,0,0,0,6,16,10,16,16,20,18,798,0,0,0,60,0,10,0,0,0,0,64,10,6
PHL,2,0,0,0,0,0,12,26,0,0,246,44,4,0,52,4,6,18,0,0,0,0,0,0,0,4,42,0,0,0,0,0,82,94,10,176,4,2,0,0,0,14,0,0,2,6,0,0,12,120,0,0,24,2,2,4,24,0,38,6,2,10,2,80,0,0,210,0,2,0,0,0,0,0,8,0,0,0,0,0,0,6,2,8,72,168,18,6,0,2,18,34,2,4,300,0,8,0,18,0,0,140,0,14,12,0,0,0,0,12,0,0,6,10,2,0,2,0,0,48,0,0,2,0,10,0,2,4,2,0,0,4,108,0,0,2,18,6,76,16,8,0,30,4,22,2,22,0,2,0,14,0,6,2,0,0,4,18,0,10,8,0,78,2,0,4,0,0,0,0,0,2,0,36,0,0,8,0,0,136,2,0,0,0,0,8,14,128,12,14,6,0,596,0,0,0,6,0,56,2,0,0,0,32,2,8
PLW,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,2,0,0,0,170,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,18,0,0,0,0,0,2,0,4,0,0,6,0,0,0,2,8,0,0,0,0,0,2,0,0,40,0,2,0,2,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,2,4,2,0,6,0,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,62,0,0,0,2,0,2,0,0,0,0,2,0,0
POL,0,0,0,4,0,0,10,262,342,0,930,1058,120,0,1360,2,0,4,424,0,0,10,418,0,2,8,736,0,0,0,0,0,1238,1440,320,800,0,2,2,0,0,294,0,0,16,28,0,178,1430,4478,0,0,840,0,20,8,202,0,2094,328,6,818,0,3286,0,0,3988,294,0,0,0,0,0,0,850,10,0,4,0,0,0,400,2,742,12,632,398,220,2,42,498,2624,2,20,932,14,8,0,0,0,0,502,4,0,18,0,2,0,2,0,0,370,54,92,138,2,34,0,0,340,0,26,0,14,0,26,28,0,0,0,0,0,82,26,4,0,8,0,1554,714,0,0,300,4,176,6,28,14,0,0,0,2,770,0,0,18,574,1482,2,74,0,6,130,0,0,0,0,0,416,2,0,542,368,1274,0,0,0,0,2,80,2,0,0,0,0,30,546,482,0,4,970,10,4798,10,6,0,22,0,56,0,0,0,0,394,2,0
PRK,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,32,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,30,0,4,0,0,18,272,264,0,600,746,120,0,948,6,6,2,218,0,0,4,296,0,0,4,1612,0,0,0,4,0,702,1006,270,702,0,4,0,2,0,310,0,2,16,42,0,170,602,2092,0,0,638,0,26,12,198,2,3694,188,8,522,2,2270,0,4,3156,270,8,0,2,4,2,0,662,0,4,0,0,0,2,238,0,448,2,484,220,202,2,16,308,1956,0,8,474,2,10,2,0,0,0,292,4,0,10,0,2,0,0,2,0,194,34,26,196,10,4,6,0,346,0,12,0,16,0,0,0,46,0,0,0,2,52,0,0,4,8,0,1196,456,0,0,194,2,160,16,8,6,0,2,770,2,0,4,0,6,334,566,0,44,6,10,44,0,0,2,0,0,308,0,0,230,226,756,0,0,2,2,2,26,0,0,0,0,4,100,418,340,44,2,222,26,3344,14,0,0,18,0,22,0,0,0,4,294,2,0
