,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
MWI,0,1,0,0,0,0,0,0,0,9,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,6,0,3,0,2,0,1,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,2,0,1,4,0,4,0,0,82,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,15,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,3,14,3,0,0,83,0,0,0,0,1,0,0,0,0,30,16,5
MYS,0,0,0,0,0,15,7,2,0,117,13,0,0,37,0,0,16,1,1,0,0,0,0,0,0,11,0,2,0,0,0,55,19,3,203,0,0,0,0,0,1,0,0,0,3,0,5,77,0,0,7,0,0,0,13,0,32,0,0,7,2,39,0,0,247,0,0,0,1,1,0,0,31,0,0,3,0,0,0,0,0,6,48,148,6,38,5,1,22,34,0,6,173,20,2,0,12,0,0,59,4,1,0,0,2,0,0,3,0,0,1,0,0,0,0,7,0,3,0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,0,5,0,0,50,5,2,23,3,19,8,1,31,0,0,27,0,3,0,0,4,20,25,0,10,3,0,91,0,0,2,0,0,1,0,0,0,0,1,13,0,0,1,0,0,122,1,0,0,0,0,7,26,0,0,6,3,211,5,0,0,2,19,0,0,2,0,9,1,0
NAM,0,1,0,0,0,0,0,8,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,2,0,0,0,0,0,1,0,0,1,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,26,1,3
NCL,0,0,0,0,0,0,0,0,1,17,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,2,0,0,0,2,64,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,2,0,0,0,1,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,22,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0
NGA,0,0,0,0,1,1,7,0,0,11,3,0,0,15,10,3,0,0,0,0,0,0,0,0,0,14,0,1,0,5,1,10,13,3,44,6,17,1,1,0,9,0,0,1,4,0,0,54,0,0,3,1,1,0,3,0,10,1,5,3,0,22,0,4,105,0,13,0,1,2,0,0,6,0,0,1,0,0,0,1,0,1,1,11,2,3,0,0,8,32,0,1,24,0,19,0,1,0,0,1,1,0,5,0,0,0,0,1,0,1,2,0,1,0,0,2,0,12,0,0,3,0,0,0,0,1,0,0,0,1,5,0,0,12,0,0,0,22,3,2,6,0,4,1,3,1,0,0,2,0,0,0,0,0,0,3,0,5,7,1,2,0,1,0,0,0,0,0,0,0,0,2,12,0,0,1,1,2,10,0,0,0,0,2,3,4,11,9,2,0,154,0,0,0,1,3,0,0,0,0,63,1,1
NIC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,6,2,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLD,3,0,0,0,21,25,83,15,0,746,525,0,1,1857,7,9,21,63,0,0,3,10,0,1,18,263,0,1,2,6,0,1123,1115,73,529,2,5,8,1,0,51,0,0,13,9,12,312,3929,0,1,696,2,4,38,63,7,1327,40,28,483,1,2237,0,7,4322,3,17,0,2,12,2,1,359,0,1,8,1,0,1,47,0,217,95,182,273,78,0,35,278,2002,0,9,597,20,61,0,2,0,0,201,4,0,15,0,0,0,1,11,2,44,26,8,10,1,5,3,0,142,0,3,3,8,2,3,1,9,1,0,0,15,50,1,1,2,22,1,0,0,515,10,151,3,20,3,19,27,0,0,449,0,313,0,0,2,106,532,2,9,13,6,79,0,0,0,0,0,35,0,0,5,95,76,964,0,0,3,0,4,70,0,1,0,0,4,172,70,48,17,88,1,5045,4,0,0,5,71,0,0,5,0,223,8,22
NOR,0,0,2,0,0,2,18,1,0,213,158,2,0,181,1,3,16,23,1,0,4,5,0,0,2,62,0,0,0,12,0,396,204,17,173,1,1,0,0,0,9,0,0,2,7,7,86,785,0,0,584,0,4,0,6,0,384,26,24,326,1,586,0,0,1216,3,5,0,0,0,1,0,108,0,6,3,0,0,1,19,0,57,7,54,64,12,0,84,68,460,0,2,152,4,4,0,2,0,0,38,3,0,2,0,0,0,1,3,1,26,10,7,0,1,0,0,0,24,0,3,7,3,0,2,1,4,0,0,0,6,5,8,0,1,3,2,0,515,0,4,55,1,5,2,5,2,0,1,143,0,74,0,1,3,31,271,0,2,2,0,37,0,0,0,0,0,15,0,0,0,22,29,960,0,0,1,1,0,16,0,0,0,0,3,58,22,26,14,27,1,1515,8,0,0,1,8,0,0,0,0,67,6,8
NPL,0,0,0,0,0,0,0,0,0,7,7,0,0,9,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,0,8,1,3,0,0,0,1,0,0,0,1,0,1,13,0,0,2,0,0,0,2,0,2,0,3,1,0,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,0,0,0,0,1,5,0,0,29,0,1,0,0,0,0,17,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,10,4,0,2,1,10,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,3,0,0,0,0,0,0,0
NZL,0,0,0,0,0,8,33,1,0,895,40,0,0,85,0,2,2,5,0,0,0,2,0,0,0,33,0,1,0,0,0,292,89,26,199,1,1,1,1,4,9,0,0,0,1,2,13,311,0,0,75,0,2,3,6,0,84,8,3,58,10,223,0,1,933,2,1,0,1,0,0,0,23,0,0,0,1,1,0,5,0,27,10,34,75,16,0,3,35,131,1,3,121,0,9,0,0,0,0,51,0,0,6,0,0,0,0,2,0,0,1,0,1,1,0,0,0,32,0,0,1,0,1,1,1,1,0,0,0,0,23,0,11,0,6,0,1,151,55,2,0,5,4,5,5,7,0,1,39,0,17,0,0,1,6,27,0,0,1,0,70,1,0,0,0,0,8,0,0,0,10,7,98,0,0,0,0,1,36,1,0,1,0,1,21,29,5,0,3,0,1144,1,0,0,1,4,0,1,0,0,58,0,0
OMN,0,0,0,0,0,20,0,1,0,12,1,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,6,1,13,1,0,0,0,1,0,0,0,1,0,0,0,13,0,0,1,0,2,0,5,0,5,0,0,1,0,21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,1,1,1,3,0,2,9,0,0,0,0,0,0,1,2,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,1,1,5,0,6,0,0,0,0,0,4,0,1,0,0,2,0,2,0,6,2,0,10,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,0,9,6,5,0,0,0,1,44,0,0,0,0,0,0,0,0,0,6,0,0
PAK,1,0,0,0,0,7,5,1,0,29,16,3,0,12,0,0,13,3,1,0,0,1,0,0,0,10,0,0,0,0,0,69,40,4,141,1,15,1,0,0,1,0,0,0,2,2,7,103,0,0,7,0,5,1,17,0,22,1,3,9,0,21,0,0,202,5,2,0,1,0,0,0,7,0,0,1,0,0,0,3,0,3,8,49,2,17,1,1,1,42,1,3,72,1,3,1,0,0,0,37,16,1,3,0,0,0,0,11,0,0,0,1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,4,0,0,20,5,10,4,6,0,0,4,11,0,0,8,0,9,0,0,8,11,14,0,42,1,0,12,0,0,0,0,0,1,0,0,0,1,1,24,0,0,0,0,0,10,8,0,0,1,2,21,6,1,2,1,0,230,2,0,0,3,5,0,0,0,0,30,1,0
PAN,0,0,0,0,0,0,8,0,0,13,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,26,5,3,5,0,0,0,0,0,10,0,0,11,1,0,3,31,0,0,1,1,0,3,1,0,11,0,0,1,0,2,0,1,20,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,0,0,0,1,0,5,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,3,2,1,5,0,0,0,3,1,0,1,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,1,138,0,0,0,6,0,0,0,0,0,2,0,0
PER,0,0,0,0,0,0,33,0,0,10,7,0,0,38,1,0,4,0,0,0,0,0,0,0,13,60,0,0,0,0,0,41,20,39,14,0,0,0,0,0,21,0,0,3,4,0,1,41,0,0,7,2,2,13,2,0,54,0,0,7,1,48,0,0,61,0,2,0,0,0,0,0,1,0,0,3,0,0,2,2,2,2,4,18,2,0,0,3,5,26,1,0,14,0,7,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,19,5,0,5,0,4,3,0,7,0,0,9,0,2,2,0,0,0,13,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,8,0,0,0,1,1,0,0,2,3,1,4,258,0,0,0,9,1,0,0,0,0,9,0,7
PHL,0,0,0,0,0,2,13,0,0,63,7,0,0,11,1,1,7,2,0,0,0,0,0,0,0,9,0,0,0,0,0,25,13,2,67,1,0,1,1,0,3,0,0,1,2,0,0,31,0,0,1,1,1,1,4,0,7,0,0,5,0,43,0,0,42,0,1,0,0,1,0,0,7,0,0,0,0,0,0,1,0,1,23,44,1,1,0,1,1,14,1,1,122,0,0,0,7,0,0,30,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,1,0,0,0,0,1,31,0,0,0,1,0,0,27,2,3,7,0,11,1,7,0,0,0,3,0,0,0,0,0,0,3,0,2,1,0,38,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,41,0,0,0,0,0,4,26,3,1,0,2,180,1,0,0,1,18,0,0,0,0,8,1,1
PLW,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,39,0,0,0,0,1,1,0,0,0,0,0,0
POL,0,0,4,0,1,7,42,37,0,255,284,0,0,438,0,0,2,158,0,0,0,79,0,1,4,119,0,0,0,0,0,412,398,35,185,0,1,0,0,0,4,0,0,1,4,9,413,1779,0,0,196,0,9,1,17,0,569,31,0,216,0,1169,0,0,1103,15,0,0,0,0,0,0,175,1,3,1,0,0,0,52,0,188,1,139,67,14,0,7,132,827,0,3,429,23,0,0,0,0,0,174,2,0,3,0,1,0,0,0,0,64,7,33,4,1,11,0,0,69,0,4,0,1,0,10,10,1,0,0,0,0,27,3,2,0,2,0,0,449,143,0,39,4,8,2,9,3,0,0,0,0,146,0,0,2,127,622,0,1,0,0,40,0,0,0,0,0,54,0,0,0,168,105,395,1,0,3,0,0,10,1,0,0,0,13,82,105,0,0,391,1,1915,5,2,0,4,9,0,0,0,0,63,1,0
PRK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,4,0,0,1,0,33,8,0,71,137,1,0,205,0,0,0,24,0,1,2,20,0,0,2,328,0,0,0,0,0,149,231,43,93,0,3,0,0,0,9,0,3,2,13,10,118,631,0,0,123,0,4,2,18,0,894,9,0,121,3,659,0,3,906,6,0,0,1,1,1,1,113,0,0,0,1,0,0,11,0,77,1,65,51,6,0,17,64,449,0,1,108,0,3,0,0,0,0,21,1,0,1,0,0,0,0,0,0,14,3,8,17,2,1,0,0,46,0,4,0,1,0,0,0,7,0,0,0,0,3,0,2,0,0,2,0,313,74,1,17,1,9,0,2,0,0,1,146,0,0,0,0,0,44,140,0,3,0,0,8,0,0,0,2,0,10,0,3,0,24,46,201,0,0,0,0,0,18,0,0,0,0,19,28,13,2,0,30,6,873,12,0,0,5,4,0,0,0,0,41,0,0
PRY,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,3,0,0,0,0,0,1,0,1
PSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,11,0,0,0,6,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,24,2,0,12,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,10,0,1,0,0,0,0,16,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,2,0,0,5,0,8,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,1,2,8,0,0,0,0,0,2,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,3,0,0,7,10,8,0,39,63,0,0,130,0,0,0,66,0,0,3,4,0,0,0,17,0,0,0,0,1,66,100,2,43,1,2,0,0,0,0,0,0,0,0,8,64,498,0,0,37,0,5,0,7,0,167,10,0,53,0,518,0,0,247,3,0,0,0,0,0,0,116,0,0,0,0,0,0,18,0,165,5,38,34,3,2,3,26,312,0,2,100,0,0,0,0,0,0,32,5,0,3,0,0,0,0,0,0,12,4,6,3,1,12,0,0,9,0,3,1,7,0,6,5,0,0,0,0,0,20,1,0,0,0,0,0,106,31,0,6,0,11,0,0,0,0,0,127,0,44,0,0,0,0,89,1,1,0,0,8,0,0,0,0,0,28,0,0,0,45,24,92,0,0,0,0,0,2,0,0,0,0,4,77,17,1,0,13,0,380,0,0,0,1,2,0,0,0,0,13,0,0
RUS,0,1,0,0,0,4,61,80,0,219,282,22,0,346,0,0,0,111,1,0,1,208,0,0,0,195,0,0,0,0,0,495,591,46,410,0,1,0,0,0,34,0,0,1,6,11,308,2841,0,0,163,1,6,28,7,1,566,55,0,429,0,1550,0,0,1492,53,0,0,1,0,0,0,152,0,0,0,0,0,0,48,0,140,6,212,102,44,2,13,231,1021,0,2,828,73,0,15,0,0,0,430,5,0,6,0,0,0,1,0,0,51,4,24,2,0,30,0,0,159,0,2,1,1,0,9,31,1,0,0,0,0,25,0,3,0,3,0,0,532,271,1,27,2,14,3,13,3,0,0,622,0,140,0,0,3,89,0,0,3,0,1,45,0,0,0,0,0,54,0,0,0,146,82,469,0,0,1,0,0,13,18,3,0,2,6,94,200,0,2,482,2,2928,48,0,0,3,18,0,0,2,0,51,0,10
RWA,0,0,0,0,0,0,0,0,0,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,4,9,0,0,15,0,0,0,0,0,0,0,0,0,6,4,1
SAU,0,0,0,0,0,28,2,0,0,19,6,0,0,13,0,0,3,1,12,0,1,0,0,0,0,3,0,0,0,0,0,65,11,1,14,0,0,0,0,0,0,0,0,0,1,0,3,26,0,0,3,0,31,0,163,0,15,0,6,4,0,17,0,0,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,31,13,6,1,1,3,22,0,23,17,0,1,0,0,0,0,4,12,0,14,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,5,0,0,9,2,0,0,6,42,0,0,2,0,0,1,0,3,0,0,6,1,3,0,0,12,0,6,0,0,0,0,0,1,0,0,0,1,0,10,0,0,3,0,0,3,0,0,0,0,17,20,6,0,0,0,0,178,0,0,0,1,1,0,0,1,0,5,0,0
