,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
SGP,0,0,0,0,0,0,22,16,0,0,1252,116,0,0,82,0,0,18,2,0,0,0,8,0,0,0,82,0,6,0,0,0,526,268,22,3354,2,2,0,0,28,0,0,0,4,0,2,46,622,0,0,140,0,2,0,14,0,146,0,0,84,4,394,0,0,1222,0,2,0,2,0,0,44,0,0,0,0,0,0,0,0,24,78,332,62,86,0,14,86,212,0,16,530,0,6,0,6,0,374,6,2,0,0,0,0,0,10,0,14,6,6,2,2,0,0,0,24,0,0,0,0,8,0,0,0,0,0,0,4,280,0,10,0,4,0,280,88,4,160,16,30,6,8,78,0,6,104,0,28,0,0,4,40,52,0,30,0,2,0,0,0,0,0,0,4,0,0,6,18,194,0,0,2,0,0,168,0,0,0,0,2,34,384,0,0,10,2,3236,2,0,0,6,0,62,0,0,0,46,0,2
SLB,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0
SLV,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,10,0,4,0,0,0,0,0,12,0,0,12,6,0,0,0,2,0,0,0,8,0,8,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,8,12,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,50,0,0,0,14,0,2,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,10,0,0,14,10,40,0,56,150,2,0,118,0,2,0,100,0,0,148,14,0,0,0,18,0,0,0,0,0,138,138,8,102,0,0,0,0,4,0,0,0,4,0,6,138,426,0,0,90,0,6,2,26,0,162,20,0,42,0,274,0,0,330,4,2,0,0,0,0,190,0,0,0,0,0,0,128,0,96,0,62,26,26,0,2,44,308,0,2,66,2,2,2,0,0,24,4,0,0,0,0,0,0,0,0,10,38,10,6,0,0,0,0,42,0,66,0,4,0,142,28,0,0,0,0,0,6,0,0,0,10,0,124,38,0,12,4,8,0,2,2,0,0,144,0,50,0,0,16,102,142,0,4,2,4,4,0,0,0,0,0,0,0,0,78,204,106,0,0,2,0,0,10,0,0,0,0,4,66,10,2,2,28,0,432,0,0,0,0,0,0,0,10,0,18,0,0
STP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SUR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,0,0,22,30,0,80,388,0,0,150,0,0,0,110,0,0,8,16,0,0,0,40,0,0,0,0,0,258,298,14,74,2,0,0,0,2,0,0,12,12,0,16,1032,872,0,0,64,0,4,0,8,0,338,28,0,226,0,466,0,0,628,4,0,0,0,0,0,214,0,0,0,0,0,0,62,0,186,4,76,36,20,4,12,26,466,0,0,238,2,0,0,0,0,144,4,0,0,0,0,0,6,0,0,18,46,10,6,4,0,0,0,38,0,2,2,6,0,26,26,0,0,0,0,0,4,0,0,0,0,0,168,68,0,20,0,4,0,0,0,0,0,424,0,44,0,0,0,128,382,0,6,0,0,6,0,0,0,0,0,78,0,0,0,84,148,0,0,2,0,0,10,0,0,0,0,0,42,126,0,2,102,2,632,0,0,0,0,0,0,0,0,0,18,0,0
SVN,0,0,0,4,0,0,2,36,8,0,144,344,2,0,144,2,0,2,48,0,0,60,16,0,0,6,46,0,0,0,0,0,92,262,12,126,0,0,0,0,4,0,0,2,2,0,24,200,620,0,0,116,0,2,2,12,0,252,24,2,124,0,372,0,0,568,6,0,0,0,0,0,100,0,0,2,0,0,0,378,0,118,0,88,24,10,0,10,48,542,0,0,162,0,2,0,0,0,76,4,0,4,0,0,0,2,0,0,26,10,10,4,0,2,0,0,20,0,34,0,4,0,4,0,0,0,0,0,0,16,0,0,0,0,0,236,78,0,8,6,14,0,6,0,0,0,238,0,112,0,0,2,86,134,0,0,2,0,18,0,0,0,0,0,204,0,0,84,0,120,0,0,4,0,0,4,6,0,0,0,6,46,56,0,0,56,4,640,2,0,0,2,0,8,4,2,0,14,0,0
SWE,0,2,0,0,0,0,34,222,48,0,1352,988,0,0,1274,2,32,124,138,8,0,0,50,0,2,18,484,0,6,0,6,0,1552,1452,158,1648,4,18,6,8,140,0,0,16,6,0,40,646,5234,0,0,2550,0,20,106,60,2,2236,268,72,2216,0,3226,0,4,6184,16,30,0,8,18,0,672,0,10,4,2,0,2,88,0,482,26,412,586,238,12,264,340,2814,2,8,1142,6,80,0,4,0,366,8,6,4,0,10,0,4,24,0,206,62,82,14,2,14,4,2,246,0,10,14,10,2,26,26,22,0,0,4,8,44,12,2,4,30,36,2428,2248,4,206,8,102,4,40,12,0,6,978,0,512,0,0,4,218,888,6,34,20,6,194,0,0,0,0,2,106,0,0,148,120,0,2,0,6,0,0,132,0,0,0,2,14,246,126,104,116,162,26,7730,8,0,0,16,0,92,2,0,0,352,14,10
SWZ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,26,0,0,0,0,0,0,0,0,0,26,0,4
SYC,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,6,0,2,0,12,8,4,0,14,0,0,0,6,0,0,4,0,0,0,0,2,0,0,0,0,0,14,6,0,12,0,0,0,0,4,0,0,0,0,0,0,2,46,0,0,6,0,8,0,24,2,14,2,6,0,0,42,0,0,58,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,12,0,24,2,0,6,36,0,8,10,4,10,0,0,0,0,4,2,14,0,0,0,0,8,0,2,0,0,14,0,2,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,2,2,0,6,8,0,0,2,0,0,8,0,0,0,2,0,0,2,0,10,6,0,2,0,0,0,0,0,2,0,0,2,4,6,0,0,0,0,0,4,2,0,0,0,12,8,0,2,0,0,2,54,8,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,2,0,2,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0
THA,0,0,0,0,0,0,6,34,2,0,646,106,0,0,70,0,12,64,8,0,0,14,0,0,0,2,76,0,8,8,0,0,370,174,14,428,12,12,4,0,20,0,0,6,10,0,2,34,366,0,0,92,0,8,0,18,0,56,4,4,50,2,440,0,6,726,2,12,0,4,0,0,36,0,0,4,2,0,0,6,0,10,152,152,30,24,0,0,32,122,0,0,1376,0,20,2,64,0,280,8,40,10,0,0,0,0,34,0,4,4,0,6,0,2,4,2,26,0,2,6,2,28,0,8,2,2,0,0,4,258,0,4,0,16,2,198,34,26,90,2,42,10,16,108,0,8,38,0,36,0,0,0,6,30,2,4,6,14,168,0,0,2,0,0,10,0,0,10,4,132,0,0,4,0,0,0,2,0,0,2,4,46,196,26,22,4,4,2108,4,0,0,12,0,126,0,0,0,80,4,8
TJK,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,4,0,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,20,2,0,4,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,0,2,2,2,6,0,8,0,0,0,0,24,0,0,72,2,4,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,14,6,0,0,0,2,4,14,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,8,2,0,0,0,0,124,0,0,0,8,0,0,0,0,0,6,0,0
TUN,0,0,0,2,0,0,24,4,0,0,26,26,0,0,82,2,2,0,8,32,0,2,6,0,0,0,14,0,0,0,0,0,114,62,2,24,2,10,2,2,2,0,0,4,0,0,10,8,116,0,0,10,0,62,2,40,0,170,4,2,8,0,2066,0,0,130,0,10,0,0,0,0,26,0,0,0,0,0,0,10,0,6,0,10,6,16,0,0,10,208,0,10,58,0,6,0,0,0,8,8,0,26,0,2,0,0,0,0,0,4,0,112,0,0,0,0,18,0,2,2,10,2,2,0,0,10,0,2,0,2,0,0,6,10,0,24,14,4,2,12,6,0,2,0,0,0,16,0,58,0,2,16,14,8,0,50,6,8,2,0,0,0,0,0,4,0,0,0,6,14,0,0,12,0,0,4,0,0,0,6,0,32,2,2,0,2,0,136,0,0,0,0,0,0,0,0,0,22,0,0
TUR,0,0,0,4,0,2,54,54,8,0,240,220,156,0,262,0,0,0,118,6,0,18,24,0,0,0,96,2,0,0,0,0,418,314,14,258,0,2,0,2,16,0,0,0,6,0,42,128,1154,0,0,164,0,20,2,84,0,372,36,2,162,0,688,0,0,1038,18,4,0,2,0,0,242,32,0,2,0,0,0,44,0,182,4,182,62,174,2,6,184,678,0,34,306,6,0,2,0,0,132,6,0,30,0,2,0,8,0,0,34,4,10,22,0,0,0,0,40,0,54,0,10,0,6,0,0,0,0,0,0,20,0,0,0,18,0,462,70,0,46,20,104,8,6,4,0,0,230,0,118,0,2,6,166,188,0,48,4,2,34,0,0,0,0,0,66,0,0,42,46,246,0,0,8,4,0,46,0,2,0,8,32,0,76,2,0,62,6,3320,12,0,0,10,0,4,0,2,0,68,0,2
TWN,0,0,0,0,0,0,10,30,22,0,644,128,0,0,104,0,0,10,22,0,0,0,22,0,2,0,102,0,0,0,0,0,784,340,28,2278,0,0,0,0,14,0,0,10,4,0,4,76,786,0,0,60,0,2,0,24,0,356,2,0,188,2,602,0,0,1118,4,2,0,0,0,0,170,2,0,0,0,0,2,12,0,66,70,558,38,26,2,12,102,400,0,2,1616,0,4,0,12,0,720,2,20,6,0,0,0,0,8,0,20,2,8,8,0,2,0,0,84,0,0,0,0,2,0,8,2,0,0,0,2,118,0,8,2,2,2,180,82,6,66,6,10,2,6,94,0,6,162,2,44,0,0,4,50,448,0,22,2,4,384,0,0,0,0,0,10,0,0,126,56,126,2,0,0,0,0,196,0,0,2,2,2,76,0,6,0,34,2,6438,8,0,0,14,0,100,0,0,0,50,0,0
TZA,0,4,0,0,0,0,0,0,0,0,16,22,0,2,66,14,18,2,2,2,0,2,0,0,0,0,8,0,0,2,6,2,26,106,0,16,12,22,8,4,2,0,0,0,0,0,0,6,88,0,0,96,0,4,0,4,2,18,4,16,6,0,36,0,8,308,0,28,0,12,0,0,4,0,2,2,0,0,2,0,0,0,6,18,6,4,0,2,4,50,0,2,34,0,120,0,4,0,16,2,0,0,0,0,0,0,4,8,0,0,0,4,0,0,10,0,4,0,2,14,2,2,0,0,24,0,0,0,56,0,4,0,6,28,2,90,96,2,6,0,6,0,2,8,0,4,0,0,10,0,0,2,0,4,8,0,8,22,0,0,0,2,0,0,2,0,2,0,0,104,12,0,2,0,0,26,0,0,0,0,2,2,6,0,74,0,0,340,0,0,0,0,0,4,0,0,2,96,22,28
UGA,0,6,0,0,0,0,0,4,0,0,34,6,0,2,62,8,14,6,0,2,0,0,0,0,0,0,10,0,0,0,0,2,110,56,4,10,4,16,12,4,0,0,0,0,2,0,0,2,60,0,0,30,0,4,0,6,2,8,2,24,10,0,60,0,2,290,0,6,0,8,2,0,8,0,0,0,0,0,0,2,2,0,6,14,8,2,0,0,2,20,0,0,26,0,150,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,4,0,0,6,0,0,0,4,8,0,0,0,22,4,4,0,6,22,0,54,56,4,4,0,2,4,6,6,0,0,2,0,6,0,0,0,0,0,24,8,14,10,0,0,0,0,0,0,2,0,0,2,0,116,0,0,0,4,0,22,0,0,0,0,0,0,0,74,0,2,2,536,0,0,0,0,0,2,0,0,2,82,16,20
UKR,0,0,0,0,0,0,0,14,18,0,104,180,14,0,150,0,0,0,58,0,0,0,72,0,0,0,68,0,0,0,0,0,174,166,10,82,0,2,2,0,0,0,0,0,2,0,16,140,1054,0,0,52,0,2,0,2,0,306,22,2,100,0,580,0,0,468,14,0,0,0,0,0,116,0,0,0,0,0,0,32,0,124,0,74,10,12,0,2,126,362,0,2,276,52,0,0,0,0,142,2,0,4,0,2,0,0,0,0,124,4,44,2,0,40,0,0,124,0,8,2,0,0,8,10,2,0,0,0,2,36,0,0,0,0,0,184,78,0,12,0,4,0,4,0,0,0,732,0,78,0,0,0,46,1066,0,0,0,2,10,0,0,0,0,0,28,0,0,102,56,162,0,0,0,0,0,4,4,2,0,0,2,62,34,0,2,0,0,978,28,0,0,0,0,4,0,0,0,30,2,0
URY,0,0,0,0,0,0,0,202,0,0,26,16,0,0,16,0,0,2,0,0,0,0,0,0,0,4,236,0,0,0,0,0,36,16,98,14,0,0,0,0,24,0,0,16,14,0,0,8,42,0,0,32,12,0,4,2,0,208,0,0,8,0,110,0,0,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,8,6,2,0,0,8,52,0,0,12,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,38,16,2,8,2,4,2,22,2,0,0,6,0,22,12,0,0,0,6,0,0,0,0,2,0,0,4,0,0,0,0,0,2,4,26,0,0,2,0,0,4,0,0,0,0,0,6,2,0,2,0,0,264,0,0,0,44,0,0,0,0,0,16,0,0
USA,22,22,2,8,0,22,456,2574,228,6,13472,4344,34,2,6106,48,56,418,478,18,26,48,130,14,40,166,7460,54,8,10,94,12,30808,11092,2084,30036,54,166,88,28,1164,0,2,424,100,4,308,2348,32806,4,14,4710,68,100,348,1310,10,12168,224,204,3294,16,21120,16,32,37116,172,286,14,48,8,4,3652,112,22,140,24,10,74,556,50,2030,296,6328,2592,1488,44,488,6756,19424,96,364,18604,112,866,18,90,14,11962,186,24,382,2,6,0,18,126,10,266,74,102,132,42,92,148,0,4178,10,62,164,6,22,22,74,68,6,4,16,184,544,56,54,28,462,74,11720,3472,140,2660,96,710,292,752,402,10,66,4014,0,2184,62,8,178,886,5580,72,580,60,120,3236,0,8,50,0,0,432,2,4,632,640,7730,26,6,54,8,20,2108,8,2,2,124,136,3320,6438,340,536,978,264,0,64,12,2,538,2,256,8,0,26,2868,198,88
UZB,0,0,0,0,0,0,2,0,8,0,12,0,2,0,12,0,2,2,0,0,0,0,4,0,0,0,6,0,0,0,0,0,26,2,4,20,0,0,0,0,0,0,0,0,0,0,0,6,88,0,0,2,0,2,0,12,0,10,0,0,16,0,18,0,0,28,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,4,2,0,0,14,52,0,0,34,22,0,14,0,0,40,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,2,0,0,6,14,4,0,0,4,0,0,0,0,0,14,0,22,0,0,0,0,116,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,8,0,0,4,4,0,0,0,0,12,8,0,0,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
