,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SRB,0,2,0,14,0,0,13,100,183,0,155,287,86,0,182,2,0,4,152,2,0,161,174,2,0,1,221,0,1,0,2,0,163,287,102,306,2,2,1,0,0,171,0,0,2,22,0,0,98,285,540,0,0,181,1,8,2,100,0,385,104,4,154,1,375,0,0,571,170,1,0,0,0,0,0,328,0,0,1,0,0,1,273,0,301,4,247,111,145,6,9,130,542,0,9,167,5,2,3,0,0,0,118,7,0,7,0,6,2,0,78,0,111,6,21,89,0,3,0,0,121,0,69,0,3,0,84,3,0,0,0,0,0,128,1,2,0,51,0,0,235,156,1,0,93,5,105,2,24,6,0,2,305,0,241,0,2,110,206,274,2,105,2,1,9,0,1,1,0,0,0,0,0,0,161,285,192,0,0,4,0,0,136,1,0,0,0,0,8,245,0,171,0,2,123,5,524,5,0,0,0,3,9,0,0,2,0,128,2,0
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
SVK,0,2,0,1,0,0,1,101,110,0,144,349,87,1,93,2,2,3,59,2,0,9,94,2,0,1,144,0,0,0,2,0,163,243,103,183,4,2,1,1,0,93,0,0,3,29,0,0,17,1008,526,0,0,183,1,5,4,23,0,303,39,2,115,1,322,0,0,487,90,3,0,0,0,0,0,195,0,0,1,0,0,1,81,0,244,6,159,43,24,1,10,121,352,0,5,230,8,12,2,1,0,0,68,3,0,4,0,3,2,2,2,0,30,11,18,91,1,3,0,0,56,0,7,0,4,0,5,4,0,0,0,0,0,40,2,2,2,5,0,0,238,173,2,0,18,3,40,2,28,8,0,2,414,0,155,0,2,17,202,298,3,23,2,3,15,0,1,1,0,0,161,0,0,0,0,154,203,1,0,2,0,0,39,1,0,0,0,0,6,163,0,121,5,7,130,5,440,1,0,0,0,4,6,0,0,0,0,121,2,0
SVN,0,0,0,10,0,0,5,120,95,0,204,317,85,0,151,0,0,4,58,0,0,68,94,0,0,1,145,0,0,0,0,0,182,260,97,222,0,0,0,0,0,86,0,0,3,2,0,0,22,258,526,0,0,204,0,5,0,16,0,338,47,0,92,0,397,0,0,581,88,0,0,0,0,0,0,189,0,0,0,0,0,0,282,0,208,3,154,54,19,1,9,148,522,1,1,196,2,1,1,0,0,0,65,5,0,5,0,2,0,1,0,0,47,15,28,88,1,1,0,0,26,0,38,0,9,0,14,1,0,0,0,1,0,49,0,1,0,1,0,0,282,172,0,0,11,0,6,1,1,3,0,0,268,0,195,0,0,9,192,185,1,28,0,1,15,0,0,0,0,0,285,0,0,0,154,0,249,0,0,1,0,0,5,1,0,0,0,0,4,145,0,109,0,0,50,7,615,1,0,0,0,3,12,0,0,5,0,111,0,0
SWE,0,6,0,8,0,0,55,203,125,0,1519,925,86,0,1131,7,18,78,81,5,1,14,111,3,2,20,555,4,0,0,17,0,1508,1415,231,1744,10,16,5,3,0,157,0,0,33,28,0,1,83,630,4103,0,1,2199,1,13,40,93,0,2037,321,54,1749,7,2546,0,1,5202,111,61,0,0,11,8,0,701,0,15,2,1,1,2,155,2,510,42,635,407,253,16,266,406,2463,6,16,906,6,90,9,5,0,0,359,9,4,20,0,6,2,3,30,0,163,56,86,109,5,8,5,3,188,0,20,8,13,0,2,5,18,0,0,5,6,116,23,4,2,42,14,0,2251,1907,15,0,262,16,146,9,49,22,0,3,880,1,517,0,3,26,288,784,14,155,18,15,273,1,1,1,0,2,192,0,0,0,203,249,0,0,3,6,0,1,121,3,0,0,2,5,18,364,0,202,57,65,171,25,5973,2,0,2,0,13,64,2,0,5,3,463,14,13
SWZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,16,2,0
SYC,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,4,1,1,1,0,12,0,0,19,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0
SYR,0,1,0,1,0,0,10,5,0,0,16,8,0,0,4,1,0,2,0,6,0,0,0,1,0,0,3,1,0,0,1,0,14,4,1,8,1,1,1,0,0,1,0,0,0,0,0,0,0,2,29,0,0,3,0,4,0,16,0,5,1,6,2,0,34,0,0,29,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,2,2,5,1,8,6,1,5,11,0,19,9,3,4,1,0,0,0,5,3,0,21,0,0,1,0,2,0,1,0,0,6,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,12,1,1,0,1,0,0,8,1,0,0,3,6,5,1,1,1,0,1,2,0,5,0,3,9,2,3,1,19,2,0,3,0,1,0,0,0,4,0,0,0,2,1,6,0,0,0,0,0,3,0,0,0,0,0,11,12,0,3,0,1,0,1,36,2,0,0,0,0,2,0,0,0,4,3,1,0
TCD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,17,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,12,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,5,0,7,14,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,32,0,1,5,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,2,2,0,0,12,0,0,0,0,0,3,0,0,0,0,3,1,1
THA,0,2,1,0,0,0,6,29,101,0,464,149,2,0,179,12,13,32,82,2,0,1,79,0,0,3,203,1,2,3,2,0,202,220,24,606,4,11,6,1,0,99,0,0,5,27,0,0,79,138,399,0,0,116,1,4,6,102,0,201,87,6,140,1,412,0,0,724,75,9,0,0,5,3,0,156,0,0,1,1,0,2,106,2,116,90,290,104,131,1,10,20,250,2,7,903,1,24,0,64,0,1,312,5,51,9,1,4,0,0,97,0,78,6,1,4,0,0,3,0,135,0,2,6,0,18,0,3,0,0,0,1,14,260,4,2,0,48,0,0,219,63,20,0,153,15,156,7,43,83,0,2,146,0,115,1,0,74,36,144,1,122,4,5,171,0,0,1,0,0,136,0,0,0,39,5,121,0,0,3,0,2,0,0,0,0,0,1,2,170,0,236,21,12,114,7,1536,3,0,0,0,2,102,0,0,0,0,119,3,10
TJK,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,0,0,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,0,1
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0
TTO,1,0,0,0,0,0,2,2,1,1,14,7,0,0,2,1,1,1,0,0,3,0,0,1,1,0,4,7,0,2,0,0,19,3,0,9,1,1,0,0,0,2,0,0,4,3,0,2,0,0,14,0,2,3,2,0,1,1,0,2,0,1,1,1,13,0,0,68,0,1,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,23,2,1,8,0,0,6,11,0,4,0,1,0,0,0,13,5,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,3,0,0,5,1,0,0,6,0,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,56,0,0,0,3,6,0,0,0,0,0,7,0,0
TUN,0,0,0,2,0,0,30,6,0,0,26,23,5,0,71,1,2,1,9,11,0,2,1,0,0,1,21,1,1,0,2,0,125,37,9,29,0,9,1,4,0,4,0,2,1,2,0,0,6,19,75,1,0,5,1,70,3,48,1,203,3,3,6,0,1611,0,0,92,4,6,0,0,0,0,0,29,0,0,0,0,0,1,5,0,9,2,41,8,26,6,2,14,194,0,19,33,3,10,1,0,0,0,19,8,0,20,0,5,0,0,1,0,1,5,0,100,0,0,1,0,14,0,3,4,6,0,2,1,0,2,0,1,1,10,1,2,3,9,0,0,21,12,0,0,4,15,10,1,7,2,0,0,33,0,67,0,2,56,12,14,1,277,8,9,5,0,0,1,0,0,8,0,0,0,6,4,18,0,0,11,2,2,2,0,0,0,0,0,0,40,0,9,4,5,1,2,160,0,0,0,0,3,5,0,0,0,2,21,2,1
TUR,0,4,0,18,0,0,51,162,194,0,364,347,171,1,350,3,1,21,157,12,1,26,181,3,0,2,391,4,3,0,6,0,463,546,129,580,4,6,2,0,0,197,0,2,5,32,0,1,169,378,1202,0,1,290,2,46,8,233,0,813,107,5,235,1,940,1,0,1351,180,5,0,0,1,0,0,444,3,6,1,0,0,2,169,0,304,14,446,214,374,28,17,263,1002,1,25,373,28,6,24,1,0,0,269,24,1,32,0,9,2,0,82,0,130,8,36,120,0,9,3,0,180,0,30,0,10,0,7,4,0,0,0,3,0,176,2,3,1,29,2,0,605,222,1,0,128,21,254,3,36,19,0,2,505,0,308,2,5,103,409,476,3,419,7,2,103,0,3,1,0,0,245,0,0,0,163,145,364,0,0,12,0,0,170,4,21,0,0,1,40,0,0,229,2,3,235,13,2490,12,0,0,0,9,69,0,0,2,2,209,2,4
TUV,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0
TWN,0,4,0,0,0,0,15,125,170,0,530,263,86,0,201,4,7,9,89,5,1,2,169,3,1,1,268,7,4,0,4,0,574,411,164,2513,4,9,5,2,0,181,0,0,10,1,0,1,87,251,759,0,1,201,1,6,9,136,0,470,89,17,206,2,626,1,0,1119,167,6,0,1,5,0,0,236,0,0,4,2,0,0,90,0,217,118,670,138,130,6,15,163,504,2,12,1126,0,7,0,6,0,0,606,5,1,11,0,1,2,2,88,0,92,4,5,98,0,1,1,0,138,1,2,0,0,2,0,14,0,0,0,1,2,258,2,7,0,7,0,0,283,175,2,0,130,5,119,12,15,126,0,2,311,0,205,2,3,83,147,441,3,191,1,1,330,2,1,0,0,0,171,0,0,0,121,109,202,0,0,3,0,1,236,0,0,0,0,1,9,229,0,0,8,4,103,5,4288,5,0,0,0,8,125,0,0,1,0,169,6,3
TZA,0,0,0,0,0,0,0,7,2,0,37,14,0,6,56,14,13,17,4,0,1,0,0,0,0,1,17,2,0,0,10,1,45,85,6,28,9,12,6,4,0,7,0,0,4,1,0,1,0,5,92,0,1,47,0,0,3,6,1,26,1,30,9,0,45,0,8,303,0,31,0,1,7,2,0,4,0,0,2,0,1,0,2,4,3,4,28,4,2,0,1,5,38,2,1,24,0,124,0,4,0,1,18,1,0,1,0,1,1,0,1,0,1,2,0,3,0,0,5,0,5,0,0,4,0,0,0,1,13,0,0,1,24,5,7,0,2,30,0,0,62,57,8,0,7,1,9,2,9,9,0,3,1,0,7,0,0,0,1,3,8,2,10,14,4,0,3,0,0,0,0,0,0,0,5,0,57,1,1,0,0,2,21,0,0,0,0,1,4,2,0,8,0,70,1,2,374,1,0,0,0,2,7,0,0,0,0,103,32,30
UGA,0,3,1,0,0,0,0,6,0,0,34,10,0,6,51,4,7,8,1,3,0,0,1,3,0,0,15,0,0,0,8,0,94,63,6,22,8,11,15,10,0,8,0,0,1,2,0,0,2,2,53,0,0,24,0,0,2,6,2,19,3,31,20,2,40,0,4,305,3,22,0,3,3,1,0,5,0,0,3,0,0,0,1,2,3,14,21,9,4,5,4,6,33,0,3,19,0,136,0,3,0,0,7,1,1,3,0,0,2,0,6,0,0,0,0,5,0,1,0,0,7,0,0,6,0,0,0,0,7,0,0,1,25,9,2,3,3,38,0,0,67,35,5,0,7,3,9,5,8,5,0,2,1,0,5,0,2,3,0,5,31,4,7,6,6,0,4,0,0,1,2,0,0,0,7,0,65,1,0,1,0,2,12,0,0,0,0,0,5,3,0,4,70,0,2,3,521,0,0,0,0,0,5,0,0,0,0,119,39,39
UKR,0,1,0,1,0,0,7,15,118,0,79,167,8,0,192,0,2,6,126,2,0,3,151,1,0,1,250,0,2,0,1,0,106,283,35,312,1,2,1,0,0,109,0,0,3,24,0,0,89,277,796,0,0,78,0,6,21,96,0,366,120,2,182,0,609,0,0,565,92,0,0,0,0,0,0,152,0,6,2,0,0,0,145,0,206,8,188,188,94,5,8,100,408,0,3,169,36,1,0,0,0,0,208,1,0,7,0,6,0,0,77,0,149,2,36,10,0,18,0,0,199,0,5,0,2,0,3,4,0,0,0,0,0,72,0,1,0,5,0,0,203,72,0,0,90,3,114,1,29,5,0,0,747,0,115,2,0,74,176,975,1,66,0,0,18,0,0,0,0,0,123,0,0,0,130,50,171,0,0,0,0,0,114,2,0,0,0,0,1,235,0,103,1,2,0,1,850,13,0,0,0,2,62,0,0,0,1,52,0,0
URY,0,1,1,2,0,0,2,184,3,0,40,16,0,0,32,2,0,2,2,1,1,0,0,1,0,3,193,1,0,0,2,0,31,29,80,30,2,1,1,1,0,37,0,0,8,10,0,1,3,16,72,0,1,28,1,0,13,7,0,159,2,2,12,0,96,0,0,92,1,5,0,0,1,0,0,11,0,3,2,1,1,2,2,0,4,3,17,11,5,1,1,11,59,1,3,29,0,5,0,1,0,0,7,3,1,3,0,0,1,0,3,0,2,4,0,4,0,0,2,0,72,0,2,0,1,1,0,2,2,0,0,1,0,6,1,2,1,4,2,0,44,9,0,0,24,2,4,8,15,9,0,2,15,0,19,5,1,1,3,16,1,5,1,0,6,0,1,4,0,0,5,0,0,0,5,7,25,0,0,1,1,0,7,0,0,0,0,1,2,13,0,5,2,3,1,0,191,0,0,0,0,27,4,0,0,1,0,19,1,0
USA,1,36,11,29,0,1,548,1740,294,2,11719,3696,102,5,4803,45,71,378,355,30,30,40,250,16,27,95,6320,28,17,17,120,8,20853,8414,2090,35291,47,128,63,40,5,1078,0,2,263,112,1,4,275,1993,22376,3,11,4349,52,82,249,1354,7,9676,324,227,2661,33,15023,15,29,28139,286,281,0,11,44,3,1,2283,123,17,103,16,13,39,565,77,1524,274,5787,1845,1684,127,376,4542,13409,75,296,10668,108,808,16,77,5,50,9276,155,43,419,17,25,7,68,173,7,271,166,77,212,22,48,69,5,2908,5,65,65,35,25,12,50,83,3,3,26,188,855,58,51,40,432,32,2,9350,2627,150,1,2143,82,846,243,594,321,5,42,3109,2,2063,29,8,709,968,3716,115,2419,56,86,3111,8,55,34,0,5,524,0,2,3,440,615,5973,15,18,36,5,12,1536,7,1,0,4,56,160,2490,2,4288,374,521,850,191,0,39,1,10,6,273,431,11,7,4,31,2744,202,148
UZB,0,1,0,0,0,0,1,3,4,0,8,4,1,0,11,0,0,0,4,0,0,0,4,0,0,2,5,0,0,0,0,0,3,7,3,23,0,0,0,0,0,4,0,0,1,0,0,0,3,13,43,0,0,9,0,0,0,8,0,30,4,0,7,0,12,0,0,15,4,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,6,0,12,3,3,0,1,3,27,0,2,13,16,1,2,0,0,0,12,0,1,1,0,0,0,0,3,0,4,1,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,3,2,0,0,3,1,8,0,1,0,0,0,10,0,12,0,0,3,2,65,0,7,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,0,0,2,0,0,3,1,1,0,0,0,0,12,0,5,1,0,13,0,39,0,0,0,0,0,0,0,0,0,1,4,0,0
VAT,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
