,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
NCL,0,0,0,0,0,2,0,2,8,0,0,150,8,0,0,14,2,0,0,2,2,0,0,2,0,0,4,4,10,2,2,0,2,0,38,22,6,26,4,6,0,2,6,10,0,0,6,4,0,0,2,6,38,0,0,8,0,2,6,4,0,28,4,0,6,18,0,258,0,2,2,78,0,0,0,2,2,0,0,6,0,0,0,6,2,0,0,0,4,8,16,10,6,2,4,4,20,2,2,22,0,10,0,8,0,0,6,2,0,2,2,0,0,2,4,0,2,6,0,0,2,4,0,4,0,10,2,2,0,0,0,0,0,4,0,0,0,2,10,0,0,0,2,0,2,26,14,2,0,60,0,4,4,4,2,4,6,14,0,12,0,0,0,2,10,10,0,12,2,4,16,0,0,10,0,0,0,0,6,0,0,2,4,2,12,2,0,6,0,0,0,0,4,0,0,0,2,0,0,4,0,12,2,4,2,2,106,0,0,0,2,0,16,8,8,0,0,20,0,0
NER,0,2,2,0,0,0,0,4,4,0,0,12,6,0,8,32,54,0,100,8,2,0,0,0,4,0,0,0,14,0,2,0,4,6,10,40,4,14,46,36,30,28,0,4,0,0,0,0,0,0,0,0,30,0,0,14,0,4,0,4,2,14,0,32,6,2,0,114,0,0,12,92,0,44,0,24,12,4,0,2,0,0,2,0,0,0,0,6,0,12,24,2,0,4,0,0,24,0,0,4,0,26,0,4,0,0,2,0,4,2,4,4,0,0,0,0,4,2,4,0,8,0,0,16,0,8,0,2,56,0,2,0,0,18,16,0,8,18,8,8,0,0,70,0,0,16,6,8,0,0,2,2,0,8,2,0,2,0,0,6,4,0,0,0,0,10,12,4,10,60,2,0,0,0,10,0,0,2,2,4,0,0,4,0,8,0,0,2,0,0,14,40,6,0,0,0,0,0,8,0,0,6,32,36,0,0,148,0,0,0,0,0,0,2,0,0,4,30,8,8
NGA,0,6,10,6,18,0,0,68,94,10,0,466,124,18,6,222,104,0,104,98,42,16,0,12,8,2,2,8,314,10,22,4,56,6,436,312,68,816,66,184,68,34,0,122,0,2,24,8,0,0,38,62,500,0,4,88,8,54,24,210,2,248,44,212,96,20,0,288,2,4,20,1812,28,396,0,22,74,12,0,78,2,2,8,2,4,14,56,10,28,96,658,84,198,86,26,58,394,24,70,240,16,244,28,26,0,4,160,48,18,46,40,28,0,2,40,4,54,16,18,0,58,2,10,30,6,154,0,10,66,18,24,12,8,70,2,0,16,86,1062,46,2,70,0,10,2,328,124,88,0,156,36,294,26,74,54,0,8,124,0,182,24,22,0,68,124,118,64,282,74,60,88,0,0,2,32,4,2,2,82,18,0,4,32,42,164,10,0,6,4,0,16,68,186,10,0,0,4,6,46,252,2,86,178,222,36,38,1708,2,0,4,16,2,168,6,4,10,24,2000,94,52
NIC,0,0,2,0,6,0,0,6,32,4,0,8,10,0,2,18,4,0,2,2,2,0,0,2,4,2,0,12,52,2,2,2,4,0,24,4,28,10,4,8,6,0,0,54,0,0,34,10,0,0,2,2,18,0,0,4,18,2,22,6,0,42,2,6,8,2,0,30,2,0,0,44,2,10,0,0,4,0,0,6,2,0,24,0,0,30,4,4,4,8,12,4,4,2,0,6,22,4,6,4,2,12,0,4,0,2,4,2,2,0,0,2,0,0,10,2,4,0,2,0,4,0,0,4,0,48,0,4,4,4,2,0,2,4,0,0,0,6,6,2,0,0,10,0,2,22,8,0,0,8,6,6,24,28,8,0,2,8,0,12,10,4,0,0,8,6,4,6,4,6,10,0,0,0,2,22,2,0,6,2,0,2,0,0,24,0,0,0,4,0,2,2,6,0,0,0,2,6,2,8,2,8,6,6,8,22,174,0,0,0,18,0,10,2,4,2,0,10,6,4
NIU,0,0,0,0,2,0,0,2,2,2,0,6,2,0,0,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,2,0,0,2,2,0,4,2,0,0,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,2,0,2,2,0,0,4,2,2,2,2,2,0,0,2,0,2,0,2,0,0,2,2,0,2,2,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,4,2,2,2,2,2,0,2,2,2,2,0,0,0,0,0,2,4,4,2,0,2,2,2
NLD,8,14,12,4,58,8,2,554,1104,438,2,8858,4582,392,6,11118,72,12,80,256,538,30,0,96,328,10,2,46,3738,30,22,12,38,4,8272,9224,1276,8476,58,112,74,26,0,990,4,6,138,230,82,0,304,2650,22110,0,2,6112,28,158,334,482,4,10276,670,350,3334,22,0,12908,2,6,52,28590,334,256,4,16,92,12,0,2848,8,28,52,16,20,40,848,4,1926,988,2366,2424,1078,64,556,2266,13228,36,114,4064,82,476,60,70,2,0,1884,84,50,192,22,10,0,12,130,2,622,390,416,2,318,92,56,24,2,1224,2,150,32,226,32,40,166,104,8,0,20,136,558,40,26,16,328,22,2,0,4052,178,0,1314,118,614,130,428,330,4,14,3912,0,3118,82,102,0,286,1668,2856,80,730,62,66,1582,0,2,6,34,14,6,0,820,4,2,60,984,1220,7580,16,2,14,24,0,8,14,902,22,0,2,4,24,108,2134,2,1062,208,320,774,174,27270,10,2,0,136,0,514,2,12,26,24,2490,62,78
NOR,0,2,8,2,38,10,0,366,520,422,0,2840,1830,396,2,2010,20,0,24,126,334,12,4,80,300,2,8,24,1212,12,16,6,30,0,2774,2722,466,3184,10,22,30,10,0,456,0,2,46,180,0,2,174,1320,5872,0,0,4426,8,92,76,184,2,3348,558,304,2620,14,0,4230,18,4,10,9324,312,66,0,6,18,4,2,1302,0,60,26,10,4,8,592,2,980,290,1104,804,472,28,674,822,3890,12,56,1694,50,134,34,14,0,10,670,40,4,62,12,6,0,6,76,4,328,174,262,0,254,20,28,14,0,496,0,120,14,130,22,22,36,34,2,0,10,58,300,22,14,6,124,8,2,4052,0,116,0,542,28,388,44,278,110,0,2,1850,6,1362,26,110,0,102,908,1530,14,268,30,32,388,0,6,10,20,8,8,6,536,10,0,4,688,642,5874,4,0,4,16,2,6,6,326,8,0,2,4,4,48,988,2,504,146,138,374,72,8358,12,0,0,72,0,284,2,4,22,10,1080,70,44
NPL,0,6,0,4,6,0,0,38,34,14,0,310,44,2,0,64,36,0,18,200,12,12,0,6,2,0,2,4,80,2,4,36,16,4,144,142,32,398,18,38,14,2,0,42,4,2,14,2,0,0,8,26,224,0,0,78,2,10,12,54,2,74,16,78,48,6,0,118,0,4,0,524,12,54,0,8,14,2,0,30,0,2,6,0,2,0,30,8,12,114,538,24,50,16,12,22,94,4,22,228,14,56,16,26,4,0,176,24,8,20,20,4,0,2,62,0,8,10,10,0,14,2,8,8,10,54,0,8,8,8,34,8,8,30,2,0,4,22,104,4,2,8,88,0,0,178,116,0,0,104,10,212,16,42,96,0,2,48,0,40,14,4,0,24,30,34,12,48,8,20,90,0,0,2,8,0,0,0,38,2,0,0,18,8,114,6,0,6,0,0,8,18,144,2,0,6,2,8,18,50,0,64,66,48,16,8,760,0,0,0,6,0,98,2,0,2,6,126,18,4
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,0,4,2,2,12,4,0,136,304,258,0,6362,758,14,2,950,32,0,16,108,324,20,4,32,256,6,10,30,948,20,16,10,20,4,2122,1180,386,3514,20,44,20,2,16,490,2,4,74,18,0,0,290,582,2490,0,0,756,12,38,320,400,0,1392,386,84,752,66,20,1834,2,6,8,5672,294,72,2,4,24,2,0,490,10,6,38,8,10,12,372,6,434,240,834,756,592,50,86,364,1600,18,60,1112,14,98,22,32,2,4,818,34,18,58,18,6,2,6,264,0,324,32,300,0,30,22,20,14,8,532,0,48,6,44,24,50,14,20,2,0,22,24,668,12,60,0,156,8,4,1314,542,104,0,0,34,528,52,126,166,6,22,672,0,680,26,16,2,316,168,586,16,448,18,20,738,0,0,4,0,6,2,0,380,0,0,6,88,112,1010,8,0,12,12,0,4,16,520,4,0,6,14,12,50,486,2,592,60,62,310,78,6044,62,0,2,36,0,196,20,28,4,6,606,22,16
OMN,0,4,2,0,10,2,0,214,30,6,0,234,32,0,2,64,4,0,2,32,20,52,0,2,4,4,0,6,80,4,10,2,2,0,176,48,38,200,2,6,4,6,0,40,0,0,6,0,0,0,12,30,188,0,0,54,2,24,14,248,2,76,10,16,32,4,0,136,2,0,2,396,24,16,0,0,4,0,0,42,0,0,4,0,0,2,18,2,14,18,440,28,200,78,2,32,152,4,92,68,12,24,2,6,0,2,160,72,0,32,0,22,0,0,22,0,14,2,6,0,32,0,2,4,4,66,0,8,0,10,6,0,2,4,0,0,8,4,216,0,0,2,36,6,2,118,28,10,0,34,0,374,6,14,24,2,0,46,0,52,6,20,0,98,22,52,8,334,28,2,42,0,0,0,0,4,2,0,14,0,0,0,8,10,54,0,0,0,4,0,2,2,52,0,0,0,2,2,74,96,2,36,12,16,16,12,306,2,0,0,6,0,18,2,4,4,22,90,6,6
PAK,0,38,2,2,24,2,0,700,100,436,0,1604,742,188,2,566,32,0,16,334,310,98,4,14,254,4,2,8,890,4,28,14,28,4,1000,708,138,8632,16,82,42,4,0,406,2,4,28,178,0,0,318,622,1768,0,0,414,4,112,270,1032,4,774,326,132,666,10,0,1078,4,4,8,3188,316,98,0,6,60,2,0,584,2,6,26,2,0,2,538,2,532,364,1674,424,916,150,36,120,1294,8,226,704,112,100,38,22,4,2,2538,120,2,98,10,20,0,2,256,2,296,24,254,0,102,2,16,4,8,686,0,32,18,28,34,54,138,44,2,0,34,30,2334,8,4,2,294,6,2,614,388,212,0,528,374,0,20,232,138,0,4,638,0,502,22,42,0,504,444,838,12,4774,48,18,278,0,0,2,4,4,2,6,354,2,0,2,234,56,856,4,0,4,24,0,8,14,786,58,0,0,4,8,134,1616,2,694,74,54,462,22,3810,72,0,2,42,0,506,4,4,8,38,584,44,32
PAN,0,2,6,0,10,4,0,22,104,4,0,124,42,0,0,96,10,0,2,14,16,6,2,8,4,6,0,46,236,8,8,4,8,2,192,76,86,104,18,32,10,2,0,200,0,2,110,26,0,0,6,56,226,0,0,46,34,8,98,30,2,184,26,20,42,10,0,130,2,4,10,336,8,14,0,0,4,2,0,36,6,2,36,8,10,28,20,8,20,34,90,14,26,6,14,38,82,12,14,70,6,34,16,2,0,2,34,18,2,2,6,4,0,0,22,2,16,6,12,0,14,0,2,8,0,184,0,6,2,14,2,2,4,12,0,0,2,6,42,4,4,0,26,24,2,130,44,16,0,52,6,20,0,100,30,0,10,42,0,50,28,8,0,8,32,44,4,24,4,12,58,0,0,2,0,30,0,0,24,2,0,14,16,14,66,0,0,4,4,0,2,2,42,2,0,0,4,6,10,34,2,52,10,14,16,56,894,0,0,0,64,0,22,2,8,4,4,54,6,4
PER,0,4,4,2,14,4,0,34,522,160,0,322,258,160,6,232,20,0,8,54,56,8,0,30,8,2,4,136,1210,18,12,0,18,2,318,454,554,400,28,28,24,2,0,526,0,4,146,224,2,0,20,256,564,0,0,278,30,26,290,52,2,786,50,50,280,8,2,636,2,4,6,1096,40,36,0,2,24,0,0,248,0,2,76,10,18,44,220,14,234,228,374,54,70,24,14,72,466,12,32,310,12,98,20,12,0,2,268,22,0,20,12,2,0,0,42,0,52,14,44,0,32,6,10,8,0,706,0,34,8,18,4,2,4,34,0,0,6,22,96,8,4,8,74,28,2,428,278,42,0,126,14,232,100,0,70,0,0,298,0,176,70,10,0,16,238,272,10,52,16,18,92,0,0,2,2,24,2,0,70,0,0,12,214,44,320,0,0,6,8,0,4,10,260,2,0,0,4,8,22,236,2,96,44,44,214,116,2004,4,2,0,154,0,72,2,6,10,6,380,10,22
PHL,0,6,2,2,14,2,0,64,118,18,2,606,88,4,4,144,22,0,12,126,30,6,2,24,12,4,0,8,278,14,28,8,10,2,340,334,84,770,20,38,14,12,4,226,0,2,18,18,0,0,8,70,438,0,0,130,10,98,32,80,0,286,52,38,114,18,0,380,2,4,2,928,38,42,0,2,10,0,0,86,0,2,34,0,2,36,64,4,62,296,418,156,92,20,22,82,310,4,32,746,16,70,20,74,4,8,360,28,38,26,12,2,0,0,68,0,40,12,28,0,24,0,10,6,0,160,0,26,10,14,38,6,28,22,0,0,4,12,368,8,2,2,54,8,2,330,110,96,0,166,24,138,30,70,0,0,8,214,0,86,26,16,0,26,178,222,8,96,12,14,332,0,2,2,4,10,2,0,66,0,0,2,48,40,180,0,0,4,8,0,4,4,354,4,0,2,6,8,32,132,2,552,36,24,148,26,1258,0,0,0,22,0,300,2,8,4,4,216,14,22
PLW,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,2,0,6,0,0,0,2,0,4,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0
PNG,0,2,2,0,0,0,0,4,0,0,0,250,4,0,0,14,2,0,10,4,0,0,0,0,0,0,0,0,10,0,2,0,2,2,14,32,0,12,6,4,6,0,4,2,0,0,2,0,0,0,0,34,24,0,0,8,4,0,2,4,2,14,0,10,0,24,0,46,0,8,0,82,0,10,0,4,6,2,0,0,0,0,4,0,0,2,0,10,0,20,34,0,0,2,2,0,4,2,0,22,0,16,0,4,0,0,10,0,8,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,4,4,2,2,0,8,10,4,6,2,8,2,0,14,2,2,0,22,0,4,10,0,8,0,0,0,0,4,0,0,0,2,2,4,2,8,4,6,12,0,0,2,0,2,0,0,0,4,0,0,0,0,10,0,0,0,0,0,2,2,30,0,0,0,6,4,0,2,2,8,14,6,2,0,112,0,0,0,0,0,12,6,8,0,2,8,4,4
POL,0,2,4,2,74,10,0,412,750,736,0,2560,2726,426,2,3014,26,0,14,94,1052,22,2,116,792,4,4,22,2118,12,16,2,34,2,2710,3628,730,3486,14,40,26,2,0,890,0,6,36,194,4,2,482,3862,8942,0,0,2218,14,214,324,612,0,5232,778,78,2046,8,0,6040,4,4,10,9126,624,54,0,0,18,0,0,2196,2,2,42,10,4,28,1188,4,2174,256,2090,1394,1060,110,308,1256,6496,14,78,2570,298,64,44,8,0,16,1594,56,0,116,14,18,0,14,214,2,1144,142,800,0,292,68,76,12,4,942,0,182,2,140,10,106,20,36,2,0,8,14,604,36,14,0,124,8,2,3912,1850,48,0,672,46,638,42,298,214,2,0,0,2,2174,36,76,0,336,1810,3380,12,712,16,18,424,0,6,2,2,6,8,0,1084,0,0,6,1734,1108,3158,6,0,4,28,0,4,14,662,26,4,0,4,4,172,1672,2,1108,26,40,2756,90,9326,64,2,0,80,0,416,2,4,30,16,1088,20,18
PRK,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,6,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,0,0,0,8,0,0,6,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0
PRT,0,6,128,2,54,8,0,428,722,516,0,2158,1908,270,2,2512,36,0,18,66,668,16,4,88,586,6,4,20,5362,16,16,4,20,4,1948,2700,848,2528,12,46,36,16,0,870,2,52,64,48,2,0,502,1686,5046,0,0,1908,10,180,450,516,0,8068,608,66,1520,20,18,4792,2,4,10,8290,574,58,8,2,18,26,0,1748,2,18,34,8,10,4,866,4,1192,96,1496,1204,956,68,250,910,5112,12,66,1346,58,106,48,8,0,12,910,48,6,90,14,16,0,2,222,2,784,162,620,0,454,24,52,30,0,768,0,116,14,180,14,86,14,156,2,0,26,18,504,26,12,6,182,12,2,3118,1362,40,0,680,52,502,50,176,86,2,4,2174,0,0,54,94,0,346,1152,1782,8,624,34,32,314,4,0,4,4,8,8,0,988,0,8,8,718,876,2192,10,0,10,18,0,2,14,450,36,4,14,4,8,288,1362,2,690,36,44,662,102,6142,74,2,0,78,2,166,10,8,22,10,938,16,12
PRY,0,0,2,2,6,0,0,28,130,2,0,68,36,2,2,36,12,0,8,22,20,4,0,8,12,2,0,28,166,8,8,0,10,2,82,50,162,40,4,12,12,0,0,102,0,2,24,24,0,0,10,26,74,0,0,38,14,16,58,42,0,250,8,12,32,2,0,64,0,2,0,164,16,12,0,2,4,2,0,46,2,2,14,2,0,6,32,2,16,22,48,20,32,8,10,38,76,6,12,36,4,14,12,2,0,2,38,6,0,2,4,4,0,0,6,0,34,4,14,0,16,0,8,2,0,94,0,12,2,12,2,2,2,14,0,0,2,8,22,4,0,4,24,10,0,82,26,14,0,26,6,22,28,70,26,0,0,36,0,54,0,6,0,14,40,40,4,22,8,8,34,0,0,2,0,2,2,0,30,0,0,6,22,20,34,0,0,2,6,0,0,0,12,2,0,0,2,2,12,30,0,16,4,8,16,56,194,0,0,0,38,0,16,0,2,0,2,54,4,2
PSE,0,4,2,2,10,2,0,106,76,68,0,144,84,68,2,32,8,0,2,14,72,8,0,6,66,2,0,8,86,4,4,0,4,0,128,82,74,118,2,10,6,0,0,74,0,2,8,2,0,0,18,72,160,0,0,78,4,38,6,70,0,116,10,10,28,4,0,134,2,0,0,250,74,10,0,0,2,0,0,82,0,2,4,0,0,2,12,2,76,20,56,20,60,36,4,156,166,4,122,90,8,10,4,2,0,2,10,8,0,34,0,22,0,0,10,0,12,4,6,0,150,0,4,2,0,16,0,6,0,8,2,6,2,8,0,0,2,4,86,2,0,0,22,4,2,102,110,4,0,16,20,42,8,10,16,0,0,76,0,94,6,0,0,26,84,78,2,138,22,6,24,0,0,4,2,4,2,0,78,0,0,0,74,68,94,0,0,2,10,0,2,2,10,4,0,0,4,2,28,200,2,80,6,6,6,8,218,0,0,0,4,0,18,2,2,6,8,92,8,2
PYF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,2,0,0,0,236,34,226,0,788,320,8,0,382,6,0,0,26,250,76,2,28,236,2,2,0,364,4,10,0,8,0,526,412,46,1040,0,12,2,2,0,272,0,0,6,8,6,0,252,288,692,0,0,206,2,52,234,576,0,520,264,32,344,0,0,584,0,4,0,1530,232,16,0,0,4,0,0,442,0,0,0,0,0,0,288,0,262,36,624,370,516,48,20,56,646,4,130,170,18,18,6,4,0,0,424,108,2,118,2,6,2,2,166,0,244,6,234,0,38,2,6,0,4,282,0,6,0,6,4,40,0,6,0,0,0,4,400,4,2,0,68,0,0,286,102,24,0,316,98,504,8,16,26,0,2,336,0,346,14,26,0,0,38,326,10,660,18,2,128,0,0,0,0,0,0,0,326,0,0,2,78,26,142,2,0,0,10,0,0,0,248,4,0,0,0,2,156,460,0,298,12,12,240,6,2362,56,0,0,8,0,64,0,0,2,44,204,2,0
ROU,0,2,4,0,58,10,0,306,456,402,0,770,1296,386,4,1232,24,0,20,34,452,20,2,104,308,4,2,14,1018,10,14,4,18,0,920,1572,366,1522,24,48,18,2,0,488,6,4,28,188,0,0,170,1182,2864,0,0,1108,14,144,76,252,0,2152,260,46,818,6,0,2894,2,4,4,3590,336,30,0,0,14,2,0,1344,2,4,24,4,2,32,630,4,1516,224,930,638,348,112,144,664,2862,8,68,1068,54,44,34,2,0,2,584,46,0,76,12,18,0,6,44,2,462,84,342,0,314,10,246,8,0,490,0,106,4,102,2,50,6,28,0,0,4,14,236,2,10,0,124,8,2,1668,908,30,0,168,22,444,32,238,178,0,2,1810,0,1152,40,84,0,38,0,1494,10,270,12,18,170,0,0,2,2,6,10,0,686,0,0,4,884,746,1330,8,0,6,14,0,4,20,266,28,4,4,4,8,84,1446,2,448,14,24,706,32,2872,4,0,0,64,0,224,2,6,16,16,656,12,8
RUS,0,4,4,2,56,8,0,458,682,1008,0,2578,2346,708,0,1944,18,0,10,106,972,24,0,106,1752,10,2,22,2346,4,12,0,22,2,2446,3030,700,6272,24,58,24,2,2,838,0,2,46,212,4,0,390,2962,10714,0,0,1502,12,182,308,814,2,3922,734,68,2546,8,4,6616,6,4,10,7768,708,44,2,14,18,2,0,1816,2,24,20,6,4,32,966,4,1716,282,2886,1026,894,98,196,1536,5326,12,106,3430,1076,64,116,8,0,0,2198,60,6,128,10,16,0,54,238,2,786,88,814,0,332,66,160,8,0,1258,0,114,2,86,26,104,260,28,0,0,22,10,572,6,10,10,118,6,2,2856,1530,34,0,586,52,838,44,272,222,0,4,3380,0,1782,40,78,0,326,1494,0,4,872,26,32,446,0,2,2,4,6,6,0,1096,0,0,6,1188,822,2736,6,0,6,36,0,2,14,734,78,4,0,4,6,104,1772,2,1380,24,50,2468,74,10992,268,0,2,70,0,744,4,4,16,14,1178,10,6
RWA,0,2,4,0,2,0,0,4,18,0,0,78,16,0,12,76,14,0,22,16,2,4,0,0,4,0,0,0,22,2,4,0,12,6,84,54,10,68,26,18,14,14,0,10,0,0,0,0,0,0,0,8,82,0,0,12,4,2,4,20,0,22,4,72,12,0,0,64,0,0,4,178,2,50,0,6,8,2,0,10,0,0,6,0,0,6,2,8,2,12,44,14,0,4,2,10,18,4,4,24,2,132,0,18,0,2,14,0,4,2,6,2,0,0,14,4,2,8,0,0,8,0,0,22,4,16,0,0,18,2,8,0,2,30,2,0,0,32,14,4,0,12,64,4,0,80,14,12,0,16,8,12,4,10,8,0,2,12,0,8,4,2,0,10,10,4,0,8,8,22,14,0,0,0,12,2,2,0,2,4,0,0,0,2,92,2,0,0,0,0,2,8,16,2,0,0,0,2,2,4,0,4,98,110,4,0,414,0,0,0,0,0,14,0,0,0,6,108,32,20
SAU,0,6,4,2,20,4,0,1108,172,220,0,2270,570,32,2,864,26,0,8,446,292,180,6,42,244,4,4,10,706,6,24,0,30,0,2072,778,228,5282,6,44,16,2,0,410,0,2,38,14,6,2,264,456,2150,0,0,406,6,688,240,9078,2,1348,314,134,564,12,0,1918,2,6,2,4320,252,70,0,0,36,6,0,712,0,8,6,2,6,2,332,2,382,180,4432,436,920,314,52,222,1522,18,726,976,68,64,24,10,0,6,1600,364,0,244,14,72,0,6,158,0,254,26,232,0,324,18,12,12,2,440,0,28,18,20,2,18,10,26,2,0,36,18,2230,16,12,4,282,6,2,730,268,48,0,448,334,4774,24,52,96,0,8,712,4,624,22,138,0,660,270,872,8,0,438,30,334,0,0,2,0,4,2,0,448,4,0,0,124,132,598,8,2,8,34,0,2,12,434,16,0,0,6,8,1928,1634,2,808,38,24,290,28,6790,62,0,0,22,0,590,2,2,10,390,718,20,8
SDN,0,8,2,0,4,0,0,32,22,2,0,60,10,2,6,24,12,0,12,14,8,8,0,4,8,0,2,6,46,4,2,0,6,4,42,40,20,366,8,22,10,12,0,22,0,0,4,0,0,0,12,12,108,0,0,28,2,10,4,150,8,42,6,44,16,10,0,80,2,0,2,210,4,26,0,6,6,6,0,8,0,0,4,0,0,0,6,2,16,16,70,20,40,30,2,20,80,4,44,50,2,40,2,6,0,2,32,18,4,22,2,6,0,2,6,0,14,2,6,0,22,6,0,8,0,28,0,6,14,6,2,0,2,16,4,0,2,14,134,4,2,10,74,4,2,62,30,8,0,18,28,48,4,16,12,0,4,16,0,34,8,22,0,18,12,26,8,438,0,16,14,0,0,0,4,2,2,0,10,8,0,0,6,2,38,2,0,0,12,0,6,12,14,0,0,0,2,2,26,44,2,20,34,28,10,6,170,0,0,0,2,0,16,4,4,2,22,146,18,4
