,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
OMN,0,0,0,0,6,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,56,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,4,6,0,0
PAK,0,0,0,0,4,0,0,8,8,0,0,6,0,0,4,2,0,0,0,0,0,0,0,8,0,0,0,0,0,18,20,0,12,0,2,0,0,0,0,2,0,0,0,68,0,0,0,0,0,0,2,0,2,0,0,4,0,12,0,0,140,0,0,0,0,0,0,8,0,0,2,0,0,0,0,2,0,0,6,8,0,0,0,0,6,14,2,0,20,0,0,0,2,0,2,4,0,2,0,0,0,0,2,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,10,10,0,22,2,2,6,0,0,0,0,0,0,0,0,2,12,0,0,4,0,0,2,0,0,0,0,0,12,0,0,0,0,0,118,0,0,0,4,0,0,0,0,6,0,2
PAN,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,4,2,2,0,0,0,0,4,0,6,0,0,4,22,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,2,0,0,0,0,0,2,0,0
PER,0,0,0,0,0,12,0,2,2,0,0,8,0,0,2,0,0,0,0,0,0,0,6,24,0,0,0,0,0,8,10,4,2,0,0,0,0,16,0,2,2,0,0,12,0,0,10,0,0,8,0,0,26,0,2,2,0,20,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,2,0,0,0,2,10,2,0,10,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,142,0,0,6,4,0,0,0,0,2,0,0
PHL,0,0,0,0,0,0,0,52,2,0,0,8,0,0,14,0,0,0,0,0,0,0,0,6,2,0,0,2,0,18,8,4,22,0,2,0,0,2,0,2,0,0,0,18,0,0,22,0,0,0,8,0,12,0,12,8,0,16,0,0,40,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,12,36,0,0,0,0,8,8,2,0,100,0,4,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0,0,0,2,8,0,0,0,2,0,28,8,8,4,0,2,0,4,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,2,0,0,16,0,2,0,0,0,42,0,0,0,0,2,0,4,2,2,0,0,156,0,0,0,8,0,0,0,0,0,0,2
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,10,0,2,2,0,2,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,0,58,6,92,256,0,0,286,0,0,0,50,0,0,0,78,0,0,0,142,0,0,0,0,0,340,416,14,62,0,0,0,0,38,0,0,2,2,248,1816,0,0,258,2,4,10,6,0,336,14,0,284,0,1200,0,0,1080,14,0,0,0,0,0,144,0,0,0,0,0,0,0,44,0,164,2,96,32,6,0,6,120,720,0,2,418,4,0,0,0,0,154,2,0,0,0,0,0,0,2,0,50,4,16,14,2,26,0,0,134,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0,396,154,2,10,0,2,0,0,0,0,0,0,0,98,0,0,0,46,828,0,18,0,0,16,0,0,0,0,0,0,0,192,100,444,0,0,0,0,0,2,2,0,0,0,0,36,8,0,0,372,0,2074,0,4,18,6,0,0,2,6,66,0,2
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,6,0,0,0,0,8,12,26,98,0,0,188,0,0,0,12,2,0,0,14,0,0,0,202,0,0,0,0,0,74,170,4,46,0,2,0,0,10,0,0,2,2,82,494,0,0,160,0,8,0,0,0,524,2,0,108,0,638,0,0,818,6,0,0,0,0,0,128,0,0,0,0,0,0,0,4,0,38,2,6,50,4,0,16,38,330,0,0,70,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,18,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,320,84,0,10,2,0,0,0,0,0,0,98,0,0,0,0,0,26,166,0,4,2,2,6,0,0,0,0,0,0,0,60,82,216,0,0,0,0,0,2,0,0,0,0,2,10,2,0,0,20,0,676,0,0,6,0,0,0,2,0,6,0,0
PRY,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0
ROU,0,0,0,0,0,2,16,14,30,0,0,106,0,0,4,76,0,0,0,2,0,0,0,34,0,0,0,0,0,48,90,0,68,2,2,2,0,0,0,0,0,56,38,432,0,0,10,2,4,0,0,0,136,2,0,80,0,410,0,0,136,2,0,0,0,0,0,48,0,0,0,0,0,2,0,16,0,146,0,64,6,2,0,2,14,284,0,0,90,4,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2,2,8,16,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,0,2,0,10,0,0,0,0,0,46,0,26,0,0,0,0,172,0,20,0,2,0,0,0,0,0,0,0,0,10,6,40,0,0,0,0,0,0,0,0,0,0,0,14,62,0,0,12,0,338,2,0,4,2,0,0,0,0,8,0,0
RUS,0,0,0,0,0,58,92,196,300,20,0,424,0,0,0,158,0,0,0,216,0,0,0,308,2,0,0,0,0,530,772,32,288,2,0,0,0,46,0,0,0,56,394,4410,0,0,388,0,8,10,6,0,630,46,0,546,0,2154,0,0,1656,88,0,0,0,0,0,194,0,0,0,0,0,0,0,40,0,190,0,168,72,18,0,0,318,1200,0,4,1152,76,0,8,0,0,324,0,0,0,0,0,0,0,0,0,72,0,60,14,10,44,0,0,184,0,4,2,0,0,6,0,0,0,0,6,0,0,0,0,0,758,310,0,32,6,10,2,4,2,0,0,828,0,166,0,0,0,172,0,0,0,0,2,8,0,0,0,0,0,4,2,216,96,794,2,2,0,0,0,6,16,8,0,0,0,70,114,2,0,702,4,4170,60,0,20,12,0,0,2,60,32,0,0
RWA,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0
SAU,0,0,0,0,12,0,0,14,10,2,0,20,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,54,4,2,6,0,0,0,0,0,0,0,0,0,6,34,0,0,4,0,4,0,74,0,18,0,0,6,0,36,0,0,86,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,4,28,0,12,20,0,4,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,2,0,0,6,22,0,0,0,0,0,18,0,4,0,0,0,20,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,8,14,2,0,0,0,0,226,0,0,0,0,0,0,0,0,38,0,2
SDN,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,8,0,0,20,0,0,0,0,0,0,0,2,0,0,6,0,0,44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,2,0,0,0,2,0,0,6,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
SEN,0,0,0,0,0,0,0,2,2,0,0,30,4,14,2,0,0,0,0,0,0,0,0,6,0,0,0,2,2,4,18,2,2,6,6,0,0,0,0,0,0,0,0,8,0,0,18,0,0,0,2,0,0,0,2,8,0,128,0,2,50,0,2,0,16,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,14,2,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,4,0,0,10,0,0,0,0,2,2,0,6,0,0,4,2,0,6,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,0,0,2,0,0,2,6,0,0,50,0,0,0,0,0,0,0,0,4,0,2
SGP,0,0,0,0,0,2,0,200,18,0,0,22,0,0,2,2,0,0,0,0,0,0,0,12,0,2,0,0,0,120,22,2,410,0,0,0,0,4,0,2,0,0,2,82,0,0,22,0,0,0,14,0,14,0,0,6,0,50,0,0,272,0,0,0,0,0,0,2,0,0,0,0,0,4,0,8,0,2,12,50,40,2,0,0,22,16,0,0,110,0,2,0,0,0,28,8,0,0,0,0,0,0,2,0,2,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,24,14,0,22,0,6,0,0,6,0,0,16,0,6,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,2,24,0,0,0,0,0,20,0,0,0,6,0,0,96,2,0,6,0,654,0,0,0,10,0,0,0,0,4,0,2
SLB,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,2,0,26,216,0,0,134,0,0,0,12,0,0,0,0,0,0,0,62,0,0,0,0,0,34,158,4,18,0,0,0,0,2,0,0,0,0,386,446,0,0,82,2,0,0,0,0,112,4,0,102,0,252,0,0,294,2,0,0,0,0,0,92,0,0,0,0,0,0,0,20,0,58,0,22,4,0,0,0,20,192,0,0,90,6,0,0,0,0,4,14,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,122,100,0,12,0,0,0,0,0,0,0,192,0,60,0,0,0,10,216,0,0,2,0,2,0,0,0,0,0,0,0,0,70,136,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,48,0,364,8,0,0,2,0,0,0,18,8,0,0
SVN,0,2,0,0,0,4,0,20,152,0,0,88,0,0,2,4,0,0,4,6,0,0,0,60,0,0,0,0,0,36,110,0,6,0,0,0,0,0,0,2,2,2,74,198,0,0,74,0,4,0,2,0,86,6,0,80,0,162,0,0,202,0,0,0,0,0,0,94,0,0,0,0,0,0,0,110,0,30,0,8,6,0,0,6,18,162,0,0,44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,78,0,0,0,2,0,2,0,0,0,100,0,82,0,0,0,6,96,0,0,0,0,2,0,0,0,0,0,0,0,70,0,138,0,0,0,0,0,2,6,0,0,0,0,6,2,0,0,4,0,234,2,0,2,0,0,0,0,6,0,0,0
SWE,0,2,0,0,6,64,8,482,294,0,0,548,0,2,28,34,0,0,0,24,0,0,0,162,0,0,0,6,0,558,598,44,288,2,8,0,2,28,2,16,12,0,210,1956,0,0,1270,0,2,10,28,6,574,168,50,1220,2,1286,0,2,2318,16,4,0,0,18,0,216,0,0,4,0,0,2,6,14,0,204,6,98,136,18,0,128,142,1066,2,4,700,6,20,0,0,0,44,2,0,0,0,0,0,0,10,0,110,6,82,2,2,2,0,0,54,0,4,2,4,0,0,12,0,0,0,6,0,0,4,8,16,904,986,0,82,2,12,0,6,16,0,0,444,0,216,0,0,0,40,794,0,10,10,6,24,0,0,0,0,0,0,0,136,138,0,0,0,2,0,0,16,0,0,0,2,2,42,20,52,6,96,26,3910,10,0,12,24,6,0,0,12,66,6,10
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,4,0,0,0,0,4,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
