,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
KHM,2,0,2,0,0,0,4,0,0,44,2,0,0,20,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,8,30,0,44,2,4,2,0,0,2,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,2,0,2,0,0,64,0,0,48,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,40,24,0,0,0,0,0,4,0,0,56,0,8,0,0,0,18,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,2,22,0,2,4,6,0,2,0,6,2,0,0,0,2,20,0,6,0,0,2,0,0,0,0,2,0,0,0,4,12,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,76,0,0,0,0,0,0,8,6,2,0,0,86,0,0,0,0,0,36,0,0,0,4,2,0
KNA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,4,0,2
KOR,0,0,0,0,0,24,150,108,0,948,278,26,0,350,0,0,138,104,2,0,2,90,0,0,0,426,0,2,0,0,0,1500,712,118,3596,0,8,2,0,0,160,0,0,8,26,0,70,314,1894,0,0,200,0,24,60,150,0,642,72,2,274,12,1278,0,0,1974,66,10,0,6,0,0,288,0,0,4,0,0,2,160,0,186,130,1746,198,248,0,26,248,900,0,12,3974,38,12,8,18,0,0,4,4,16,0,2,0,2,24,0,84,2,2,14,2,6,4,0,306,0,2,4,0,12,4,38,8,0,0,0,0,228,0,2,0,12,2,510,158,30,202,6,264,8,32,96,0,2,444,10,186,2,2,14,104,780,2,138,0,6,536,0,0,0,0,0,88,0,0,152,92,366,0,0,4,0,0,0,302,0,0,0,0,12,224,892,10,6,198,2,13920,20,0,0,12,0,340,0,0,0,84,0,0
KWT,0,0,0,0,0,74,6,0,0,54,6,0,0,6,0,0,8,2,24,0,4,0,0,0,0,8,0,2,0,0,0,102,14,2,22,0,0,4,0,0,2,0,0,0,0,0,2,14,48,0,0,4,0,4,0,112,2,10,2,2,12,0,20,0,0,134,0,4,0,0,0,0,6,0,0,2,0,0,2,6,0,10,0,54,2,36,2,0,6,16,0,10,24,0,2,0,0,0,4,0,0,18,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,18,18,0,4,32,48,0,2,2,0,0,10,0,8,2,0,38,6,8,0,74,6,0,4,0,0,0,0,0,6,0,0,12,2,16,0,0,10,0,0,0,4,0,0,0,0,12,10,4,4,2,4,0,182,0,0,0,4,0,2,0,0,14,2,0,0
LAO,2,0,0,0,0,0,2,0,0,28,0,0,0,6,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12,26,0,20,0,0,0,0,0,4,0,0,0,2,0,0,2,14,0,0,4,0,0,0,0,0,0,0,0,0,2,32,0,2,56,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,2,0,0,0,4,0,0,36,4,2,0,14,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,6,0,0,0,0,0,6,0,0,8,0,2,0,0,6,0,2,0,0,0,0,0,0,0,2,0,12,0,2,2,0,0,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,70,0,0,0,0,0,0,2,2,2,0,0,38,6,0,0,0,0,22,0,0,0,4,0,0
LBN,0,0,0,0,0,38,20,0,0,64,28,0,0,50,0,2,4,24,20,0,2,0,0,0,0,48,0,0,0,0,0,130,64,4,66,2,0,0,0,0,38,0,0,6,6,0,2,10,104,0,0,14,0,20,2,60,0,56,0,0,12,0,410,0,0,136,0,0,0,0,0,0,40,0,0,2,0,0,2,4,0,8,0,50,10,20,2,0,34,174,0,20,44,0,0,0,0,0,16,18,0,0,0,6,0,0,0,0,6,0,0,18,2,0,0,0,40,0,6,0,2,0,0,0,0,0,0,0,0,18,0,0,0,26,0,60,6,0,22,22,14,6,14,8,0,0,16,0,6,2,2,14,20,12,0,30,0,2,6,0,0,6,0,0,8,0,0,2,8,10,0,0,26,0,0,0,36,0,0,0,0,30,48,10,0,6,10,0,440,0,0,0,6,0,2,0,0,0,22,0,0
LBR,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,2,2,0,0,16,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,16,8,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,6,0,6,0,48,0,4,0,2,8,0,34,0,0,86,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,64,0,0,2,0,0,10,0,10,2,0,0,0,0,0,2,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,22,2,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,2,4,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0
LIE,0,0,0,0,0,0,0,0,0,10,170,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
LKA,0,0,0,0,0,2,2,0,0,156,8,0,2,10,4,2,14,0,0,0,0,0,0,0,0,10,0,4,2,2,0,34,34,2,32,0,0,0,0,0,2,0,0,0,0,0,0,2,18,0,0,16,0,0,0,4,0,12,2,10,2,0,10,0,0,172,0,4,0,0,0,0,2,8,0,0,0,0,0,0,0,0,10,106,4,6,0,4,2,16,0,0,94,2,14,0,8,0,24,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,2,30,0,0,0,4,2,28,6,8,6,2,20,0,2,12,0,0,0,0,2,0,0,0,2,0,0,2,2,2,12,0,0,0,0,0,0,0,0,0,0,42,0,0,16,0,0,0,32,0,0,0,0,0,4,8,0,0,0,0,128,6,0,0,0,0,10,2,0,0,12,0,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,20,0,0,0,0,0,0,0,0,0,18,0,2
LTU,0,0,0,0,0,6,14,64,0,44,158,2,0,190,2,0,2,114,0,0,0,102,0,0,0,86,0,2,0,0,0,42,126,4,110,0,0,0,0,0,66,0,0,2,2,0,72,106,436,0,0,84,0,4,2,22,0,202,174,0,180,0,286,0,0,314,64,2,0,0,0,0,118,0,0,0,0,0,0,84,0,122,0,80,74,66,0,16,28,206,0,2,48,0,6,2,0,0,84,0,0,6,0,0,0,0,0,0,0,14,102,6,0,4,2,0,70,0,18,0,8,0,0,0,6,0,0,2,0,2,0,0,0,0,0,110,78,0,72,0,72,2,2,6,0,0,260,0,100,0,0,0,62,176,2,0,0,0,10,0,0,2,0,0,102,0,0,32,50,182,0,0,2,0,0,0,6,0,0,0,0,4,122,90,0,2,156,0,296,2,0,0,2,0,4,0,0,0,10,2,0
LUX,0,0,0,0,0,0,0,0,0,38,42,0,0,172,0,2,0,10,0,0,0,2,0,0,0,26,0,0,0,0,0,44,80,0,30,0,2,6,0,0,0,0,0,0,0,0,8,22,338,0,0,30,0,2,0,2,0,76,6,2,40,0,364,0,0,204,0,2,2,0,0,0,24,0,0,0,0,0,0,8,2,12,0,14,24,2,0,0,36,142,0,0,24,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,16,4,0,0,0,4,0,122,64,0,8,0,0,0,2,0,0,0,32,0,24,0,0,0,14,0,4,2,0,8,0,0,0,0,0,0,6,0,0,12,14,70,0,0,4,0,0,0,10,0,0,0,0,2,8,6,0,2,2,0,148,0,0,0,2,0,0,0,0,0,16,0,0
LVA,0,0,4,0,0,4,12,4,0,28,50,0,0,60,0,0,0,58,0,0,4,16,0,0,0,24,0,0,0,0,0,26,68,4,12,0,0,0,0,0,2,0,0,0,4,0,6,58,196,0,0,50,0,4,0,8,0,68,82,0,60,0,84,0,0,110,10,2,0,0,0,0,34,0,0,0,0,0,0,18,0,24,2,18,24,0,0,6,24,106,0,0,26,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,102,10,0,4,0,2,0,0,2,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,4,0,2,0,4,0,0,0,88,0,22,0,0,2,30,66,0,2,0,0,4,0,0,2,0,0,36,0,0,26,32,104,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,32,0,110,0,0,0,0,0,0,0,0,0,2,0,0
MAR,0,0,0,0,0,14,54,40,0,60,54,36,0,62,0,4,2,2,2,0,2,42,0,0,0,74,0,0,0,0,0,144,64,44,76,4,12,0,2,0,42,0,0,6,6,0,2,66,140,0,0,52,0,44,2,24,0,354,8,4,10,0,1082,0,0,206,40,4,4,0,2,0,68,0,0,2,0,0,0,10,0,40,0,36,12,14,0,0,42,182,0,10,78,0,6,0,0,0,14,2,0,18,0,0,0,0,2,0,6,0,4,0,2,0,2,0,26,0,10,4,2,0,0,0,0,4,0,0,0,92,0,0,2,2,0,64,52,0,2,6,36,6,8,8,0,0,50,0,112,0,0,4,48,58,0,46,4,6,0,0,0,6,0,0,50,0,0,52,42,70,0,2,12,0,0,0,10,0,0,0,0,70,82,52,4,0,10,0,206,0,0,0,8,0,6,0,0,0,24,0,0
MCO,0,0,0,0,0,0,0,0,0,2,14,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4,36,0,0,0,0,6,0,0,0,22,0,0,0,0,76,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,22,2,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,2,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,2,4,0,4,4,0,0,10,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,10,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,64,0,0,8,0,0,0,2,0,26,0,0,8,0,48,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,12,16,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,2,2,0,0,42,0,4,0,0,0,46,80,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,2,14,0,0,24,0,88,0,0,0,2,0,0,0,0,0,0,0,0
MDG,0,0,0,0,0,2,4,0,0,10,0,0,0,20,2,6,2,0,0,0,0,0,0,0,2,6,0,0,0,2,0,16,14,2,6,0,8,0,0,0,4,0,0,2,0,0,0,0,42,0,0,4,0,0,2,0,0,4,0,0,8,0,158,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,4,0,0,0,14,0,0,12,0,10,0,6,0,4,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,0,2,0,0,2,2,0,0,8,6,0,4,0,2,2,2,4,0,0,4,0,8,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,4,6,2,0,0,146,0,0,0,2,0,0,0,0,0,18,0,2
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,0,2,0,2,10,498,108,0,338,196,4,0,304,8,4,14,138,0,0,6,68,4,2,34,690,4,0,0,8,0,784,346,318,444,0,6,4,2,0,412,0,0,74,252,0,64,248,1016,0,2,100,14,18,102,56,0,2132,64,8,172,0,1156,2,0,1192,70,2,2,2,0,0,202,0,0,56,4,0,14,112,2,154,6,412,154,106,2,12,130,784,2,12,358,6,24,2,0,2,306,4,2,40,0,2,0,0,6,0,70,0,2,26,2,0,6,0,0,0,8,4,4,0,24,20,4,0,0,0,2,30,2,16,2,34,20,406,92,14,130,4,86,40,138,36,0,0,262,0,236,14,0,16,94,428,2,44,2,8,48,0,0,20,0,0,108,0,0,70,34,226,2,0,12,0,0,0,48,0,0,0,10,28,150,154,10,6,188,74,4554,8,2,0,174,0,22,0,0,2,186,0,8
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
