,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
AFG,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,6,0,0
ALB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ANT,0,0,0,0,0,0,1,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
ARE,0,0,0,0,0,0,2,1,0,20,16,0,0,14,0,0,0,1,2,0,0,0,0,0,0,20,1,0,0,0,0,48,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,5,0,8,0,24,0,5,1,0,3,0,30,0,0,121,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14,4,16,4,5,2,0,5,9,0,21,17,0,0,0,0,0,0,2,14,0,5,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,1,32,6,0,6,16,5,0,0,1,0,0,2,0,2,0,0,5,3,5,0,15,3,0,24,0,0,0,0,0,3,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,6,10,0,2,0,0,1,0,122,0,0,0,0,0,3,0,0,0,0,5,0,0
ARG,0,0,0,1,1,2,0,3,1,96,45,0,0,62,0,0,1,8,0,0,0,1,0,0,6,421,1,0,0,0,0,198,107,217,58,0,0,0,0,0,90,0,0,14,23,0,0,42,299,0,0,44,3,3,35,2,0,527,2,1,26,0,322,0,0,260,3,0,0,0,0,0,0,19,0,0,4,0,0,3,0,0,15,2,57,38,7,0,0,34,206,1,0,61,2,0,0,0,0,0,46,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,138,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,4,5,97,14,1,19,0,1,7,30,5,0,0,42,0,45,12,0,0,10,56,0,8,0,1,4,0,0,1,0,0,6,0,0,7,9,77,0,0,0,1,0,10,0,0,0,1,5,23,0,7,0,0,3,65,973,2,0,0,0,40,7,0,0,0,0,38,0,0
ARM,0,0,0,0,0,1,3,0,0,1,0,3,0,19,0,0,0,26,0,0,0,4,0,0,0,13,0,0,0,0,0,8,48,1,7,0,0,0,0,0,0,0,0,0,1,0,5,31,106,0,0,2,0,0,0,1,0,17,0,0,9,0,76,0,0,55,7,0,0,0,0,0,0,25,0,0,0,0,0,0,5,0,1,0,7,12,1,0,0,2,78,0,1,27,2,0,1,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,8,1,0,0,0,0,0,1,12,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,37,0,19,0,1,0,12,84,0,1,0,0,0,0,0,0,0,0,9,0,0,18,0,19,0,0,1,0,0,0,1,0,0,0,0,4,0,7,0,0,6,0,119,2,0,0,0,1,0,0,0,1,0,13,0,0
ATG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,2,0,0,0,3,20,96,1,0,0,262,1,0,303,0,1,31,19,1,0,4,4,0,1,0,232,1,4,5,9,0,1305,568,84,1610,4,8,2,2,0,29,0,0,6,6,0,5,109,1512,0,0,289,0,3,4,20,1,387,9,4,155,24,996,8,5,3059,1,8,0,0,3,0,0,77,0,2,3,0,0,2,23,0,65,111,290,158,114,5,12,165,698,1,3,894,2,28,0,11,2,0,289,10,6,11,0,3,0,2,21,0,6,2,7,6,5,1,1,1,110,3,3,1,2,4,1,5,4,0,0,5,10,88,2,20,1,11,0,586,161,6,750,6,17,10,10,46,3,19,220,1,65,0,0,4,28,209,0,15,1,1,370,4,0,1,0,0,18,0,0,23,71,442,0,1,6,0,1,195,0,0,2,4,8,83,1,190,12,6,34,7,5041,3,0,0,0,13,58,3,0,0,0,265,7,9
AUT,0,0,1,0,2,16,45,0,0,262,0,2,0,322,0,2,3,48,0,0,6,8,0,0,3,88,0,0,1,0,0,292,695,28,156,3,3,3,0,0,8,0,0,0,5,0,5,234,2511,0,0,204,0,2,4,24,0,462,5,13,150,0,684,0,4,831,6,3,0,0,0,0,0,130,0,0,1,0,0,0,66,0,209,4,95,71,26,2,9,113,733,0,0,257,3,12,0,0,0,0,78,1,0,3,0,1,0,8,1,0,16,15,9,4,2,7,3,0,27,0,2,0,2,1,1,5,0,0,0,0,0,14,0,2,0,2,0,423,143,3,41,0,10,3,4,6,0,0,297,0,140,0,0,1,67,270,0,10,1,0,20,0,0,2,0,0,37,0,0,126,126,338,0,0,0,1,0,47,0,0,0,0,5,68,0,59,8,3,48,5,1541,2,0,0,0,5,9,0,0,0,0,62,5,2
AZE,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,1,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,59,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,1,0,0,0,0
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BEL,0,0,0,0,6,14,62,19,0,303,322,0,3,0,15,15,12,111,0,0,3,7,1,0,19,166,0,0,0,3,2,564,730,74,279,12,15,18,4,0,22,0,0,5,29,0,4,210,1646,0,0,337,2,18,17,28,0,798,12,17,215,1,2199,0,3,1911,5,5,0,1,7,0,0,242,0,1,1,0,1,1,37,0,197,8,93,149,26,0,9,169,1069,1,2,329,4,44,2,6,0,0,94,1,1,9,0,3,0,0,3,0,28,46,9,23,6,5,2,0,80,0,2,7,4,2,8,0,2,0,0,1,9,7,2,1,2,7,5,1726,182,9,79,4,6,5,18,4,0,0,375,0,178,1,0,1,94,313,10,12,0,5,37,0,0,0,0,1,39,0,0,69,52,483,0,0,7,2,1,17,0,0,0,0,20,85,0,25,17,13,51,0,2421,7,0,0,0,14,28,0,0,1,0,102,13,3
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,1,2,4,3,3,0,1,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,1,0,0,38,0,0,4,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,10,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0
BFA,0,0,0,0,0,0,0,0,0,1,2,0,0,15,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,5,0,0,7,5,2,2,0,1,0,0,0,0,0,0,1,26,1,0,1,0,1,0,0,0,2,0,1,0,0,70,0,1,17,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,13,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,0,1
BGD,1,0,0,0,0,0,1,0,0,31,3,0,0,12,0,1,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,22,16,0,23,0,1,2,0,0,1,0,0,0,1,0,0,3,17,0,0,6,1,0,0,1,0,6,0,1,4,1,9,0,0,74,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,11,36,2,3,0,1,3,17,0,1,143,1,4,2,0,0,0,28,1,0,1,0,0,0,0,5,0,0,0,1,0,0,0,2,0,3,0,0,2,0,2,0,2,2,0,0,0,0,13,0,0,0,1,0,13,5,8,6,2,14,0,1,7,0,0,3,0,1,0,0,0,1,2,0,2,0,1,5,0,0,0,0,0,0,0,0,0,2,24,0,0,1,0,0,15,1,1,0,0,0,3,0,1,5,1,1,0,177,3,0,0,0,1,6,0,0,0,0,6,0,0
BGR,0,0,3,0,0,1,8,26,0,19,48,0,0,111,0,1,1,0,0,0,1,2,0,0,0,20,0,0,0,1,0,38,82,8,37,0,0,0,0,0,0,0,0,0,0,0,7,63,355,0,0,31,0,3,0,6,0,89,4,0,36,0,188,0,0,149,2,0,0,0,0,0,0,77,0,0,1,0,0,0,18,0,42,2,24,14,0,0,1,22,175,0,0,47,2,2,0,0,0,0,20,1,0,1,0,0,0,0,0,0,2,3,3,0,0,0,0,0,24,0,14,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,58,19,0,2,0,5,1,0,1,0,0,114,0,25,0,0,0,32,127,0,2,0,0,5,0,0,0,0,0,22,0,0,38,15,52,0,0,0,0,0,4,0,0,0,0,2,36,0,10,0,0,25,0,242,0,0,0,0,0,1,0,0,0,0,11,0,0
BHR,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,4,0,4,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
BIH,0,0,2,0,0,0,0,0,0,4,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,2,0,2,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,26,0,0,3,15,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0
BLR,0,0,0,0,0,0,1,4,0,4,8,0,0,7,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,8,23,2,8,0,0,0,0,0,1,0,0,0,0,0,2,10,145,0,0,3,0,0,1,1,0,21,5,0,8,0,59,0,0,54,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,7,31,0,5,14,3,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,7,0,4,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,83,0,32,0,0,0,2,172,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,75,1,0,0,0,0,0,0,0,0,0,1,0,0
BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BMU,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
BOL,0,0,0,0,0,0,6,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,8,9,1,0,3,0,0,0,7,0,0,2,1,0,0,2,12,0,0,1,1,0,8,0,0,9,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,4,9,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,4,0,0,0,0,0,0,0,0
BRA,0,0,0,2,1,20,421,13,0,232,88,0,0,166,3,2,2,20,0,0,0,4,2,0,11,0,0,0,0,0,0,472,215,190,158,0,3,1,2,0,114,0,0,22,75,0,2,112,811,0,0,106,3,3,45,9,0,501,2,2,54,0,912,0,1,928,3,4,0,0,0,0,0,48,0,1,7,4,0,6,23,1,56,10,157,57,7,1,2,93,527,0,2,285,1,10,0,0,0,0,88,0,0,3,0,0,0,0,2,0,6,3,2,8,3,0,1,0,199,0,0,3,0,0,0,0,1,0,0,1,1,7,0,1,0,5,4,244,56,3,42,0,5,20,47,8,0,0,94,0,322,15,0,0,27,191,1,5,0,2,34,0,0,1,0,0,14,0,0,17,26,183,0,2,0,0,0,18,0,1,0,2,7,62,1,41,6,1,15,72,2677,2,0,0,0,53,15,0,0,1,0,60,0,0
BRB,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0
BRN,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
BTN,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,6,0,3,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,39,0,0,0,0,0,0,0,0,0,0,26,3,5
CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
