,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TUN,0,0,0,0,0,7,6,0,0,9,7,0,0,45,0,2,0,4,9,0,2,0,0,0,1,11,0,0,0,0,0,61,19,2,15,0,7,0,0,3,0,0,0,0,0,1,1,34,0,0,6,0,24,1,10,0,57,0,0,3,0,914,0,0,47,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,2,5,0,6,2,1,0,0,11,72,0,1,20,0,1,0,0,0,6,4,0,4,0,2,0,0,0,0,1,1,0,21,0,0,2,0,6,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,5,5,0,2,6,3,0,1,0,0,0,6,0,28,0,0,3,3,5,0,14,2,1,2,0,0,0,0,0,2,0,0,0,1,4,0,0,8,0,1,1,0,0,0,0,0,14,0,0,0,0,2,70,0,0,0,0,4,2,0,0,0,0,5,0,0
TUR,0,0,4,0,0,10,17,7,0,94,92,77,0,120,0,1,2,48,4,0,3,15,0,0,0,49,0,0,0,1,0,202,144,8,107,1,0,0,0,11,0,0,1,2,0,17,56,538,0,0,56,0,9,0,37,0,172,8,1,85,0,294,0,0,449,5,1,0,1,0,0,0,121,13,0,1,0,0,0,16,0,62,2,68,38,86,4,0,98,355,0,30,137,3,1,3,0,3,69,3,1,20,0,2,0,1,2,0,20,3,3,19,1,3,0,0,21,0,15,1,2,0,0,0,2,0,0,0,0,13,0,0,1,6,0,194,51,1,17,4,25,0,4,5,0,0,107,0,53,0,1,4,85,99,0,27,5,2,27,0,0,1,0,1,22,0,0,28,16,91,0,0,12,0,0,22,0,2,0,0,14,0,34,1,1,28,2,1533,3,0,0,0,4,2,0,0,0,0,26,0,0
TWN,0,0,0,0,0,2,11,10,0,285,86,2,0,49,0,1,1,9,0,0,2,6,1,0,0,48,0,2,0,0,0,338,175,8,1072,0,1,1,0,9,0,0,2,2,0,7,34,340,0,0,25,0,0,0,13,0,131,9,0,83,0,254,0,0,485,2,1,0,0,0,0,0,42,0,0,0,0,0,0,8,0,18,18,256,19,20,0,7,52,168,0,2,724,0,1,0,5,0,293,0,6,0,0,0,0,0,5,0,8,1,5,8,0,2,1,0,21,0,0,0,0,0,0,1,0,0,0,0,3,40,1,1,0,4,0,74,42,0,29,5,5,1,0,27,1,1,96,0,21,0,0,0,21,216,0,14,0,1,183,0,0,0,0,0,8,0,0,47,53,48,0,0,1,0,0,59,1,0,0,0,0,34,0,1,3,18,0,3044,2,0,0,0,3,30,0,0,0,0,15,0,0
TZA,1,0,0,0,0,1,2,0,0,16,8,0,0,27,4,5,0,0,0,0,1,0,0,0,1,7,0,0,0,3,1,17,48,0,5,0,2,3,1,1,0,0,0,0,0,0,3,34,0,0,34,0,0,0,2,1,11,3,1,7,0,24,0,0,157,0,15,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,4,3,2,0,2,4,8,1,1,25,0,38,0,0,0,4,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,3,0,1,0,0,6,0,0,0,0,5,0,0,0,10,3,0,0,1,14,0,39,34,3,4,0,3,0,3,3,0,4,2,0,3,0,0,1,2,2,2,1,1,5,1,0,0,0,0,0,3,0,0,1,0,38,1,2,2,0,0,13,0,0,0,0,0,1,1,0,23,0,0,161,0,0,0,0,1,0,0,0,0,0,27,5,14
UGA,1,0,0,0,0,0,3,0,0,12,11,0,1,29,2,3,1,0,0,0,0,0,0,0,0,12,0,0,0,5,1,35,35,0,4,4,4,4,1,1,0,0,0,2,0,0,1,14,0,0,21,0,1,1,2,0,5,1,8,7,0,29,0,0,150,0,12,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,6,9,0,0,0,3,11,0,1,10,0,52,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,7,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0,0,5,1,1,0,2,10,1,33,22,1,2,0,2,0,2,0,0,0,1,0,1,1,0,0,0,1,5,0,2,5,1,0,0,0,0,0,2,0,0,0,0,34,1,0,0,0,0,16,0,0,0,0,0,1,3,23,0,0,0,220,0,0,0,0,0,4,0,0,0,0,42,4,20
UKR,0,0,1,0,0,1,5,9,0,48,73,9,0,59,0,0,0,28,0,0,3,46,0,0,1,21,0,0,1,0,0,75,63,9,28,0,1,0,0,5,0,0,0,3,0,7,85,534,0,0,24,0,1,0,1,0,107,8,0,47,0,278,0,0,268,10,0,0,0,0,0,0,36,0,1,0,0,0,0,11,0,39,0,20,15,9,0,0,84,176,1,1,132,10,0,0,0,0,84,0,0,3,0,1,0,0,2,0,33,3,13,4,0,13,0,0,61,0,3,0,0,0,2,0,0,0,0,0,0,10,0,0,0,3,0,63,19,0,5,0,0,0,1,0,0,0,369,0,35,0,0,0,22,431,0,2,0,0,4,0,0,0,0,0,13,0,0,50,24,78,0,0,0,0,0,1,0,0,0,0,0,28,18,0,0,0,0,496,17,0,0,0,1,1,0,0,0,0,12,0,0
URY,0,0,0,0,0,0,108,0,0,23,2,0,0,17,0,0,0,0,0,0,0,0,0,0,7,97,0,0,0,0,0,21,8,33,18,0,0,1,0,13,0,0,6,4,0,0,1,30,0,0,11,1,0,7,0,0,75,0,0,3,0,47,0,0,39,0,0,0,0,0,0,0,6,0,0,2,0,0,2,1,0,2,0,6,9,0,0,0,5,32,0,0,12,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,3,0,5,0,1,4,13,2,0,0,2,0,9,5,0,0,0,4,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,147,0,0,0,0,14,0,0,0,0,0,11,1,0
USA,14,5,9,0,7,160,1226,116,3,6227,2001,28,3,2847,17,29,192,229,3,11,28,71,4,17,78,3434,21,5,2,47,2,14440,5037,910,12305,23,81,25,6,453,1,1,199,65,2,144,1041,14772,0,6,2276,29,43,153,491,2,5405,109,64,1502,13,9667,1,23,17009,54,101,1,1,35,3,2,1587,56,14,69,4,10,28,254,23,934,201,2981,1087,626,22,185,3317,8816,57,173,9066,47,380,12,41,15,5565,98,13,149,3,7,2,11,80,3,100,34,45,71,18,46,60,1,2061,1,31,60,12,8,10,37,21,1,0,6,88,230,14,23,23,174,29,5264,1575,69,1265,37,323,184,323,192,6,34,1946,5,971,19,4,68,406,2748,27,211,19,53,1424,0,5,17,2,1,222,0,1,297,316,3649,2,7,28,2,4,1028,7,1,1,48,70,1533,3044,161,220,496,147,0,44,0,6,0,285,133,6,0,0,9,1245,97,53
UZB,0,0,1,0,0,1,0,1,0,8,2,3,0,5,0,0,0,3,0,0,2,4,0,0,1,2,0,0,0,0,0,6,6,0,9,0,0,0,0,1,0,0,0,0,0,2,2,47,0,0,2,0,0,0,2,0,4,1,0,4,0,14,0,0,13,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,9,4,1,0,0,12,17,0,0,29,6,0,4,0,0,22,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,4,0,0,0,3,0,0,0,0,0,5,0,9,0,0,0,2,45,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,3,2,0,0,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,1,0,0,0,1,54,0,0,9,5,0,0,14,0,1,0,0,0,0,0,0,1,0,4,84,0,0,0,0,0,40,14,30,14,0,0,0,0,44,0,0,12,25,0,0,3,42,0,0,3,6,1,7,1,0,177,0,0,4,0,95,0,0,84,0,0,0,0,0,0,0,2,0,0,2,1,2,3,0,0,2,0,9,2,2,0,0,1,40,0,0,13,0,2,0,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,96,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,7,2,0,2,0,1,10,21,1,0,0,5,0,13,0,0,0,0,3,0,3,0,0,3,0,0,4,0,0,1,0,0,1,1,7,0,0,0,0,0,3,0,0,0,2,4,4,3,1,0,1,14,285,0,0,0,0,0,0,0,0,0,0,4,0,0
VNM,0,0,0,0,0,1,7,0,0,90,18,1,0,44,0,6,5,2,0,0,0,1,0,0,6,19,0,0,1,0,2,22,39,3,52,1,4,0,0,3,0,0,2,0,0,0,4,77,0,0,23,0,2,0,3,0,12,1,3,1,1,127,0,1,94,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,20,22,3,1,0,1,3,27,0,0,182,0,6,0,13,0,125,4,11,0,0,0,0,0,5,0,1,5,0,1,1,2,0,0,9,0,0,0,0,4,0,0,2,0,0,0,1,23,0,0,0,3,0,58,8,7,6,1,6,0,2,24,0,2,10,0,9,0,0,0,1,22,0,0,0,3,18,0,0,0,0,0,0,0,0,0,4,36,0,0,1,0,0,51,0,0,0,0,2,2,30,0,4,1,0,133,0,0,0,0,0,0,0,0,0,0,13,2,0
VUT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,1,13,0,1,1,2,0,0,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,1,0,0,5,1,0,0,0,0,0,1,0,1,0,0,5,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0
ZAF,0,1,0,0,1,10,57,20,0,377,51,0,1,130,4,5,12,13,0,0,0,4,0,0,1,104,0,0,1,31,1,250,171,36,143,9,32,0,2,13,0,1,3,5,0,2,50,463,0,0,87,1,4,4,30,1,146,14,21,50,4,300,0,6,915,3,17,0,1,9,1,1,22,1,0,2,0,1,1,14,1,40,13,127,46,6,2,1,51,177,4,1,112,0,64,0,1,4,36,2,2,14,0,1,0,0,5,6,5,0,5,4,2,0,12,0,56,0,1,6,0,0,0,0,11,1,0,1,34,13,38,0,1,81,0,233,87,2,60,5,48,5,11,16,0,3,86,0,62,0,0,2,19,74,6,11,11,6,14,0,0,0,0,0,5,0,0,13,16,155,7,3,2,0,0,42,0,0,0,1,5,26,15,27,42,12,11,1245,0,0,0,0,4,13,0,0,0,2,0,22,69
ZMB,0,0,0,0,0,0,0,0,0,2,6,0,0,13,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,8,0,2,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,1,0,1,0,0,2,0,0,32,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0,2,0,0,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,18,0,1,0,1,1,0,6,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0,1,97,0,0,0,0,0,2,0,0,0,1,22,0,8
ZWE,0,0,0,0,0,1,1,0,0,8,3,0,1,10,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,2,12,0,1,1,2,1,1,1,0,0,1,0,0,0,3,7,0,0,9,0,0,0,3,0,4,1,3,1,0,14,0,1,50,0,5,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,1,3,3,1,0,0,0,6,0,0,1,0,11,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,0,0,0,0,11,2,0,0,1,4,0,15,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,10,0,0,0,0,0,0,0,14,20,0,0,53,0,0,0,0,0,0,0,0,0,0,69,8,0
