,ABW,AFG,AGO,AIA,ALB,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GBR,GEO,GHA,GIN,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TGO,THA,TJK,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,4,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MWI,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,4,2,0,0,0,0,0,0,0,2,0,0,0,2,4,10,0,2,0,2,0,2,0,0,0,0,2,4,8,0,2,0,0,0,4,0,2,2,6,4,0,4,0,26,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,14,2,0,2,2,0,0,2,2,0,2,0,0,2,0,0,2,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,4,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,4,4,0,0,2,0,0,0,0,0,2,2,10,4,0,0,22,0,0,0,0,0,0,24,4,2
MYS,0,0,0,0,0,0,0,2,0,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,6,4,18,0,2,0,0,6,0,0,0,0,2,6,0,0,0,0,0,4,0,6,2,0,4,4,6,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,18,4,4,0,0,6,4,0,2,18,0,2,0,0,6,2,0,4,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,6,0,8,0,0,8,0,2,4,0,0,0,0,4,0,2,2,0,18,0,0,0,0,2,0,2,2,2,0,0,0,0,16,0,0,0,0,2,6,0,4,0,0,50,0,0,2,0,0,0,0,0,0
NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0
NCL,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NGA,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,10,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,4,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0,4,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,2,0,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,34,0,0,0,0,0,0,14,2,0
NIC,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0
NLD,2,0,0,0,2,4,0,2,0,234,102,0,0,582,0,2,10,16,0,0,0,0,0,0,34,0,0,4,2,260,150,2,102,0,0,0,0,8,0,8,4,18,18,686,0,118,0,0,2,8,0,236,16,2,88,0,204,0,1120,2,6,0,0,32,0,0,2,0,0,2,8,0,32,8,30,80,12,0,2,64,306,0,2,82,0,10,0,0,14,0,0,8,0,6,4,0,14,22,2,0,0,0,0,32,0,0,0,4,0,2,0,0,0,2,6,0,0,0,4,0,0,88,0,54,0,2,2,6,4,0,30,56,0,0,2,20,20,2,2,2,0,40,0,0,0,0,2,2,8,24,128,0,2,0,0,10,0,0,0,0,42,38,10,4,4,0,1448,0,4,12,0,0,0,92,4,0
NOR,0,0,0,0,0,0,0,2,0,110,28,0,0,28,0,2,4,2,0,0,0,0,0,0,6,0,0,0,2,58,36,2,28,0,0,0,0,6,0,2,0,10,2,104,0,128,0,0,0,4,0,36,6,8,44,0,82,0,352,0,2,2,0,4,0,0,0,0,0,0,2,0,4,0,12,16,4,0,6,18,48,0,2,8,0,4,0,0,10,2,0,2,0,0,2,0,4,0,2,0,0,0,2,4,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,88,0,0,8,0,0,0,4,2,0,2,14,0,0,0,4,14,0,4,0,0,6,0,0,0,0,4,0,4,2,214,0,0,0,0,8,0,0,0,0,4,10,10,2,0,0,418,0,0,6,0,0,0,30,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
NZL,0,0,0,0,0,0,16,4,0,312,2,0,0,12,0,0,0,0,0,0,2,0,0,0,10,0,0,0,2,82,14,10,82,0,0,0,0,4,0,0,0,2,4,64,0,10,0,0,0,0,0,16,4,0,36,2,34,0,392,0,0,0,0,10,0,0,0,0,0,0,2,0,6,6,16,16,4,0,0,14,70,0,0,32,0,4,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,0,0,0,6,0,54,8,0,0,0,0,0,0,0,0,4,10,0,0,0,2,4,0,4,0,0,44,0,0,0,0,4,0,4,0,10,0,0,0,0,4,0,0,2,0,20,26,0,2,0,0,438,0,0,0,0,0,0,20,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
PAK,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,2,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,2,2,2,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0
PAN,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
PER,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,2,2,0,0,0,0,0,0,2,8,0,0,0,2,4,6,8,4,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,2,2,0,20,2,2,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,2,2,2,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,40,0,4,0,0,0,0,2,0,0
PHL,0,0,0,0,0,0,0,0,0,64,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,2,4,0,2,0,0,2,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,2,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,6,0,0,8,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,42,0,0,2,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0
POL,0,0,0,0,0,0,0,6,0,8,24,0,0,30,0,2,2,2,0,0,0,2,0,0,4,0,0,0,2,22,20,2,8,0,0,0,0,2,0,0,0,2,12,70,0,4,0,0,0,2,0,18,10,2,12,0,26,0,108,0,0,0,0,8,0,0,0,0,0,0,6,0,28,0,4,6,2,0,2,6,36,0,2,8,0,0,0,0,4,0,0,2,0,2,2,0,14,2,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,30,2,0,4,0,0,2,2,0,0,0,12,0,0,0,8,4,0,0,0,0,2,0,0,0,0,2,0,10,6,8,0,0,0,0,0,0,0,0,0,2,4,0,2,6,0,96,2,0,0,0,0,0,4,0,0
PRT,0,0,0,0,0,0,0,2,0,26,4,0,0,38,0,2,2,2,0,0,0,0,0,0,40,0,0,0,2,20,14,2,10,0,0,0,0,2,0,2,2,2,4,68,0,12,0,0,0,4,0,128,6,2,18,0,52,0,176,0,0,0,0,4,0,0,0,0,0,0,6,0,10,4,8,8,2,0,2,4,48,0,2,12,0,0,0,0,10,2,0,2,0,0,2,0,8,2,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,2,4,0,0,0,0,0,56,14,0,10,0,2,0,2,0,0,12,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,2,0,4,6,12,0,0,0,0,4,0,0,0,0,10,2,0,2,0,0,142,0,2,0,0,0,0,6,0,0
PRY,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,2,0,0,12,16,0,0,10,0,2,2,6,0,0,0,0,0,0,6,0,0,0,2,16,6,2,4,0,0,0,0,4,0,0,0,6,4,24,0,6,0,0,0,2,0,20,2,2,8,0,40,0,32,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,4,2,0,0,2,2,16,0,2,6,0,0,0,0,2,0,0,2,0,0,2,0,4,0,2,2,0,0,0,10,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,20,4,0,2,0,0,0,2,0,0,8,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,10,0,4,6,8,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,52,0,0,0,0,0,0,2,0,0
RUS,0,0,0,0,0,0,0,0,0,12,8,2,0,10,0,2,2,6,0,0,0,0,0,0,2,0,0,0,2,26,4,0,4,0,2,0,0,12,0,0,0,4,8,66,0,8,0,0,0,6,0,10,6,2,22,0,62,0,52,6,0,0,0,2,0,0,0,0,0,0,2,0,6,0,8,2,0,0,4,4,16,0,2,14,0,0,2,0,2,2,0,6,0,0,2,0,20,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,20,14,0,4,0,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,4,4,0,0,0,0,0,2,0,0,0,4,4,0,0,4,0,128,2,0,0,0,0,0,2,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,2,0
SAU,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,4,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,2,0,0
SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SEN,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0
SGP,0,0,0,0,0,0,64,0,0,172,10,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,90,6,0,228,0,0,0,0,8,0,0,0,4,0,38,0,10,0,0,0,0,0,8,0,0,4,0,36,0,178,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,34,6,6,0,0,18,4,2,0,28,0,0,0,0,44,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,40,6,0,44,0,2,0,0,48,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,0,0,0,8,0,0,0,0,2,20,0,0,0,0,570,0,0,6,0,0,0,10,0,0
SLB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
