,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TON,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
TTO,0,0,0,0,2,4,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0
TUN,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,0,6,0,0,0,0,0,32,4,0,2,2,2,0,0,2,0,0,0,2,2,4,0,0,0,0,4,0,4,10,0,0,0,0,118,0,0,20,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,12,0,2,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,4,2,2,0,0,0,4,0,0,0,0,0,6,0,2,4,2,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,42,0,0,0,0,0,0,2,20,4,4
TUR,0,0,8,0,2,6,0,0,62,22,2,0,42,0,0,6,8,0,0,8,0,0,0,10,0,0,0,0,0,66,58,4,52,0,0,6,0,0,0,0,0,32,22,126,0,0,20,0,0,0,20,102,10,2,44,0,94,0,0,282,0,0,0,40,0,0,0,0,0,0,18,0,8,2,8,18,18,4,6,48,58,0,0,22,2,4,12,0,0,0,26,0,0,4,0,0,0,0,0,10,0,4,8,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,122,18,2,0,22,0,4,0,8,6,0,32,24,0,2,6,22,20,6,4,0,0,10,0,0,0,0,6,0,0,24,6,28,0,4,0,2,8,0,0,0,0,6,0,14,2,2,6,0,698,0,0,0,0,0,2,0,46,0,0
TWN,0,0,4,0,2,6,0,0,126,8,0,0,20,0,0,4,0,0,0,0,0,0,0,14,2,0,0,0,0,70,14,2,404,0,0,0,0,2,0,0,0,4,4,46,0,0,0,0,0,0,6,32,0,2,20,0,34,0,0,174,0,0,0,6,0,0,0,0,0,0,2,2,2,12,16,8,4,0,4,8,20,2,0,66,0,6,0,0,0,0,54,2,0,0,0,0,0,0,0,8,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,44,4,2,0,30,0,2,0,2,8,0,8,8,0,0,0,4,12,0,2,0,0,88,0,0,0,0,6,0,0,0,2,18,0,0,0,0,10,0,0,0,2,0,14,0,2,0,2,0,670,0,0,10,0,0,2,0,22,0,0
TZA,0,0,0,0,0,2,0,0,24,0,0,6,4,0,2,2,0,0,0,14,0,0,0,2,0,0,0,0,0,8,24,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,2,6,0,4,8,0,6,0,0,48,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,22,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,2,0,0,4,2,8,0,0,4,0,14,8,2,0,2,0,2,0,2,4,0,22,0,0,0,20,0,2,4,0,0,2,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,2,2,0,8,2,0,102,0,0,0,0,0,0,0,14,4,2
UGA,2,0,0,0,0,2,0,0,10,2,0,4,20,0,4,0,0,0,0,2,0,0,0,2,0,0,0,6,0,10,6,2,2,2,2,2,0,2,0,0,0,0,2,8,0,0,6,0,0,0,0,2,2,4,4,0,8,0,0,62,0,6,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,2,0,0,0,6,0,12,4,0,0,2,0,0,0,2,2,0,2,6,0,0,0,0,2,2,0,4,4,2,0,0,0,0,4,0,0,2,0,8,2,0,0,0,2,0,0,0,0,0,2,0,8,0,2,0,108,0,0,0,0,0,2,0,16,4,6
UKR,2,0,0,0,0,2,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,2,4,0,0,0,0,0,0,0,0,2,4,14,0,0,0,0,0,0,2,6,6,2,4,0,4,0,0,32,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,8,0,0,0,6,4,0,0,6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,2,4,0,12,0,0,0,0,4,8,0,0,0,0,2,0,0,0,0,2,0,0,14,0,6,0,0,0,0,2,0,0,0,0,0,6,2,2,2,0,0,48,2,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,12,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,30,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
USA,34,4,16,0,246,296,8,0,3260,452,10,8,974,8,6,86,36,4,14,38,0,0,14,624,36,2,2,16,0,5310,1452,408,4540,24,10,16,4,254,20,52,4,64,158,3254,0,4,734,18,4,26,156,1470,58,48,590,22,2084,2,0,8168,30,98,2,208,4,0,44,0,2,54,74,16,198,94,848,422,100,10,120,1036,1780,30,54,914,26,188,8,12,2,2,1810,22,24,90,8,2,2,18,6,68,64,8,8,0,2,8,482,2,14,4,14,26,4,6,18,2,8,24,330,16,8,4,104,0,2450,678,54,2,576,6,82,16,88,100,4,316,414,2,4,92,118,482,22,296,4,14,926,4,4,30,2,64,2,0,30,76,1208,4,8,2,2,238,6,0,6,22,42,698,670,102,108,48,22,0,0,26,58,4,2,12,2,824,30,26
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,22,0,2,4,0,0,4,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
VNM,0,0,0,0,2,0,0,0,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,2,4,10,0,0,0,0,0,0,0,0,0,4,28,0,0,4,0,0,0,0,4,0,0,6,0,16,0,0,36,0,2,0,2,0,0,0,0,0,0,0,0,2,2,8,2,0,0,0,0,2,0,0,18,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,8,0,0,16,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,58,0,0,0,0,0,0,0,8,0,0
VUT,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
XKX,0,0,8,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ZAF,0,0,0,0,10,8,0,0,272,20,0,2,116,0,6,8,2,0,0,0,0,0,0,50,2,0,0,14,0,178,54,2,66,4,6,8,2,2,0,4,0,4,4,176,0,0,48,0,0,0,6,66,2,20,44,2,94,0,2,610,0,22,2,20,0,0,0,0,0,0,0,0,6,2,44,16,0,2,6,18,64,2,0,28,0,54,0,0,0,0,8,0,2,2,0,0,0,0,6,4,6,0,0,0,0,0,4,0,0,4,0,0,0,2,8,0,10,16,10,20,0,0,50,0,254,58,4,0,46,0,2,0,2,16,0,6,16,0,0,2,6,12,12,14,4,10,14,0,8,0,0,0,0,0,0,2,118,10,0,0,2,22,0,0,0,6,20,46,22,14,16,0,0,824,0,0,8,0,0,0,0,0,14,28
ZMB,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,4,2,0,2,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,30,0,0,0,0,0,0,0,14,0,6
ZWE,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,30,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,26,0,0,0,0,0,0,0,28,6,0
